date,/m/01b_06
2020-02-01,27.442338322310995
2020-02-02,29.566185280045854
2020-02-03,29.398513151803645
2020-02-04,27.162884775240624
2020-02-05,28.727824638834726
2020-02-06,27.162884775240624
2020-02-07,25.93328916813097
2020-02-08,30.683999468327364
2020-02-09,33.38753800089472
2020-02-10,29.943791942940816
2020-02-11,28.095928204526516
2020-02-12,29.103853880025227
2020-02-13,23.476268858490766
2020-02-14,21.670402023222245
2020-02-15,25.021137552188765
2020-02-16,22.298772064383012
2020-02-17,27.61094491074573
2020-02-18,26.56086423181356
2020-02-19,22.978236033103816
2020-02-20,27.734483814149506
2020-02-21,25.634322456285176
2020-02-22,31.996575981580058
2020-02-23,80.27966807639795
2020-02-24,49.034508533698755
2020-02-25,51.40151987043725
2020-02-26,55.77426186620158
2020-02-27,55.72443004858601
2020-02-28,50.76616419583903
2020-02-29,39.66612682197582
2020-03-01,37.822349570200565
2020-03-02,41.28566089448112
2020-03-03,39.46679955151363
2020-03-04,43.341223371122446
2020-03-05,47.80117104771396
2020-03-06,50.566836925376855
2020-03-07,59.97259250031145
2020-03-08,72.8167434907188
2020-03-09,76.37971845023047
2020-03-10,79.95515136414599
2020-03-11,85.54877289149123
2020-03-12,89.74710352560106
2020-03-13,92.0269091815124
2020-03-14,100.0
2020-03-15,93.92051825090321
2020-03-16,91.20468419085586
2020-03-17,91.12993646443256
2020-03-18,91.48495492391207
2020-03-19,63.50329288674481
2020-03-20,71.12703913040416
2020-03-21,70.87570683665713
2020-03-22,64.84373178672885
2020-03-23,60.15219563678466
2020-03-24,53.6623277978404
2020-03-25,49.45495821408583
2020-03-26,47.01989579322814
2020-03-27,48.52731538709242
2020-03-28,57.45587759690394
2020-03-29,48.353382357031165
2020-03-30,42.96145842513202
2020-03-31,31.411225184258402
2020-04-01,29.40763725322269
2020-04-02,33.464982348866
2020-04-03,30.673528923063397
2020-04-04,29.21288468863181
2020-04-05,22.591297492541933
2020-04-06,23.662436597791768
2020-04-07,29.18042592786667
2020-04-08,30.543034785060257
2020-04-09,22.57528658026193
2020-04-10,23.975026129753516
2020-04-11,23.65200931064008
2020-04-12,23.14953870313027
2020-04-13,25.26709340620731
2020-04-14,18.44784944714568
2020-04-15,22.374788323186653
2020-04-16,23.82228151721804
2020-04-17,18.014369907648366
2020-04-18,22.394913409781427
2020-04-19,21.164423661991254
2020-04-20,20.721447352786765
2020-04-21,18.678834371455057
2020-04-22,19.681646804153075
2020-04-23,16.85792224111784
2020-04-24,17.889485920928603
2020-04-25,19.409685028018128
2020-04-26,20.33266305732249
2020-04-27,20.034052518429903
2020-04-28,18.378121348207372
2020-04-29,22.395790416944
2020-04-30,22.040433999605916
2020-05-01,21.580174012597535
2020-05-02,24.067499264049523
2020-05-03,21.895468762781594
2020-05-04,22.701222013251957
2020-05-05,19.79350376155455
2020-05-06,16.92081825987761
2020-05-07,19.939607606796955
2020-05-08,19.617415927292956
2020-05-09,21.80591797294526
2020-05-10,18.98459605867061
2020-05-11,18.958228564144676
2020-05-12,18.74728860793723
2020-05-13,20.197500806863445
2020-05-14,20.273908438942296
2020-05-15,22.54727094503274
2020-05-16,21.518142395674392
2020-05-17,26.944456565018385
2020-05-18,20.177156710146868
2020-05-19,17.80704247526099
2020-05-20,20.021228142062263
2020-05-21,20.520199559932973
2020-05-22,23.27368022804314
2020-05-23,17.511043806152735
2020-05-24,19.305653885665283
2020-05-25,18.381157784098214
2020-05-26,19.251271762043697
2020-05-27,17.946100795125478
2020-05-28,16.423401333720896
2020-05-29,19.631946627394843
2020-05-30,22.568581302960826
2020-05-31,15.988344344748151
2020-06-01,16.477783457342483
2020-06-02,18.10924716599025
2020-06-03,17.7829544242607
2020-06-04,13.051709669182165
2020-06-05,15.390140984910635
2020-06-06,16.058969691409757
2020-06-07,15.824959204103237
2020-06-08,13.777367440171204
2020-06-09,15.532446094970092
2020-06-10,18.31132063173498
2020-06-11,14.625655456657332
2020-06-12,13.748116129257893
2020-06-13,13.869688354642932
2020-06-14,17.73354039368594
2020-06-15,15.57569808914451
2020-06-16,14.006358231296197
2020-06-17,21.382255563183264
2020-06-18,12.79011984146375
2020-06-19,13.182454805925826
2020-06-20,15.178797122452156
2020-06-21,17.022613184985182
2020-06-22,12.384060491904387
2020-06-23,16.27869435684959
2020-06-24,18.685490565523573
2020-06-25,18.072851530588377
2020-06-26,14.48453718311079
2020-06-27,21.748685740199583
2020-06-28,17.793671935522806
2020-06-29,17.568403000931852
2020-06-30,14.016940888915528
2020-07-01,16.397176134203065
2020-07-02,15.717108921263765
2020-07-03,19.381915568769983
2020-07-04,15.414856826624083
2020-07-05,17.45612704956866
2020-07-06,17.931832518795193
2020-07-07,18.097255328009158
2020-07-08,21.769641692559482
2020-07-09,18.692777441179484
2020-07-10,19.88382166752013
2020-07-11,20.876358522803987
2020-07-12,19.02980270589488
2020-07-13,22.241935762174496
2020-07-14,24.399735500295904
2020-07-15,14.827957174782998
2020-07-16,21.41201278597396
2020-07-17,20.028807825639724
2020-07-18,20.582089809773414
2020-07-19,21.965294770107658
2020-07-20,20.381860936518994
2020-07-21,20.10992942565666
2020-07-22,19.896749961780426
2020-07-23,20.82052763857737
2020-07-24,23.41421111573803
2020-07-25,21.88642495795847
2020-07-26,19.505920944674028
2020-07-27,22.718292001609463
2020-07-28,19.954782286865253
2020-07-29,22.752181672874393
2020-07-30,17.4930708271772
2020-07-31,18.01525204589891
2020-08-01,21.85701386935147
2020-08-02,18.53743326462062
2020-08-03,18.015252045898915
2020-08-04,21.484730380323967
