date,/m/05w_j
2020-02-01,1.211226254129255
2020-02-02,1.1048972318201982
2020-02-03,2.0711044345416263
2020-02-04,1.5856893326959325
2020-02-05,1.4839833113568355
2020-02-06,2.4686825179581002
2020-02-07,1.3591622851679426
2020-02-08,0.9523381998115518
2020-02-09,0.43918509214610396
2020-02-10,1.3869002909876964
2020-02-11,1.9092994005930624
2020-02-12,1.0586672221206084
2020-02-13,2.2698934762498633
2020-02-14,1.4285072997173278
2020-02-15,0.5813944406558739
2020-02-16,1.4899871505431186
2020-02-17,1.3232376860419033
2020-02-18,1.3017216261062625
2020-02-19,1.6405995700926035
2020-02-20,1.4630920756235672
2020-02-21,1.586809420253502
2020-02-22,0.6078286931818498
2020-02-23,1.2100354195717955
2020-02-24,2.2732538345493114
2020-02-25,2.2732538345493114
2020-02-26,2.2732538345493114
2020-02-27,2.2732538345493114
2020-02-28,1.8018879659148217
2020-02-29,1.8018879659148217
2020-03-01,1.1934582631383892
2020-03-02,0.0
2020-03-03,0.3242729734577694
2020-03-04,0.3242729734577694
2020-03-05,0.3242729734577694
2020-03-06,1.0965106731355503
2020-03-07,1.0965106731355503
2020-03-08,1.587934663839593
2020-03-09,2.744619703183801
2020-03-10,2.420346729726033
2020-03-11,3.1424391242299303
2020-03-12,3.1424391242299303
2020-03-13,2.37020142455215
2020-03-14,2.8482533338764915
2020-03-15,2.5106082790390194
2020-03-16,2.176306244546474
2020-03-17,2.871654476290968
2020-03-18,6.292966039290943
2020-03-19,7.257310540400363
2020-03-20,5.4522554485801695
2020-03-21,8.357652342948288
2020-03-22,8.790371029343538
2020-03-23,6.045124958695441
2020-03-24,5.80735460733983
2020-03-25,8.000341661859766
2020-03-26,7.106902491499792
2020-03-27,8.040952533239762
2020-03-28,15.066633281979557
2020-03-29,11.939596185719646
2020-03-30,5.766743735959832
2020-03-31,6.620295432884176
2020-04-01,6.47380281011299
2020-04-02,7.123092767469456
2020-04-03,5.8245128527565235
2020-04-04,4.067610615203737
2020-04-05,3.723868873073842
2020-04-06,6.130061067983096
2020-04-07,9.300123800958772
2020-04-08,6.303278132032768
2020-04-09,5.739941680619212
2020-04-10,5.717103716372716
2020-04-11,4.811197801261726
2020-04-12,2.7786189833236237
2020-04-13,4.103220909620365
2020-04-14,8.031350760017597
2020-04-15,5.517446467915744
2020-04-16,7.088097236593339
2020-04-17,5.5321734529508975
2020-04-18,3.688115635300598
2020-04-19,9.681303542664068
2020-04-20,8.394304857428965
2020-04-21,6.934425751789146
2020-04-22,5.360735922819488
2020-04-23,5.784108180914359
2020-04-24,5.417348349099448
2020-04-25,5.402066689440492
2020-04-26,4.424040471267391
2020-04-27,7.83949140504377
2020-04-28,7.335196636298264
2020-04-29,5.44027083858788
2020-04-30,6.6795766450371685
2020-05-01,4.667153954883756
2020-05-02,5.249428440617815
2020-05-03,7.811436177847668
2020-05-04,9.513469289993374
2020-05-05,9.53138542801596
2020-05-06,6.6110549303343795
2020-05-07,11.71656001809217
2020-05-08,5.853495958704141
2020-05-09,7.751057835426909
2020-05-10,7.461599244062416
2020-05-11,10.96726440614347
2020-05-12,10.356185157707325
2020-05-13,11.128074734679297
2020-05-14,10.633546069187041
2020-05-15,10.70967263852946
2020-05-16,7.082988040481984
2020-05-17,5.549557639965264
2020-05-18,10.2350394193219
2020-05-19,10.563631648004057
2020-05-20,10.137678758971635
2020-05-21,5.768619125753367
2020-05-22,9.046589106309288
2020-05-23,5.269659447207145
2020-05-24,4.807661906630082
2020-05-25,10.265007854696659
2020-05-26,6.395778452363741
2020-05-27,8.936764925537597
2020-05-28,8.171581498956831
2020-05-29,8.346961594253797
2020-05-30,5.176539003399503
2020-05-31,4.126006088003723
2020-06-01,3.8671791378337472
2020-06-02,6.409773295385856
2020-06-03,6.98071509723139
2020-06-04,6.75233837649318
2020-06-05,6.097658443710298
2020-06-06,5.109789890447163
2020-06-07,3.5681677280318014
2020-06-08,5.710515897397752
2020-06-09,6.846828946689825
2020-06-10,7.534406906452543
2020-06-11,6.347430218020061
2020-06-12,7.042245840517123
2020-06-13,5.9595671275499065
2020-06-14,3.028892691349616
2020-06-15,7.019717182314202
2020-06-16,7.663654998585382
2020-06-17,7.011767332730607
2020-06-18,7.258212669822045
2020-06-19,7.1310150764845295
2020-06-20,6.162283880266108
2020-06-21,4.735846662524011
2020-06-22,7.927964302457326
2020-06-23,8.582086769656774
2020-06-24,12.506821572853474
2020-06-25,11.826534206966038
2020-06-26,10.649113766007028
2020-06-27,8.948395351288463
2020-06-28,6.299644429939332
2020-06-29,9.464584551151091
2020-06-30,9.428869137750523
2020-07-01,8.428837562534554
2020-07-02,8.69670316303883
2020-07-03,8.232402788831422
2020-07-04,5.553746783788658
2020-07-05,5.745381735125858
2020-07-06,8.214665738684191
2020-07-07,9.412057693814434
2020-07-08,18.155803598718954
2020-07-09,23.752914830839373
2020-07-10,20.35566323721405
2020-07-11,14.647166706941986
2020-07-12,13.12311468937408
2020-07-13,16.141060803087786
2020-07-14,13.188895288033727
2020-07-15,19.035716600316118
2020-07-16,19.45745453103813
2020-07-17,22.6204890114532
2020-07-18,15.642643248598143
2020-07-19,14.530788703967394
2020-07-20,21.70171991694645
2020-07-21,23.753640467836007
2020-07-22,21.966756781689874
2020-07-23,20.370474022065984
2020-07-24,18.035612672168366
2020-07-25,23.348613498976217
2020-07-26,28.137461777847868
2020-07-27,29.88290195888847
2020-07-28,23.983639484053732
2020-07-29,20.846037490104198
2020-07-30,21.321431731611703
2020-07-31,17.61335664785315
2020-08-01,15.260155152390983
