date,/g/121j1nlf
2020-02-01,1.5747137905168427
2020-02-02,0.0
2020-02-03,1.3894533445736847
2020-02-04,1.4820835675452637
2020-02-05,1.5747137905168427
2020-02-06,0.0
2020-02-07,1.6673440134884217
2020-02-08,1.5747137905168427
2020-02-09,2.9641671350905274
2020-02-10,4.53888092560737
2020-02-11,1.4820835675452637
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,2.8715369121189487
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,3.056797358062106
2020-02-21,0.0
2020-02-22,1.6673440134884217
2020-02-23,1.5747137905168427
2020-02-24,1.4820835675452637
2020-02-25,0.0
2020-02-26,1.4820835675452637
2020-02-27,1.4820835675452637
2020-02-28,0.0
2020-02-29,3.056797358062106
2020-03-01,0.0
2020-03-02,2.8715369121189487
2020-03-03,0.0
2020-03-04,1.4820835675452637
2020-03-05,1.4820835675452637
2020-03-06,2.9641671350905274
2020-03-07,0.0
2020-03-08,1.4820835675452637
2020-03-09,2.8715369121189487
2020-03-10,0.0
2020-03-11,1.4820835675452637
2020-03-12,2.8715369121189487
2020-03-13,1.5747137905168427
2020-03-14,0.0
2020-03-15,2.8715369121189487
2020-03-16,2.5010160202326324
2020-03-17,1.2041928986305268
2020-03-18,3.8904693648063167
2020-03-19,2.6862764661757903
2020-03-20,1.2968231216021056
2020-03-21,0.0
2020-03-22,2.8715369121189487
2020-03-23,1.1115626756589478
2020-03-24,1.2041928986305268
2020-03-25,0.0
2020-03-26,1.2968231216021056
2020-03-27,0.0
2020-03-28,2.8715369121189487
2020-03-29,1.2968231216021056
2020-03-30,2.4083857972610536
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,1.2041928986305268
2020-04-03,1.2968231216021056
2020-04-04,2.9641671350905274
2020-04-05,2.8715369121189487
2020-04-06,1.2041928986305268
2020-04-07,0.0
2020-04-08,1.2968231216021056
2020-04-09,5.0946622634368435
2020-04-10,1.2968231216021056
2020-04-11,7.132527168811581
2020-04-12,0.0
2020-04-13,2.6862764661757903
2020-04-14,2.3157555742894744
2020-04-15,1.2968231216021056
2020-04-16,2.5010160202326324
2020-04-17,1.2041928986305268
2020-04-18,1.3894533445736847
2020-04-19,1.3894533445736847
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,1.2968231216021056
2020-04-23,1.2968231216021056
2020-04-24,0.0
2020-04-25,2.7789066891473695
2020-04-26,0.0
2020-04-27,1.2968231216021056
2020-04-28,1.2041928986305268
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,3.9830995877778963
2020-05-04,1.2041928986305268
2020-05-05,3.1494275810336854
2020-05-06,1.2041928986305268
2020-05-07,1.2968231216021056
2020-05-08,1.3894533445736847
2020-05-09,3.9830995877778963
2020-05-10,1.2968231216021056
2020-05-11,1.1115626756589478
2020-05-12,3.797839141834738
2020-05-13,2.4083857972610536
2020-05-14,2.593646243204211
2020-05-15,0.0
