date,/m/0lbt3
2020-02-01,17.06073893631784
2020-02-02,8.979336282272548
2020-02-03,14.366938051636076
2020-02-04,7.183469025818038
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,16.162805308090586
2020-02-08,17.958672564545097
2020-02-09,4.489668141136274
2020-02-10,3.591734512909019
2020-02-11,11.673137166954312
2020-02-12,8.081402654045293
2020-02-13,8.081402654045293
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,4.489668141136274
2020-02-17,8.081402654045293
2020-02-18,15.264871679863331
2020-02-19,3.591734512909019
2020-02-20,12.571070795181567
2020-02-21,12.571070795181567
2020-02-22,8.979336282272548
2020-02-23,17.06073893631784
2020-02-24,3.591734512909019
2020-02-25,7.183469025818038
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,10.775203538727057
2020-02-29,3.591734512909019
2020-03-01,8.081402654045293
2020-03-02,20.65247344922686
2020-03-03,3.591734512909019
2020-03-04,3.591734512909019
2020-03-05,0.0
2020-03-06,7.183469025818038
2020-03-07,12.571070795181567
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,3.591734512909019
2020-03-12,3.591734512909019
2020-03-13,8.081402654045293
2020-03-14,89.79336282272548
2020-03-15,47.590482296044506
2020-03-16,22.44834070568137
2020-03-17,35.917345129090194
2020-03-18,32.32561061618117
2020-03-19,7.183469025818038
2020-03-20,17.06073893631784
2020-03-21,8.081402654045293
2020-03-22,15.264871679863331
2020-03-23,12.571070795181567
2020-03-24,23.346274333908624
2020-03-25,7.183469025818038
2020-03-26,20.65247344922686
2020-03-27,6.285535397590784
2020-03-28,7.183469025818038
2020-03-29,26.93800884681764
2020-03-30,9.877269910499802
2020-03-31,16.162805308090586
2020-04-01,13.46900442340882
2020-04-02,13.46900442340882
2020-04-03,0.0
2020-04-04,3.591734512909019
2020-04-05,11.673137166954312
2020-04-06,3.591734512909019
2020-04-07,0.0
2020-04-08,6.285535397590784
2020-04-09,3.591734512909019
2020-04-10,14.366938051636076
2020-04-11,0.0
2020-04-12,7.183469025818038
2020-04-13,3.591734512909019
2020-04-14,7.183469025818038
2020-04-15,3.591734512909019
2020-04-16,0.0
2020-04-17,13.46900442340882
2020-04-18,15.264871679863331
2020-04-19,3.591734512909019
2020-04-20,2.6938008846817643
2020-04-21,2.6938008846817643
2020-04-22,3.591734512909019
2020-04-23,3.591734512909019
2020-04-24,0.0
2020-04-25,3.591734512909019
2020-04-26,7.183469025818038
2020-04-27,8.979336282272548
2020-04-28,6.285535397590784
2020-04-29,6.285535397590784
2020-04-30,8.979336282272548
2020-05-01,6.285535397590784
2020-05-02,9.877269910499802
2020-05-03,3.591734512909019
2020-05-04,3.591734512909019
2020-05-05,11.673137166954312
2020-05-06,3.591734512909019
2020-05-07,6.285535397590784
2020-05-08,3.591734512909019
2020-05-09,7.183469025818038
2020-05-10,3.591734512909019
2020-05-11,2.6938008846817643
2020-05-12,9.877269910499802
2020-05-13,7.183469025818038
2020-05-14,9.877269910499802
2020-05-15,7.183469025818038
2020-05-16,3.591734512909019
2020-05-17,8.081402654045293
2020-05-18,7.183469025818038
2020-05-19,3.591734512909019
2020-05-20,14.366938051636076
2020-05-21,0.0
2020-05-22,8.081402654045293
2020-05-23,8.081402654045293
2020-05-24,12.571070795181567
2020-05-25,0.0
2020-05-26,7.183469025818038
2020-05-27,7.183469025818038
2020-05-28,10.775203538727057
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,8.081402654045293
2020-06-01,3.591734512909019
2020-06-02,6.285535397590784
2020-06-03,6.285535397590784
2020-06-04,12.571070795181567
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,3.591734512909019
2020-06-08,8.979336282272548
2020-06-09,3.591734512909019
2020-06-10,3.591734512909019
2020-06-11,0.0
2020-06-12,3.591734512909019
2020-06-13,4.489668141136274
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,3.591734512909019
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,8.979336282272548
2020-06-20,5.3876017693635285
2020-06-21,10.775203538727057
2020-06-22,12.571070795181567
2020-06-23,4.489668141136274
2020-06-24,4.489668141136274
2020-06-25,4.489668141136274
2020-06-26,4.489668141136274
2020-06-27,5.3876017693635285
2020-06-28,4.489668141136274
2020-06-29,11.673137166954312
2020-06-30,4.489668141136274
2020-07-01,8.081402654045293
2020-07-02,3.591734512909019
2020-07-03,4.489668141136274
2020-07-04,15.264871679863331
2020-07-05,10.775203538727057
2020-07-06,11.673137166954312
2020-07-07,4.489668141136274
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,8.979336282272548
2020-07-11,5.3876017693635285
2020-07-12,26.93800884681764
2020-07-13,4.489668141136274
2020-07-14,0.0
2020-07-15,8.081402654045293
2020-07-16,13.46900442340882
2020-07-17,13.46900442340882
2020-07-18,5.3876017693635285
2020-07-19,10.775203538727057
2020-07-20,0.0
2020-07-21,4.489668141136274
2020-07-22,4.489668141136274
2020-07-23,4.489668141136274
2020-07-24,4.489668141136274
2020-07-25,5.3876017693635285
2020-07-26,5.3876017693635285
2020-07-27,13.46900442340882
2020-07-28,4.489668141136274
2020-07-29,4.489668141136274
2020-07-30,0.0
2020-07-31,14.366938051636076
2020-08-01,9.877269910499802
2020-08-02,9.877269910499802
2020-08-03,17.958672564545097
2020-08-04,4.489668141136274
2020-08-05,0.0
2020-08-06,4.489668141136274
2020-08-07,4.489668141136274
2020-08-08,5.3876017693635285
2020-08-09,5.3876017693635285
2020-08-10,4.489668141136274
2020-08-11,4.489668141136274
