date,/m/0lbt3
2020-01-01,19.6
2020-01-02,18.3
2020-01-03,25.7
2020-01-04,14.1
2020-01-05,15.4
2020-01-06,15.0
2020-01-07,12.0
2020-01-08,15.2
2020-01-09,13.4
2020-01-10,9.5
2020-01-11,19.2
2020-01-12,13.4
2020-01-13,18.1
2020-01-14,12.6
2020-01-15,11.7
2020-01-16,19.2
2020-01-17,11.2
2020-01-18,16.8
2020-01-19,15.3
2020-01-20,10.9
2020-01-21,14.0
2020-01-22,16.4
2020-01-23,16.8
2020-01-24,14.2
2020-01-25,19.8
2020-01-26,11.9
2020-01-27,16.5
2020-01-28,17.4
2020-01-29,14.3
2020-01-30,15.5
2020-01-31,21.2
2020-02-01,18.8
2020-02-02,13.8
2020-02-03,16.8
2020-02-04,18.7
2020-02-05,17.7
2020-02-06,18.1
2020-02-07,12.7
2020-02-08,15.9
2020-02-09,14.3
2020-02-10,13.1
2020-02-11,18.6
2020-02-12,16.8
2020-02-13,12.4
2020-02-14,15.4
2020-02-15,15.6
2020-02-16,25.6
2020-02-17,16.0
2020-02-18,19.2
2020-02-19,23.6
2020-02-20,15.1
2020-02-21,16.1
2020-02-22,22.2
2020-02-23,16.8
2020-02-24,21.2
2020-02-25,22.5
2020-02-26,16.4
2020-02-27,17.1
2020-02-28,18.5
2020-02-29,12.4
2020-03-01,12.5
2020-03-02,18.2
2020-03-03,18.5
2020-03-04,17.9
2020-03-05,22.2
2020-03-06,23.8
2020-03-07,21.3
2020-03-08,18.0
2020-03-09,21.7
2020-03-10,16.8
2020-03-11,19.8
2020-03-12,39.7
2020-03-13,41.0
2020-03-14,38.9
2020-03-15,73.4
2020-03-16,68.8
2020-03-17,100.0
2020-03-18,70.7
2020-03-19,44.4
2020-03-20,27.6
2020-03-21,21.6
2020-03-22,31.3
2020-03-23,23.6
2020-03-24,16.8
2020-03-25,23.6
2020-03-26,17.2
2020-03-27,17.4
2020-03-28,16.9
2020-03-29,16.0
2020-03-30,16.7
2020-03-31,18.9
2020-04-01,16.4
2020-04-02,22.3
2020-04-03,16.9
2020-04-04,13.9
2020-04-05,16.3
2020-04-06,13.5
2020-04-07,16.9
2020-04-08,19.5
2020-04-09,11.4
2020-04-10,16.6
2020-04-11,16.9
2020-04-12,11.2
2020-04-13,10.3
2020-04-14,11.4
2020-04-15,10.2
2020-04-16,15.1
2020-04-17,8.6
2020-04-18,18.4
2020-04-19,12.1
2020-04-20,14.6
2020-04-21,11.2
2020-04-22,13.8
2020-04-23,14.9
2020-04-24,18.7
2020-04-25,11.9
2020-04-26,15.9
2020-04-27,9.9
2020-04-28,12.5
