date,/g/11j4xt9hdf
2020-02-01,64.26979452480477
2020-02-02,0.0
2020-02-03,16.281681279617207
2020-02-04,34.27722374656255
2020-02-05,17.138611873281274
2020-02-06,0.0
2020-02-07,18.852473060609398
2020-02-08,0.0
2020-02-09,20.566334247937526
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,17.995542466945334
2020-02-14,17.995542466945334
2020-02-15,42.84652968320317
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,17.138611873281274
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,21.423264841601586
2020-02-23,41.13266849587505
2020-02-24,17.138611873281274
2020-02-25,85.69305936640635
2020-02-26,33.42029315289848
2020-02-27,17.138611873281274
2020-02-28,0.0
2020-02-29,20.566334247937526
2020-03-01,37.704946121218796
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,17.138611873281274
2020-03-05,35.99108493389067
2020-03-06,17.138611873281274
2020-03-07,20.566334247937526
2020-03-08,20.566334247937526
2020-03-09,0.0
2020-03-10,17.995542466945334
2020-03-11,71.12523927411728
2020-03-12,52.27276621350788
2020-03-13,16.281681279617207
2020-03-14,80.55147580442197
2020-03-15,74.55296164877353
2020-03-16,16.281681279617207
2020-03-17,16.281681279617207
2020-03-18,0.0
2020-03-19,34.27722374656255
2020-03-20,35.1341543402266
2020-03-21,75.40989224243759
2020-03-22,79.69454521075791
2020-03-23,42.84652968320317
2020-03-24,0.0
2020-03-25,64.26979452480477
2020-03-26,48.84504383885162
2020-03-27,31.70643196557035
2020-03-28,0.0
2020-03-29,35.99108493389067
2020-03-30,47.98811324518756
2020-03-31,47.98811324518756
2020-04-01,15.424750685953144
2020-04-02,0.0
2020-04-03,17.138611873281274
2020-04-04,19.709403654273462
2020-04-05,18.852473060609398
2020-04-06,0.0
2020-04-07,17.138611873281274
2020-04-08,0.0
2020-04-09,17.138611873281274
2020-04-10,0.0
2020-04-11,19.709403654273462
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,17.138611873281274
2020-04-16,17.138611873281274
2020-04-17,17.138611873281274
2020-04-18,19.709403654273462
2020-04-19,17.995542466945334
2020-04-20,16.281681279617207
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,16.281681279617207
2020-04-24,0.0
2020-04-25,20.566334247937526
2020-04-26,0.0
2020-04-27,17.138611873281274
2020-04-28,16.281681279617207
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,18.852473060609398
2020-05-03,19.709403654273462
2020-05-04,33.42029315289848
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,17.138611873281274
2020-05-08,17.995542466945334
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,31.70643196557035
2020-05-12,16.281681279617207
2020-05-13,0.0
2020-05-14,17.138611873281274
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,17.138611873281274
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,17.138611873281274
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,19.709403654273462
2020-05-25,16.281681279617207
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
