date,/g/121j1nlf
2020-02-01,4.53594389189066
2020-02-02,10.432670951348518
2020-02-03,1.8143775567562639
2020-02-04,12.473845702699313
2020-02-05,6.350321448646924
2020-02-06,12.700642897293848
2020-02-07,8.618293394592254
2020-02-08,4.7627410864851925
2020-02-09,5.669929864863325
2020-02-10,7.030713032430523
2020-02-11,6.12352425405239
2020-02-12,11.33985972972665
2020-02-13,7.484307421619588
2020-02-14,7.484307421619588
2020-02-15,4.7627410864851925
2020-02-16,4.53594389189066
2020-02-17,10.432670951348518
2020-02-18,1.133985972972665
2020-02-19,6.350321448646924
2020-02-20,6.350321448646924
2020-02-21,2.0411747513507965
2020-02-22,4.53594389189066
2020-02-23,4.53594389189066
2020-02-24,11.113062535132116
2020-02-25,8.39149619999772
2020-02-26,7.2575102270250555
2020-02-27,8.39149619999772
2020-02-28,3.175160724323462
2020-02-29,3.401957918917995
2020-03-01,12.24704850810478
2020-03-02,8.164699005403186
2020-03-03,9.07188778378132
2020-03-04,11.113062535132116
2020-03-05,3.175160724323462
2020-03-06,7.484307421619588
2020-03-07,3.6287551135125278
2020-03-08,4.53594389189066
2020-03-09,6.80391583783599
2020-03-10,4.989538281079725
2020-03-11,12.927440091888379
2020-03-12,6.577118643241457
2020-03-13,7.711104616214121
2020-03-14,5.669929864863325
2020-03-15,3.175160724323462
2020-03-16,2.721566335134396
2020-03-17,7.484307421619588
2020-03-18,2.948363529728929
2020-03-19,7.711104616214121
2020-03-20,1.8143775567562639
2020-03-21,5.669929864863325
2020-03-22,1.133985972972665
2020-03-23,9.752279367564919
2020-03-24,8.39149619999772
2020-03-25,6.577118643241457
2020-03-26,11.566656924321181
2020-03-27,7.2575102270250555
2020-03-28,2.26797194594533
2020-03-29,2.26797194594533
2020-03-30,7.2575102270250555
2020-03-31,4.53594389189066
2020-04-01,8.164699005403186
2020-04-02,8.39149619999772
2020-04-03,6.350321448646924
2020-04-04,5.443132670268792
2020-04-05,5.443132670268792
2020-04-06,7.030713032430523
2020-04-07,3.6287551135125278
2020-04-08,10.205873756753984
2020-04-09,2.721566335134396
2020-04-10,2.26797194594533
2020-04-11,3.175160724323462
2020-04-12,2.0411747513507965
2020-04-13,5.216335475674259
2020-04-14,4.309146697296127
2020-04-15,9.07188778378132
2020-04-16,9.07188778378132
2020-04-17,12.24704850810478
2020-04-18,4.309146697296127
2020-04-19,2.0411747513507965
2020-04-20,3.6287551135125278
2020-04-21,7.484307421619588
2020-04-22,6.577118643241457
2020-04-23,2.721566335134396
2020-04-24,2.721566335134396
2020-04-25,2.26797194594533
2020-04-26,10.432670951348518
2020-04-27,9.97907656215945
2020-04-28,9.07188778378132
2020-04-29,3.6287551135125278
2020-04-30,2.721566335134396
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,5.216335475674259
2020-05-04,4.309146697296127
2020-05-05,8.845090589186785
2020-05-06,7.484307421619588
2020-05-07,6.577118643241457
2020-05-08,5.669929864863325
2020-05-09,4.309146697296127
2020-05-10,4.309146697296127
2020-05-11,7.711104616214121
2020-05-12,6.350321448646924
2020-05-13,5.669929864863325
2020-05-14,7.711104616214121
2020-05-15,7.711104616214121
2020-05-16,4.082349502701593
2020-05-17,9.298684978375853
2020-05-18,10.205873756753984
2020-05-19,4.53594389189066
2020-05-20,3.8555523081070606
2020-05-21,9.97907656215945
2020-05-22,6.350321448646924
2020-05-23,4.989538281079725
2020-05-24,1.133985972972665
2020-05-25,6.80391583783599
2020-05-26,9.07188778378132
2020-05-27,4.989538281079725
2020-05-28,4.989538281079725
2020-05-29,5.216335475674259
2020-05-30,2.4947691405398627
2020-05-31,5.896727059457858
2020-06-01,7.030713032430523
2020-06-02,9.298684978375853
2020-06-03,5.896727059457858
2020-06-04,2.948363529728929
2020-06-05,0.9071887783781319
2020-06-06,4.309146697296127
2020-06-07,4.53594389189066
2020-06-08,6.350321448646924
2020-06-09,5.669929864863325
2020-06-10,4.082349502701593
2020-06-11,4.082349502701593
2020-06-12,6.577118643241457
2020-06-13,3.8555523081070606
2020-06-14,6.12352425405239
2020-06-15,6.12352425405239
2020-06-16,2.948363529728929
2020-06-17,6.12352425405239
2020-06-18,2.0411747513507965
2020-06-19,0.0
2020-06-20,1.360783167567198
2020-06-21,7.2575102270250555
2020-06-22,3.175160724323462
2020-06-23,4.082349502701593
2020-06-24,8.39149619999772
2020-06-25,2.0411747513507965
2020-06-26,2.26797194594533
2020-06-27,2.4947691405398627
2020-06-28,5.443132670268792
2020-06-29,5.896727059457858
2020-06-30,1.8143775567562639
2020-07-01,6.577118643241457
2020-07-02,7.030713032430523
2020-07-03,1.133985972972665
2020-07-04,3.175160724323462
2020-07-05,4.309146697296127
2020-07-06,2.0411747513507965
2020-07-07,7.030713032430523
2020-07-08,4.082349502701593
2020-07-09,3.175160724323462
2020-07-10,5.443132670268792
2020-07-11,4.53594389189066
2020-07-12,3.401957918917995
2020-07-13,2.0411747513507965
2020-07-14,9.525482172970385
2020-07-15,4.53594389189066
2020-07-16,3.401957918917995
2020-07-17,2.26797194594533
2020-07-18,2.4947691405398627
2020-07-19,1.133985972972665
2020-07-20,4.309146697296127
2020-07-21,9.07188778378132
2020-07-22,4.082349502701593
2020-07-23,1.133985972972665
2020-07-24,5.216335475674259
2020-07-25,2.26797194594533
2020-07-26,1.133985972972665
2020-07-27,3.175160724323462
2020-07-28,10.432670951348518
2020-07-29,5.216335475674259
2020-07-30,1.133985972972665
2020-07-31,2.26797194594533
2020-08-01,7.484307421619588
2020-08-02,9.07188778378132
2020-08-03,10.886265340537584
2020-08-04,0.9071887783781319
2020-08-05,3.175160724323462
2020-08-06,2.0411747513507965
2020-08-07,2.26797194594533
2020-08-08,5.216335475674259
2020-08-09,5.896727059457858
2020-08-10,9.07188778378132
2020-08-11,2.0411747513507965
2020-08-12,6.12352425405239
2020-08-13,4.989538281079725
2020-08-14,5.216335475674259
2020-08-15,1.133985972972665
2020-08-16,4.7627410864851925
2020-08-17,4.989538281079725
2020-08-18,9.07188778378132
2020-08-19,7.2575102270250555
2020-08-20,8.164699005403186
2020-08-21,3.175160724323462
2020-08-22,5.443132670268792
2020-08-23,6.577118643241457
2020-08-24,8.618293394592254
2020-08-25,6.80391583783599
2020-08-26,4.989538281079725
2020-08-27,7.2575102270250555
2020-08-28,2.0411747513507965
2020-08-29,9.752279367564919
2020-08-30,4.53594389189066
2020-08-31,3.8555523081070606
2020-09-01,4.989538281079725
2020-09-02,5.896727059457858
2020-09-03,7.711104616214121
2020-09-04,4.989538281079725
2020-09-05,0.0
2020-09-06,5.443132670268792
2020-09-07,4.7627410864851925
2020-09-08,0.0
2020-09-09,4.082349502701593
2020-09-10,5.896727059457858
2020-09-11,7.2575102270250555
2020-09-12,7.711104616214121
2020-09-13,7.937901810808654
2020-09-14,9.97907656215945
2020-09-15,7.937901810808654
2020-09-16,6.80391583783599
2020-09-17,7.711104616214121
2020-09-18,4.082349502701593
2020-09-19,2.4947691405398627
2020-09-20,4.53594389189066
2020-09-21,8.845090589186785
2020-09-22,13.83462887026651
2020-09-23,4.989538281079725
2020-09-24,7.937901810808654
2020-09-25,2.26797194594533
2020-09-26,1.360783167567198
2020-09-27,1.133985972972665
2020-09-28,5.644770598588007
2020-09-29,8.063957997982868
2020-09-30,7.257562198184581
