date,/g/11j8_9sv06
2020-02-01,0.0
2020-02-02,0.381389486526555
2020-02-03,0.9916126649690431
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.381389486526555
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.381389486526555
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,1.2204463568849762
2020-02-24,0.381389486526555
2020-02-25,1.52555794610622
2020-02-26,1.8688084839801198
2020-02-27,0.76277897305311
2020-02-28,0.381389486526555
2020-02-29,0.839056870358421
2020-03-01,1.2204463568849762
2020-03-02,1.8688084839801198
2020-03-03,0.8009179217057656
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.76277897305311
2020-03-07,0.0
2020-03-08,0.381389486526555
2020-03-09,0.381389486526555
2020-03-10,0.7246400244004545
2020-03-11,1.0297516136216986
2020-03-12,0.7246400244004545
2020-03-13,0.76277897305311
2020-03-14,3.0129769435597846
2020-03-15,1.3730021514955981
2020-03-16,1.9450863812854307
2020-03-17,2.326475867811986
2020-03-18,3.1273937895177513
2020-03-19,3.8138948652655507
2020-03-20,1.9450863812854307
2020-03-21,0.381389486526555
2020-03-22,2.326475867811986
2020-03-23,0.30511158922124404
2020-03-24,1.3348632028429426
2020-03-25,0.9916126649690431
2020-03-26,1.3348632028429426
2020-03-27,0.9534737163163877
2020-03-28,0.7246400244004545
2020-03-29,1.8306695353274642
2020-03-30,0.6483621270951435
2020-03-31,0.9534737163163877
2020-04-01,2.669726405685885
2020-04-02,0.0
2020-04-03,0.34325053787389953
2020-04-04,0.381389486526555
2020-04-05,0.4195284351792105
2020-04-06,0.9153347676637321
2020-04-07,0.6483621270951435
2020-04-08,0.34325053787389953
2020-04-09,0.34325053787389953
2020-04-10,0.34325053787389953
2020-04-11,0.76277897305311
2020-04-12,0.0
2020-04-13,0.34325053787389953
2020-04-14,0.30511158922124404
2020-04-15,0.34325053787389953
2020-04-16,0.0
2020-04-17,0.34325053787389953
2020-04-18,0.34325053787389953
2020-04-19,0.0
2020-04-20,0.6865010757477991
2020-04-21,0.0
2020-04-22,0.6865010757477991
2020-04-23,0.34325053787389953
2020-04-24,0.34325053787389953
2020-04-25,0.381389486526555
2020-04-26,0.381389486526555
2020-04-27,0.6483621270951435
2020-04-28,0.0
2020-04-29,0.9153347676637321
2020-04-30,0.6102231784424881
2020-05-01,0.0
2020-05-02,0.6865010757477991
2020-05-03,0.6865010757477991
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.9534737163163877
2020-05-07,0.0
2020-05-08,1.4111411001482534
2020-05-09,0.0
2020-05-10,0.34325053787389953
2020-05-11,0.30511158922124404
2020-05-12,0.34325053787389953
2020-05-13,0.0
2020-05-14,0.6865010757477991
2020-05-15,0.34325053787389953
2020-05-16,0.4195284351792105
2020-05-17,0.0
2020-05-18,0.6483621270951435
2020-05-19,0.34325053787389953
2020-05-20,0.6865010757477991
2020-05-21,0.381389486526555
2020-05-22,0.6865010757477991
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.34325053787389953
2020-05-26,0.0
2020-05-27,0.34325053787389953
2020-05-28,0.34325053787389953
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.4195284351792105
2020-06-01,0.0
2020-06-02,0.34325053787389953
2020-06-03,0.30511158922124404
2020-06-04,0.30511158922124404
2020-06-05,0.30511158922124404
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.6102231784424881
2020-06-09,0.30511158922124404
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.8009179217057656
2020-06-14,0.381389486526555
2020-06-15,1.3348632028429426
2020-06-16,1.296724254190287
2020-06-17,0.6865010757477991
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.8009179217057656
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.76277897305311
2020-06-24,0.7246400244004545
2020-06-25,0.76277897305311
2020-06-26,0.0
2020-06-27,0.8009179217057656
2020-06-28,0.34325053787389953
2020-06-29,0.6865010757477991
2020-06-30,0.6865010757477991
2020-07-01,0.34325053787389953
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,0.381389486526555
2020-07-05,0.76277897305311
2020-07-06,0.34325053787389953
2020-07-07,0.0
2020-07-08,0.34325053787389953
2020-07-09,1.1441684595796653
2020-07-10,0.381389486526555
2020-07-11,0.9153347676637321
2020-07-12,0.9534737163163877
2020-07-13,0.8009179217057656
2020-07-14,1.1823074082323206
2020-07-15,0.381389486526555
2020-07-16,0.0
2020-07-17,0.4195284351792105
2020-07-18,0.0
2020-07-19,0.49580633248452155
2020-07-20,1.678113740716842
2020-07-21,1.296724254190287
2020-07-22,0.0
2020-07-23,0.8771958190110766
2020-07-24,0.0
2020-07-25,0.9153347676637321
2020-07-26,0.9534737163163877
2020-07-27,0.4195284351792105
2020-07-28,1.678113740716842
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.9153347676637321
2020-08-01,0.0
2020-08-02,1.4874189974535645
2020-08-03,0.0
2020-08-04,1.4111411001482534
2020-08-05,0.45766738383186606
2020-08-06,0.9534737163163877
2020-08-07,0.49580633248452155
2020-08-08,0.5339452811371771
2020-08-09,0.5339452811371771
2020-08-10,0.0
2020-08-11,2.326475867811986
2020-08-12,1.7925305866748087
2020-08-13,0.45766738383186606
