date,/m/02f84_
2020-02-01,11.445995457222288
2020-02-02,33.792938968941996
2020-02-03,27.79741753896841
2020-02-04,9.810853249047675
2020-02-05,20.71180130354509
2020-02-06,31.067701955317634
2020-02-07,0.0
2020-02-08,45.783981828889154
2020-02-09,0.0
2020-02-10,39.2434129961907
2020-02-11,19.62170649809535
2020-02-12,10.355900651772545
2020-02-13,10.355900651772545
2020-02-14,10.900948054497416
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,29.977607149867893
2020-02-18,0.0
2020-02-19,10.355900651772545
2020-02-20,0.0
2020-02-21,10.355900651772545
2020-02-22,0.0
2020-02-23,32.70284416349225
2020-02-24,9.810853249047675
2020-02-25,0.0
2020-02-26,9.810853249047675
2020-02-27,29.432559747143024
2020-02-28,10.355900651772545
2020-02-29,0.0
2020-03-01,10.900948054497416
2020-03-02,19.07665909537048
2020-03-03,19.07665909537048
2020-03-04,28.887512344418152
2020-03-05,0.0
2020-03-06,30.522654552592765
2020-03-07,0.0
2020-03-08,53.41464546703734
2020-03-09,27.79741753896841
2020-03-10,0.0
2020-03-11,27.25237013624354
2020-03-12,45.23893442616428
2020-03-13,19.62170649809535
2020-03-14,54.50474027248708
2020-03-15,31.067701955317634
2020-03-16,9.265805846322804
2020-03-17,27.79741753896841
2020-03-18,19.07665909537048
2020-03-19,19.07665909537048
2020-03-20,27.79741753896841
2020-03-21,21.801896108994832
2020-03-22,41.42360260709018
2020-03-23,17.441516887195867
2020-03-24,27.25237013624354
2020-03-25,35.97312857984148
2020-03-26,28.342464941693283
2020-03-27,18.53161169264561
2020-03-28,31.067701955317634
2020-03-29,0.0
2020-03-30,8.720758443597934
2020-03-31,26.70732273351867
2020-04-01,8.720758443597934
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,31.612749358042507
2020-04-05,10.355900651772545
2020-04-06,9.265805846322804
2020-04-07,28.342464941693283
2020-04-08,0.0
2020-04-09,29.977607149867893
2020-04-10,10.900948054497416
2020-04-11,10.900948054497416
2020-04-12,10.355900651772545
2020-04-13,19.62170649809535
2020-04-14,0.0
2020-04-15,17.98656428992074
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,9.265805846322804
2020-04-23,9.265805846322804
2020-04-24,9.265805846322804
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,17.441516887195867
2020-04-29,0.0
2020-04-30,17.98656428992074
2020-05-01,0.0
2020-05-02,20.166753900820222
2020-05-03,0.0
2020-05-04,8.720758443597934
2020-05-05,0.0
2020-05-06,17.98656428992074
2020-05-07,18.53161169264561
2020-05-08,0.0
2020-05-09,10.900948054497416
2020-05-10,9.810853249047675
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,9.265805846322804
2020-05-14,9.265805846322804
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,9.810853249047675
2020-05-18,0.0
2020-05-19,9.265805846322804
2020-05-20,19.07665909537048
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,10.355900651772545
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,19.07665909537048
2020-05-27,9.265805846322804
2020-05-28,0.0
2020-05-29,9.810853249047675
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,9.265805846322804
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,9.810853249047675
2020-06-07,10.900948054497416
2020-06-08,9.265805846322804
2020-06-09,9.810853249047675
2020-06-10,20.166753900820222
2020-06-11,0.0
2020-06-12,10.900948054497416
2020-06-13,11.991042859947159
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,9.810853249047675
2020-06-18,10.355900651772545
2020-06-19,0.0
2020-06-20,11.445995457222288
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,10.355900651772545
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,0.0
2020-06-28,10.355900651772545
2020-06-29,0.0
2020-06-30,19.07665909537048
2020-07-01,0.0
2020-07-02,9.810853249047675
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,11.445995457222288
2020-07-12,11.445995457222288
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,10.355900651772545
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,11.445995457222288
2020-07-20,10.355900651772545
2020-07-21,10.355900651772545
2020-07-22,10.900948054497416
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,11.445995457222288
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,10.355900651772545
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-08,12.53609026267203
2020-08-09,0.0
2020-08-10,0.0
2020-08-11,10.355900651772545
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,10.355900651772545
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,9.810853249047675
2020-08-21,9.810853249047675
2020-08-22,22.346943511719704
2020-08-23,10.900948054497416
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,9.810853249047675
2020-08-28,9.810853249047675
2020-08-29,21.256848706269963
2020-08-30,0.0
2020-08-31,9.265805846322804
2020-09-01,9.810853249047675
2020-09-02,0.0
2020-09-03,9.265805846322804
2020-09-04,9.810853249047675
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,9.265805846322804
2020-09-08,9.265805846322804
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,9.810853249047675
2020-09-12,10.355900651772545
2020-09-13,21.256848706269963
2020-09-14,0.0
2020-09-15,9.810853249047675
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,10.900948054497416
2020-09-21,9.265805846322804
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,13.19580252500774
2020-10-02,13.928902665285948
2020-10-03,0.0
2020-10-04,13.928902665285948
2020-10-05,0.0
2020-10-06,25.658504909737275
2020-10-07,13.19580252500774
2020-10-08,0.0
2020-10-09,0.0
2020-10-10,0.0
2020-10-11,16.12820308612057
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,14.662002805564155
2020-10-17,0.0
2020-10-18,16.12820308612057
2020-10-19,0.0
2020-10-20,13.928902665285948
2020-10-21,0.0
2020-10-22,14.662002805564155
2020-10-23,0.0
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,13.928902665285948
2020-10-29,28.590905470850103
2020-10-30,0.0
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,27.12470519029369
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,13.19580252500774
2020-11-07,0.0
2020-11-08,30.05710575140652
2020-11-09,0.0
2020-11-10,13.928902665285948
2020-11-11,0.0
2020-11-12,13.928902665285948
2020-11-13,13.928902665285948
2020-11-14,0.0
2020-11-15,14.662002805564155
2020-11-16,13.19580252500774
2020-11-17,27.12470519029369
2020-11-18,0.0
2020-11-19,13.928902665285948
2020-11-20,13.928902665285948
2020-11-21,0.0
2020-11-22,14.662002805564155
2020-11-23,0.0
2020-11-24,0.0
2020-11-25,13.19580252500774
2020-11-26,13.19580252500774
2020-11-27,0.0
2020-11-28,14.662002805564155
2020-11-29,0.0
2020-11-30,13.19580252500774
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,0.0
2020-12-04,13.928902665285948
2020-12-05,0.0
2020-12-06,14.662002805564155
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,41.786707995857846
2020-12-11,0.0
2020-12-12,14.662002805564155
2020-12-13,0.0
2020-12-14,0.0
2020-12-15,27.12470519029369
2020-12-16,13.928902665285948
2020-12-17,13.928902665285948
2020-12-18,29.32400561112831
2020-12-19,45.452208697248885
2020-12-20,0.0
2020-12-21,13.928902665285948
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,31.523306031962935
2020-12-26,14.662002805564155
2020-12-27,0.0
2020-12-28,0.0
2020-12-29,0.0
2020-12-30,13.928902665285948
2020-12-31,0.0
2021-01-01,16.12820308612057
2021-01-02,14.662002805564155
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,13.928902665285948
2021-01-06,14.662002805564155
2021-01-07,27.12470519029369
2021-01-08,41.786707995857846
2021-01-09,30.790205891684728
2021-01-10,0.0
2021-01-11,13.928902665285948
2021-01-12,27.857805330571896
