date,/m/0cjf0
2020-02-01,30.13131702717412
2020-02-02,31.731825783813857
2020-02-03,31.175127085852207
2020-02-04,28.322046258798775
2020-02-05,19.623629103148048
2020-02-06,22.407122592956274
2020-02-07,25.260203420009713
2020-02-08,24.332338888186985
2020-02-09,34.03788850098675
2020-02-10,31.259285358049052
2020-02-11,33.960705080349605
2020-02-12,22.614742246687353
2020-02-13,25.547712230899357
2020-02-14,24.46714434197914
2020-02-15,25.702079072173674
2020-02-16,34.01482468201284
2020-02-17,32.90625414739795
2020-02-18,23.655783560897667
2020-02-19,24.78561202947786
2020-02-20,30.434754372378794
2020-02-21,24.008854957328975
2020-02-22,28.66939739022225
2020-02-23,28.033196632820374
2020-02-24,24.043991991176004
2020-02-25,26.349580264302467
2020-02-26,23.451126435229195
2020-02-27,26.108042445213027
2020-02-28,23.560916352997122
2020-02-29,37.537172884854236
2020-03-01,32.22334086488655
2020-03-02,31.663412284270137
2020-03-03,32.35508876620808
2020-03-04,36.64787455093402
2020-03-05,34.52892913801302
2020-03-06,33.63963080409282
2020-03-07,26.042168494552286
2020-03-08,27.10713069690116
2020-03-09,32.64054255240468
2020-03-10,35.98913504432645
2020-03-11,38.3386392845601
2020-03-12,48.735744497182765
2020-03-13,59.6378833315379
2020-03-14,66.29115234827431
2020-03-15,81.23356015648912
2020-03-16,91.2683586404777
2020-03-17,90.20339643812876
2020-03-18,100.0
2020-03-19,90.69148936170214
2020-03-20,78.36879432624114
2020-03-21,84.21985815602837
2020-03-22,82.53546099290779
2020-03-23,78.19148936170214
2020-03-24,80.88165097549064
2020-03-25,56.95639313079268
2020-03-26,51.376991354715045
2020-03-27,61.45091122818862
2020-03-28,72.997173237016
2020-03-29,64.00813704222418
2020-03-30,52.69435010740006
2020-03-31,58.78089792039097
2020-04-01,44.44567585866256
2020-04-02,36.94881487045442
2020-04-03,36.48026105869141
2020-04-04,33.80281070575993
2020-04-05,34.47217329399281
2020-04-06,33.86974696458322
2020-04-07,31.058424094005158
2020-04-08,34.50488745435194
2020-04-09,28.185920113313994
2020-04-10,28.269064420432912
2020-04-11,28.726358109586997
2020-04-12,29.142079645181585
2020-04-13,26.77246689229235
2020-04-14,25.10958074991395
2020-04-15,24.12760318422824
2020-04-16,25.591531735885745
2020-04-17,22.250510769020433
2020-04-18,22.59494592024367
2020-04-19,25.281540099784838
2020-04-20,25.76374931149735
2020-04-21,20.631665558271276
2020-04-22,24.607393352786083
2020-04-23,21.915321860858604
2020-04-24,20.78501872763379
2020-04-25,22.88863844780217
2020-04-26,21.50715684052742
2020-04-27,20.125675233252664
2020-04-28,19.18375595556534
2020-04-29,17.645287802009356
2020-04-30,17.760798497195776
2020-05-01,16.834034938825948
2020-05-02,21.624571477268443
2020-05-03,23.77359721413984
2020-05-04,20.818686825941672
2020-05-05,19.52031710991519
2020-05-06,16.431092613162562
2020-05-07,15.016691810986295
2020-05-08,19.120716521952662
2020-05-09,16.78597639927213
2020-05-10,27.010527971011022
2020-05-11,23.38765536685157
2020-05-12,17.4702967800578
2020-05-13,18.11436302079726
2020-05-14,23.726156089967482
2020-05-15,18.181267629055895
2020-05-16,22.79744693799213
2020-05-17,21.90660531696935
2020-05-18,22.513997331303063
2020-05-19,18.464717235744956
2020-05-20,19.234080453901004
2020-05-21,25.955885412527454
2020-05-22,18.574147605795527
2020-05-23,17.465877821069387
2020-05-24,15.391804829817401
2020-05-25,15.500966566199079
2020-05-26,20.777117157980467
2020-05-27,17.866137521135563
2020-05-28,17.97529925751724
2020-05-29,18.28377949759096
2020-05-30,14.402043339482788
2020-05-31,16.69551941922919
2020-06-01,17.928571075006833
2020-06-02,16.67085838611364
2020-06-03,15.63509499526042
2020-06-04,20.14806405540657
2020-06-05,13.267635816167363
2020-06-06,12.299621770988184
2020-06-07,15.492792807687037
2020-06-08,14.27071500351834
2020-06-09,19.39555740809674
2020-06-10,12.417887364939986
2020-06-11,15.92643331884367
2020-06-12,18.449432656482262
2020-06-13,17.901243536095134
2020-06-14,12.943184372669327
2020-06-15,16.189875402177297
2020-06-16,16.407774128989907
2020-06-17,17.497267763052985
2020-06-18,10.960305958674535
2020-06-19,12.943184372669327
2020-06-20,14.117772091570057
2020-06-21,13.277933961973694
2020-06-22,15.707111933702462
2020-06-23,14.197719795929245
2020-06-24,15.966538707382234
2020-06-25,19.173997000150305
2020-06-26,17.334425332239196
2020-06-27,17.806110375293326
2020-06-28,16.224186199420107
2020-06-29,22.17464837846752
2020-06-30,17.739718702774006
2020-07-01,20.4992305009833
2020-07-02,17.476908055325502
2020-07-03,15.50582819946172
2020-07-04,18.23248866673996
2020-07-05,15.841996890510137
2020-07-06,20.565596500898547
2020-07-07,14.737167536620396
2020-07-08,15.371348926515946
2020-07-09,16.24712322684789
2020-07-10,14.223782601943045
2020-07-11,15.069357788470448
2020-07-12,19.6130014629093
2020-07-13,15.71064988737077
2020-07-14,21.662316697071123
2020-07-15,20.130637738692357
2020-07-16,21.13716962562698
2020-07-17,26.826262899605254
2020-07-18,21.706078953024804
2020-07-19,20.568260298229152
2020-07-20,19.339502575753958
2020-07-21,21.895498471310404
2020-07-22,20.93224473145579
2020-07-23,24.229536379419624
2020-07-24,21.7102573674922
2020-07-25,24.26658460018326
2020-07-26,26.19309207989245
2020-07-27,23.905328450648515
2020-07-28,18.076468208963124
2020-07-29,18.948884628314623
2020-07-30,15.94777214574546
2020-07-31,20.693717467017635
2020-08-01,19.96088767476237
2020-08-02,20.100474301858604
2020-08-03,22.613033589590938
2020-08-04,19.948863113449917
