date,/g/11j2cc_qll
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.4893695760931514
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.4893695760931514
2020-02-13,0.0
2020-02-14,0.4893695760931514
2020-02-15,0.4893695760931514
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.4893695760931514
2020-02-23,1.4681087282794543
2020-02-24,0.9787391521863028
2020-02-25,1.4681087282794543
2020-02-26,1.9574783043726056
2020-02-27,0.9787391521863028
2020-02-28,0.9787391521863028
2020-02-29,3.9149566087452112
2020-03-01,3.42558703265206
2020-03-02,1.9574783043726056
2020-03-03,3.9149566087452112
2020-03-04,3.42558703265206
2020-03-05,4.893695760931514
2020-03-06,3.9149566087452112
2020-03-07,3.9149566087452112
2020-03-08,4.404326184838363
2020-03-09,5.383065337024666
2020-03-10,4.404326184838363
2020-03-11,3.42558703265206
2020-03-12,6.85117406530412
2020-03-13,14.191717706701391
2020-03-14,18.106674315446604
2020-03-15,17.1279351632603
2020-03-16,21.532261348098665
2020-03-17,25.936587532937025
2020-03-18,19.085413467632907
2020-03-19,17.61730473935345
2020-03-20,22.021630924191815
2020-03-21,18.106674315446604
2020-03-22,18.106674315446604
2020-03-23,23.00037007637812
2020-03-24,20.064152619819208
2020-03-25,21.532261348098665
2020-03-26,22.021630924191815
2020-03-27,22.021630924191815
2020-03-28,22.021630924191815
2020-03-29,20.064152619819208
2020-03-30,17.61730473935345
2020-03-31,16.63856558716715
2020-04-01,16.149196011073997
2020-04-02,15.659826434980845
2020-04-03,17.61730473935345
2020-04-04,16.149196011073997
2020-04-05,13.212978554515088
2020-04-06,17.61730473935345
2020-04-07,17.61730473935345
2020-04-08,17.61730473935345
2020-04-09,17.1279351632603
2020-04-10,15.170456858887695
2020-04-11,15.659826434980845
2020-04-12,12.723608978421938
2020-04-13,18.596043891539754
2020-04-14,18.106674315446604
2020-04-15,15.659826434980845
2020-04-16,13.70234813060824
2020-04-17,16.149196011073997
2020-04-18,13.70234813060824
2020-04-19,16.149196011073997
2020-04-20,15.170456858887695
2020-04-21,13.212978554515088
2020-04-22,12.234239402328786
2020-04-23,11.255500250142482
2020-04-24,16.63856558716715
2020-04-25,14.191717706701391
2020-04-26,14.681087282794543
2020-04-27,13.212978554515088
2020-04-28,20.064152619819208
2020-04-29,22.511000500284965
2020-04-30,20.55352219591236
2020-05-01,16.63856558716715
2020-05-02,16.149196011073997
2020-05-03,19.085413467632907
2020-05-04,18.106674315446604
2020-05-05,15.659826434980845
2020-05-06,13.212978554515088
2020-05-07,20.064152619819208
2020-05-08,14.681087282794543
2020-05-09,17.1279351632603
2020-05-10,14.191717706701391
2020-05-11,14.681087282794543
2020-05-12,15.170456858887695
2020-05-13,14.191717706701391
2020-05-14,15.659826434980845
2020-05-15,12.723608978421938
2020-05-16,13.212978554515088
2020-05-17,11.744869826235634
2020-05-18,14.191717706701391
2020-05-19,13.212978554515088
2020-05-20,9.787391521863029
2020-05-21,7.340543641397272
2020-05-22,11.255500250142482
2020-05-23,12.234239402328786
2020-05-24,8.808652369676725
2020-05-25,11.255500250142482
2020-05-26,10.27676109795618
2020-05-27,6.85117406530412
2020-05-28,15.170456858887695
2020-05-29,9.298021945769877
2020-05-30,8.319282793583575
2020-05-31,7.340543641397272
2020-06-01,10.27676109795618
2020-06-02,10.27676109795618
2020-06-03,10.27676109795618
2020-06-04,8.808652369676725
2020-06-05,7.8299132174904225
2020-06-06,8.319282793583575
2020-06-07,7.340543641397272
2020-06-08,7.8299132174904225
2020-06-09,6.85117406530412
2020-06-10,10.27676109795618
2020-06-11,6.361804489210969
2020-06-12,7.340543641397272
2020-06-13,9.298021945769877
2020-06-14,5.872434913117817
2020-06-15,6.361804489210969
2020-06-16,9.787391521863029
2020-06-17,4.893695760931514
2020-06-18,6.361804489210969
2020-06-19,6.361804489210969
2020-06-20,6.85117406530412
2020-06-21,7.340543641397272
2020-06-22,8.808652369676725
2020-06-23,5.383065337024666
2020-06-24,7.340543641397272
2020-06-25,8.319282793583575
2020-06-26,6.85117406530412
2020-06-27,7.340543641397272
2020-06-28,7.340543641397272
2020-06-29,9.298021945769877
2020-06-30,5.872434913117817
2020-07-01,6.85117406530412
2020-07-02,8.808652369676725
2020-07-03,8.319282793583575
2020-07-04,7.8299132174904225
2020-07-05,7.340543641397272
2020-07-06,6.361804489210969
2020-07-07,6.85117406530412
2020-07-08,9.298021945769877
2020-07-09,7.8299132174904225
2020-07-10,5.872434913117817
2020-07-11,6.361804489210969
2020-07-12,9.787391521863029
2020-07-13,9.298021945769877
2020-07-14,7.8299132174904225
2020-07-15,7.8299132174904225
2020-07-16,11.744869826235634
2020-07-17,14.681087282794543
2020-07-18,8.319282793583575
2020-07-19,14.681087282794543
2020-07-20,13.212978554515088
2020-07-21,12.723608978421938
2020-07-22,12.234239402328786
2020-07-23,9.787391521863029
2020-07-24,11.744869826235634
2020-07-25,10.27676109795618
2020-07-26,12.234239402328786
2020-07-27,10.27676109795618
2020-07-28,10.27676109795618
2020-07-29,12.234239402328786
2020-07-30,9.787391521863029
2020-07-31,12.723608978421938
2020-08-01,8.319282793583575
2020-08-02,11.744869826235634
2020-08-03,8.808652369676725
2020-08-04,9.787391521863029
2020-08-05,27.40469626121648
2020-08-06,9.298021945769877
