date,/m/0m7pl
2020-02-01,0.9323448007144215
2020-02-02,0.9195729541292927
2020-02-03,0.0
2020-02-04,0.21712139194719404
2020-02-05,1.4815342038749713
2020-02-06,1.8519177548437145
2020-02-07,1.7752866753329395
2020-02-08,5.032107554540851
2020-02-09,2.824492951752432
2020-02-10,1.7714589941304453
2020-02-11,1.0628753964782671
2020-02-12,2.539091224920304
2020-02-13,1.4171671953043559
2020-02-14,1.3581185621666747
2020-02-15,0.7774736696461401
2020-02-16,0.7679715907504209
2020-02-17,1.556983499055648
2020-02-18,0.8836933373018542
2020-02-19,1.3255400059527813
2020-02-20,2.630039694350758
2020-02-21,0.9152538136340634
2020-02-22,0.9783747662984815
2020-02-23,0.8286314804815998
2020-02-24,0.4036922597218054
2020-02-25,0.4036922597218054
2020-02-26,0.4036922597218054
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,5.354234181573412
2020-03-02,7.818881661980218
2020-03-03,7.818881661980218
2020-03-04,2.4646474804068075
2020-03-05,2.3159187531408802
2020-03-06,4.015675636180058
2020-03-07,4.844307116661658
2020-03-08,2.5283883635207767
2020-03-09,0.8286314804815988
2020-03-10,0.0
2020-03-11,0.8286314804815988
2020-03-12,0.8286314804815988
2020-03-13,2.358412675216859
2020-03-14,4.971788882889596
2020-03-15,7.755140778866247
2020-03-16,11.898298181274248
2020-03-17,11.919545142312236
2020-03-18,20.16806722689075
2020-03-19,20.84033613445378
2020-03-20,62.436974789915936
2020-03-21,100.0
2020-03-22,90.42016806722685
2020-03-23,76.05042016806719
2020-03-24,49.34706456312615
2020-03-25,38.185730585343016
2020-03-26,28.615372042650534
2020-03-27,28.328261286369752
2020-03-28,20.959085208496557
2020-03-29,20.04990114694076
2020-03-30,19.714938597946528
2020-03-31,24.010801776789734
2020-04-01,18.266165616140384
2020-04-02,16.83505577441999
2020-04-03,13.97283609097919
2020-04-04,12.984069291245094
2020-04-05,10.382051397207999
2020-04-06,6.661165808734957
2020-04-07,8.976961734427968
2020-04-08,7.478413816568454
2020-04-09,10.579829579961391
2020-04-10,6.5529913710399175
2020-04-11,7.103242554867694
2020-04-12,7.078231137420976
2020-04-13,6.327888614019461
2020-04-14,5.127340576577032
2020-04-15,5.254702636297284
2020-04-16,7.777099053310831
2020-04-17,4.422599247054441
2020-04-18,3.9386166879428224
2020-04-19,4.339153978242093
2020-04-20,5.407253419040147
2020-04-21,5.1402285588406365
2020-04-22,4.66370713412913
2020-04-23,4.38930858991349
2020-04-24,5.486635737391861
2020-04-25,3.0495487005503588
2020-04-26,2.909192902617079
2020-04-27,2.4498466548354347
2020-04-28,2.628481306750518
2020-04-29,1.952221553071987
2020-04-30,4.054547690696573
2020-05-01,2.765105897731874
2020-05-02,3.5203605560288427
2020-05-03,2.796314767909436
2020-05-04,3.4142503974251355
2020-05-05,2.1222031720741246
2020-05-06,2.1346867201451496
2020-05-07,1.9633999289465263
2020-05-08,3.4379311820260825
2020-05-09,2.1646233368312373
2020-05-10,3.705325829517
2020-05-11,3.2469350052468555
2020-05-12,5.908148401704081
2020-05-13,2.7248787887169694
2020-05-14,3.6705907689899084
2020-05-15,2.4410500860282878
2020-05-16,4.418437027224386
2020-05-17,4.336614119312824
2020-05-18,4.52753423777314
2020-05-19,2.604695901851413
2020-05-20,2.563784447895631
2020-05-21,3.8184023692062605
2020-05-22,1.6512018818995922
2020-05-23,2.679213192985158
2020-05-24,2.268605807087049
2020-05-25,2.0633021141379952
2020-05-26,3.356715379717036
2020-05-27,1.591103620355171
2020-05-28,2.268605807087049
2020-05-29,2.069664792028029
2020-05-30,0.9360452693546739
2020-05-31,2.6298414710440827
2020-06-01,3.7107508892274566
2020-06-02,1.8275169544543628
2020-06-03,1.4709282804144879
2020-06-04,1.7495131820081407
2020-06-05,2.1283886481755077
2020-06-06,1.271979264831949
2020-06-07,1.0556116579275454
2020-06-08,2.4128266466915322
2020-06-09,0.8130176744286685
2020-06-10,0.780234703685577
2020-06-11,0.7343385446452488
2020-06-12,1.0293852813330728
2020-06-13,1.6743604543534738
2020-06-14,1.6097660914496135
2020-06-15,1.1572511993831325
2020-06-16,1.016303937919802
2020-06-17,1.9435885528101327
2020-06-18,2.781853844670992
2020-06-19,1.928751998971888
2020-06-20,1.0785909701942926
2020-06-21,2.621283474500173
2020-06-22,1.347388701845884
2020-06-23,1.6536134068108566
2020-06-24,1.2616457844556908
2020-06-25,1.8128502533926432
2020-06-26,2.5845365099043764
2020-06-27,0.8451801857033269
2020-06-28,2.0503445245765892
2020-06-29,0.7577360199522178
2020-06-30,1.0028859087602882
2020-07-01,0.9471700249402722
2020-07-02,2.1617762922166213
2020-07-03,0.8691677875922498
2020-07-04,1.3594675652083905
2020-07-05,2.779937399633092
2020-07-06,2.1176631654423748
2020-07-07,2.313413542079905
2020-07-08,1.4236391028184032
2020-07-09,2.7227097841401955
2020-07-10,1.7795488785230038
2020-07-11,2.1354586542276044
2020-07-12,2.860496771176398
2020-07-13,0.8155161027487963
2020-07-14,1.201813204050858
2020-07-15,1.6138634454397234
2020-07-16,1.42500708480316
2020-07-17,2.6439890489118882
2020-07-18,2.789923509403779
2020-07-19,0.5837378419675595
2020-07-20,1.7230570104130363
2020-07-21,0.9902785178115384
2020-07-22,1.1975461145627906
2020-07-23,2.1763097658881483
2020-07-24,1.5890515750929337
2020-07-25,0.9787636513253575
2020-07-26,0.6333176567399373
2020-07-27,2.9712631465651196
2020-07-28,2.113494674979066
2020-07-29,1.4282600733256965
2020-07-30,1.560353490511888
