date,/m/0g9pc
2020-01-01,2.9
2020-01-02,2.0
2020-01-03,4.6
2020-01-04,2.9
2020-01-05,1.8
2020-01-06,3.3
2020-01-07,2.7
2020-01-08,2.1
2020-01-09,3.9
2020-01-10,2.0
2020-01-11,1.8
2020-01-12,2.0
2020-01-13,2.8
2020-01-14,4.0
2020-01-15,3.1
2020-01-16,3.1
2020-01-17,2.8
2020-01-18,2.1
2020-01-19,4.0
2020-01-20,6.6
2020-01-21,7.0
2020-01-22,10.6
2020-01-23,16.0
2020-01-24,25.0
2020-01-25,14.4
2020-01-26,17.1
2020-01-27,16.5
2020-01-28,24.0
2020-01-29,36.2
2020-01-30,30.9
2020-01-31,27.6
2020-02-01,19.2
2020-02-02,17.3
2020-02-03,17.8
2020-02-04,16.7
2020-02-05,17.9
2020-02-06,13.0
2020-02-07,11.1
2020-02-08,13.3
2020-02-09,11.8
2020-02-10,10.1
2020-02-11,13.5
2020-02-12,22.4
2020-02-13,18.2
2020-02-14,12.4
2020-02-15,14.2
2020-02-16,11.5
2020-02-17,18.5
2020-02-18,13.3
2020-02-19,10.4
2020-02-20,6.8
2020-02-21,9.5
2020-02-22,13.8
2020-02-23,16.4
2020-02-24,24.4
2020-02-25,32.6
2020-02-26,52.4
2020-02-27,37.8
2020-02-28,27.2
2020-02-29,22.7
2020-03-01,30.9
2020-03-02,26.7
2020-03-03,21.3
2020-03-04,25.3
2020-03-05,26.4
2020-03-06,24.0
2020-03-07,19.4
2020-03-08,30.9
2020-03-09,42.0
2020-03-10,43.5
2020-03-11,49.6
2020-03-12,100.0
2020-03-13,90.3
2020-03-14,67.3
2020-03-15,56.8
2020-03-16,59.1
2020-03-17,51.6
2020-03-18,38.1
2020-03-19,36.7
2020-03-20,29.2
2020-03-21,44.9
2020-03-22,34.1
2020-03-23,30.5
2020-03-24,30.8
2020-03-25,33.3
2020-03-26,26.5
2020-03-27,27.9
2020-03-28,29.9
2020-03-29,23.9
2020-03-30,22.4
2020-03-31,21.5
2020-04-01,16.8
2020-04-02,17.9
2020-04-03,19.7
2020-04-04,21.1
2020-04-05,16.8
2020-04-06,18.3
2020-04-07,15.5
2020-04-08,13.0
2020-04-09,10.4
2020-04-10,12.2
2020-04-11,11.7
2020-04-12,12.5
2020-04-13,11.6
2020-04-14,12.0
2020-04-15,9.7
2020-04-16,9.9
2020-04-17,10.3
2020-04-18,9.1
2020-04-19,12.1
2020-04-20,13.5
2020-04-21,8.6
2020-04-22,9.9
2020-04-23,10.3
2020-04-24,7.9
2020-04-25,7.8
2020-04-26,8.3
2020-04-27,7.0
2020-04-28,7.5
2020-04-29,6.4
2020-04-30,5.4
2020-05-01,8.6
2020-05-02,4.8
2020-05-03,6.5
2020-05-04,9.2
2020-05-05,6.4
2020-05-06,5.6
2020-05-07,7.2
2020-05-08,4.5
2020-05-09,7.2
2020-05-10,6.3
2020-05-11,6.4
2020-05-12,5.6
2020-05-13,6.6
2020-05-14,5.7
2020-05-15,6.4
2020-05-16,5.5
2020-05-17,6.4
2020-05-18,5.4
2020-05-19,5.5
2020-05-20,5.2
2020-05-21,3.9
2020-05-22,3.7
2020-05-23,2.2
2020-05-24,7.5
2020-05-25,3.5
2020-05-26,5.7
2020-05-27,3.9
2020-05-28,3.2
2020-05-29,2.8
2020-05-30,5.0
2020-05-31,4.3
2020-06-01,5.0
2020-06-02,6.0
2020-06-03,4.4
2020-06-04,4.4
2020-06-05,3.5
2020-06-06,3.4
2020-06-07,2.0
2020-06-08,4.3
2020-06-09,2.1
2020-06-10,3.3
2020-06-11,1.8
2020-06-12,3.8
2020-06-13,3.0
2020-06-14,3.9
2020-06-15,3.8
2020-06-16,3.5
2020-06-17,2.4
2020-06-18,2.6
2020-06-19,2.3
2020-06-20,2.5
2020-06-21,4.0
2020-06-22,2.6
2020-06-23,2.8
2020-06-24,3.9
2020-06-25,3.5
2020-06-26,3.7
2020-06-27,2.5
2020-06-28,1.5
2020-06-29,2.3
2020-06-30,7.2
2020-07-01,4.4
2020-07-02,4.1
2020-07-03,5.0
2020-07-04,3.7
2020-07-05,3.1
2020-07-06,4.0
2020-07-07,3.0
2020-07-08,3.7
2020-07-09,2.9
2020-07-10,6.4
2020-07-11,1.4
2020-07-12,0.9
2020-07-13,1.9
2020-07-14,2.7
2020-07-15,1.5
2020-07-16,2.9
2020-07-17,1.4
2020-07-18,2.8
2020-07-19,2.6
2020-07-20,2.5
2020-07-21,2.0
2020-07-22,2.9
2020-07-23,1.9
2020-07-24,2.4
2020-07-25,2.6
2020-07-26,2.8
2020-07-27,2.7
2020-07-28,2.3
2020-07-29,2.5
2020-07-30,4.4
2020-07-31,1.9
2020-08-01,3.7
2020-08-02,3.1
2020-08-03,4.2
2020-08-04,3.4
2020-08-05,3.4
2020-08-06,4.0
2020-08-07,3.0
2020-08-08,2.4
2020-08-09,3.7
2020-08-10,4.1
2020-08-11,5.3
