date,/g/121j1nlf
2020-02-01,2.1101032414437855
2020-02-02,0.9891108944267746
2020-02-03,1.7803996099681942
2020-02-04,6.000606092855765
2020-02-05,1.9782217888535492
2020-02-06,2.1101032414437855
2020-02-07,2.1101032414437855
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.9891108944267746
2020-02-13,1.9782217888535492
2020-02-14,1.0550516207218927
2020-02-15,3.297036314755915
2020-02-16,2.0441625151486673
2020-02-17,1.9782217888535492
2020-02-18,0.0
2020-02-19,1.9782217888535492
2020-02-20,2.0441625151486673
2020-02-21,0.0
2020-02-22,1.1209923470170111
2020-02-23,2.1101032414437855
2020-02-24,3.0992141358705605
2020-02-25,1.0550516207218927
2020-02-26,0.9891108944267746
2020-02-27,0.9891108944267746
2020-02-28,0.9891108944267746
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,1.9122810625584308
2020-03-03,1.9122810625584308
2020-03-04,0.0
2020-03-05,2.901391956985205
2020-03-06,0.9891108944267746
2020-03-07,1.0550516207218927
2020-03-08,0.0
2020-03-09,0.9231701681316562
2020-03-10,2.835451230690087
2020-03-11,1.8463403362633124
2020-03-12,1.9122810625584308
2020-03-13,2.0441625151486673
2020-03-14,0.9891108944267746
2020-03-15,1.8463403362633124
2020-03-16,0.7912887155414197
2020-03-17,0.8572294418365379
2020-03-18,4.2861472091826895
2020-03-19,1.7803996099681942
2020-03-20,0.7912887155414197
2020-03-21,0.0
2020-03-22,1.8463403362633124
2020-03-23,0.0
2020-03-24,1.6485181573779575
2020-03-25,4.154265756592453
2020-03-26,1.7144588836730759
2020-03-27,1.5825774310828393
2020-03-28,4.615850840658281
2020-03-29,3.5607992199363885
2020-03-30,3.1651548621656787
2020-03-31,3.8905028514119797
2020-04-01,1.6485181573779575
2020-04-02,0.7912887155414197
2020-04-03,3.2310955884607964
2020-04-04,1.9122810625584308
2020-04-05,0.9891108944267746
2020-04-06,0.7253479892463013
2020-04-07,2.373866146624259
2020-04-08,0.8572294418365379
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,1.8463403362633124
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,2.439806872919377
2020-04-15,2.571688325509614
2020-04-16,1.7803996099681942
2020-04-17,2.5057475992144953
2020-04-18,0.0
2020-04-19,1.8463403362633124
2020-04-20,0.0
