date,/m/02gy9_
2020-02-01,0.0
2020-02-02,47.11689075971528
2020-02-03,42.208881305578274
2020-02-04,47.11689075971528
2020-02-05,15.705630253238429
2020-02-06,16.68723214406583
2020-02-07,49.08009454137009
2020-02-08,15.705630253238429
2020-02-09,59.877715340471504
2020-02-10,14.724028362411026
2020-02-11,30.429658615649455
2020-02-12,46.13528886888788
2020-02-13,0.0
2020-02-14,15.705630253238429
2020-02-15,34.35606617895906
2020-02-16,15.705630253238429
2020-02-17,31.411260506476857
2020-02-18,14.724028362411026
2020-02-19,15.705630253238429
2020-02-20,0.0
2020-02-21,16.68723214406583
2020-02-22,53.988103995507096
2020-02-23,50.06169643219749
2020-02-24,61.84091912212631
2020-02-25,15.705630253238429
2020-02-26,14.724028362411026
2020-02-27,30.429658615649455
2020-02-28,60.85931723129891
2020-02-29,32.39286239730426
2020-03-01,14.724028362411026
2020-03-02,14.724028362411026
2020-03-03,14.724028362411026
2020-03-04,28.46645483399465
2020-03-05,58.896113449644105
2020-03-06,14.724028362411026
2020-03-07,16.68723214406583
2020-03-08,14.724028362411026
2020-03-09,14.724028362411026
2020-03-10,29.448056724822052
2020-03-11,57.9145115588167
2020-03-12,28.46645483399465
2020-03-13,48.09849265054268
2020-03-14,63.80412290378111
2020-03-15,98.16018908274017
2020-03-16,37.30087185144127
2020-03-17,37.30087185144127
2020-03-18,13.742426471583626
2020-03-19,13.742426471583626
2020-03-20,40.24567752392347
2020-03-21,72.63853992122772
2020-03-22,42.208881305578274
2020-03-23,47.11689075971528
2020-03-24,51.04329832302489
2020-03-25,61.84091912212631
2020-03-26,62.822521012953715
2020-03-27,97.17858719191278
2020-03-28,43.19048319640568
2020-03-29,97.17858719191278
2020-03-30,48.09849265054268
2020-03-31,48.09849265054268
2020-04-01,12.760824580756223
2020-04-02,73.62014181205512
2020-04-03,37.30087185144127
2020-04-04,59.877715340471504
2020-04-05,75.58334559370994
2020-04-06,22.57684348903024
2020-04-07,35.33766806978646
2020-04-08,88.34417017446616
2020-04-09,51.04329832302489
2020-04-10,65.76732668543592
2020-04-11,56.9329096679893
2020-04-12,72.63853992122772
2020-04-13,26.503251052339845
2020-04-14,12.760824580756223
2020-04-15,26.503251052339845
2020-04-16,39.26407563309607
2020-04-17,26.503251052339845
2020-04-18,14.724028362411026
2020-04-19,26.503251052339845
2020-04-20,24.540047270685044
2020-04-21,52.02490021385229
2020-04-22,13.742426471583626
2020-04-23,25.521649161512446
2020-04-24,40.24567752392347
2020-04-25,43.19048319640568
2020-04-26,29.448056724822052
2020-04-27,0.0
2020-04-28,23.55844537985764
2020-04-29,57.9145115588167
2020-04-30,66.74892857626332
2020-05-01,0.0
2020-05-02,12.760824580756223
2020-05-03,53.00650210467969
2020-05-04,23.55844537985764
2020-05-05,21.59524159820284
2020-05-06,0.0
2020-05-07,61.84091912212631
2020-05-08,25.521649161512446
2020-05-09,26.503251052339845
2020-05-10,39.26407563309607
2020-05-11,72.63853992122772
2020-05-12,39.26407563309607
2020-05-13,40.24567752392347
2020-05-14,26.503251052339845
2020-05-15,0.0
2020-05-16,34.35606617895906
2020-05-17,52.02490021385229
2020-05-18,13.742426471583626
2020-05-19,54.9697058863345
2020-05-20,0.0
2020-05-21,15.705630253238429
2020-05-22,42.208881305578274
2020-05-23,32.39286239730426
2020-05-24,66.74892857626332
2020-05-25,26.503251052339845
2020-05-26,26.503251052339845
2020-05-27,13.742426471583626
2020-05-28,12.760824580756223
2020-05-29,13.742426471583626
2020-05-30,16.68723214406583
2020-05-31,33.37446428813166
2020-06-01,55.9513077771619
2020-06-02,12.760824580756223
2020-06-03,36.31926996061386
2020-06-04,36.31926996061386
2020-06-05,0.0
2020-06-06,15.705630253238429
2020-06-07,47.11689075971528
2020-06-08,35.33766806978646
2020-06-09,12.760824580756223
2020-06-10,12.760824580756223
2020-06-11,38.28247374226867
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,14.724028362411026
2020-06-15,0.0
2020-06-16,50.06169643219749
2020-06-17,53.00650210467969
2020-06-18,13.742426471583626
2020-06-19,28.46645483399465
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,14.724028362411026
2020-06-23,29.448056724822052
2020-06-24,57.9145115588167
2020-06-25,0.0
2020-06-26,14.724028362411026
2020-06-27,30.429658615649455
2020-06-28,27.48485294316725
2020-06-29,27.48485294316725
2020-06-30,0.0
2020-07-01,26.503251052339845
2020-07-02,13.742426471583626
2020-07-03,0.0
2020-07-04,32.39286239730426
2020-07-05,0.0
2020-07-06,28.46645483399465
2020-07-07,29.448056724822052
2020-07-08,0.0
2020-07-09,45.15368697806048
2020-07-10,31.411260506476857
2020-07-11,0.0
2020-07-12,39.26407563309607
2020-07-13,32.39286239730426
2020-07-14,48.09849265054268
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,16.68723214406583
2020-07-18,0.0
2020-07-19,18.650435925720636
2020-07-20,46.13528886888788
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-25,16.68723214406583
2020-07-26,0.0
2020-07-27,14.724028362411026
2020-07-28,30.429658615649455
2020-07-29,32.39286239730426
2020-07-30,48.09849265054268
2020-07-31,0.0
2020-08-01,71.65693803040033
2020-08-02,17.66883403489323
2020-08-03,15.705630253238429
2020-08-04,0.0
2020-08-05,48.09849265054268
2020-08-06,16.68723214406583
2020-08-07,32.39286239730426
2020-08-08,18.650435925720636
2020-08-09,17.66883403489323
2020-08-10,30.429658615649455
2020-08-11,0.0
2020-08-12,14.724028362411026
