date,/m/0b76bty
2020-02-01,18.945119894804744
2020-02-02,21.04374470864503
2020-02-03,17.13397793217546
2020-02-04,14.402890845670983
2020-02-05,19.63507873771114
2020-02-06,13.597938862280188
2020-02-07,17.076481361933258
2020-02-08,19.069910683167794
2020-02-09,18.27170535120104
2020-02-10,10.76725493910061
2020-02-11,14.542785891772246
2020-02-12,16.640303087700943
2020-02-13,21.627732864686944
2020-02-14,14.169893945829381
2020-02-15,17.759701414863176
2020-02-16,18.044765544343278
2020-02-17,13.59340428274136
2020-02-18,20.15078592617645
2020-02-19,19.097775735259855
2020-02-20,18.666998838975804
2020-02-21,14.550686274483702
2020-02-22,14.263501676960995
2020-02-23,18.26447916034367
2020-02-24,18.79703972941991
2020-02-25,22.369695228748096
2020-02-26,26.642672402660505
2020-02-27,25.74950852782846
2020-02-28,26.41938143395249
2020-02-29,31.75806550397132
2020-03-01,36.20358569915812
2020-03-02,33.30080310595395
2020-03-03,31.38253069296241
2020-03-04,23.841385704323635
2020-03-05,25.170981927084966
2020-03-06,24.227070104819298
2020-03-07,21.61862560673024
2020-03-08,21.040099005986757
2020-03-09,22.83657634513757
2020-03-10,31.879860577812064
2020-03-11,41.227632495088386
2020-03-12,43.04440901321264
2020-03-13,47.24633906071796
2020-03-14,51.5802137715507
2020-03-15,57.345180600012114
2020-03-16,63.13044660744698
2020-03-17,66.96699143343011
2020-03-18,79.55418402143802
2020-03-19,80.10953609139568
2020-03-20,84.13583859858898
2020-03-21,75.38904349675543
2020-03-22,66.36457235994307
2020-03-23,61.92175580028162
2020-03-24,69.53847317492794
2020-03-25,52.20981549663758
2020-03-26,47.495811712443746
2020-03-27,63.50563588517764
2020-03-28,59.770010244873006
2020-03-29,44.82750768365478
2020-03-30,45.98377276279667
2020-03-31,39.28318850713235
2020-04-01,32.605815507568025
2020-04-02,39.50319955724587
2020-04-03,34.48692024838927
2020-04-04,29.242628243675508
2020-04-05,35.797993249567696
2020-04-06,24.055339412926063
2020-04-07,29.698653635389753
2020-04-08,21.203144887070504
2020-04-09,29.854028000995264
2020-04-10,21.59893692496247
2020-04-11,24.42602290990522
2020-04-12,22.051270682553312
2020-04-13,15.718598076281591
2020-04-14,18.54568406122433
2020-04-15,23.521355394723535
2020-04-16,21.542395205263627
2020-04-17,18.658767500622044
2020-04-18,22.616687879541885
2020-04-19,19.619976735502565
2020-04-20,27.818526091836485
2020-04-21,21.768562084059038
2020-04-22,17.85704506896426
2020-04-23,14.747803906947022
2020-04-24,17.92943672951174
2020-04-25,17.068524318700106
2020-04-26,16.43219775418717
2020-04-27,17.367972113765028
2020-04-28,16.394766779804062
2020-04-29,12.876255187791314
2020-04-30,15.235673757341328
2020-05-01,9.955346307739614
2020-05-02,14.744675072003531
2020-05-03,14.825394096120341
2020-05-04,16.60121262669011
2020-05-05,13.291732637901001
2020-05-06,14.421798975536316
2020-05-07,10.259673986868018
2020-05-08,14.89872929868934
2020-05-09,13.972191406979803
2020-05-10,15.751144159062115
2020-05-11,15.677021127725352
2020-05-12,12.119115623560727
2020-05-13,15.602898096388582
2020-05-14,14.968800420779932
2020-05-15,16.11010747856528
2020-05-16,16.801952585006738
2020-05-17,17.987972767477796
2020-05-18,14.792307275819645
2020-05-19,14.001627154172272
2020-05-20,12.848551976769853
2020-05-21,17.296127661036333
2020-05-22,13.23893918089592
2020-05-23,12.081815668383738
2020-05-24,21.42588000304504
2020-05-25,13.807789335295698
2020-05-26,11.48665233496582
2020-05-27,16.843122335727074
2020-05-28,14.40295266871362
2020-05-29,16.3330858994296
2020-05-30,13.719909616590034
2020-05-31,16.07973407064353
2020-06-01,12.896715039594637
2020-06-02,9.164899623882148
2020-06-03,13.116233593460073
2020-06-04,15.421178409047197
2020-06-05,11.469844439469275
2020-06-06,8.15426582241777
2020-06-07,9.976281262591703
2020-06-08,8.900993461833316
2020-06-09,9.528244678942373
2020-06-10,14.844945471581065
2020-06-11,11.559343858152658
2020-06-12,11.40999833026955
2020-06-13,11.22804139489131
2020-06-14,8.758936804511219
2020-06-15,11.374164381213626
2020-06-16,10.959048892848163
2020-06-17,12.827068590492738
2020-06-18,12.453464650963824
2020-06-19,14.196949702098756
2020-06-20,15.148344887346893
2020-06-21,13.106283091468889
2020-06-22,14.17764138232465
2020-06-23,13.677674179925287
2020-06-24,11.42782176912818
2020-06-25,11.927788971527542
2020-06-26,14.749032470781055
2020-06-27,11.463533712156709
2020-06-28,7.668996307143188
2020-06-29,15.512287984903265
2020-06-30,17.51668474699752
2020-07-01,12.723562055033016
2020-07-02,14.858680345089917
2020-07-03,17.298815533726394
2020-07-04,13.682186593425914
2020-07-05,16.400410402659478
2020-07-06,19.5932615418929
2020-07-07,25.179425470858117
2020-07-08,18.175876664394263
2020-07-09,28.597824293060704
2020-07-10,20.010139447039563
2020-07-11,26.930312672474077
2020-07-12,27.380367540938483
2020-07-13,19.746296467269033
2020-07-14,23.412717561987403
2020-07-15,25.979212328290288
2020-07-16,25.29830555355686
2020-07-17,25.403060441977395
2020-07-18,18.279728029381676
2020-07-19,23.98886944830031
2020-07-20,27.900702254954346
2020-07-21,28.57217054555885
2020-07-22,34.61431413763043
2020-07-23,24.88543886226093
2020-07-24,38.915501101478
2020-07-25,24.0661651548614
2020-07-26,32.87335750940642
2020-07-27,23.74085388332224
2020-07-28,19.694113991054884
2020-07-29,31.25016434944248
2020-07-30,24.90247471596197
2020-07-31,23.32911574697962
2020-08-01,27.83217762372219
2020-08-02,27.72367010861997
2020-08-03,24.142922110246346
2020-08-04,24.485333528879814
