date,/m/0m7pl
2020-01-01,0.9
2020-01-02,0.5
2020-01-03,0.3
2020-01-04,0.3
2020-01-05,2.9
2020-01-06,1.0
2020-01-07,0.4
2020-01-08,0.0
2020-01-09,0.4
2020-01-10,1.2
2020-01-11,1.0
2020-01-12,0.5
2020-01-13,2.0
2020-01-14,0.5
2020-01-15,0.0
2020-01-16,0.2
2020-01-17,1.6
2020-01-18,0.5
2020-01-19,0.0
2020-01-20,1.2
2020-01-21,1.8
2020-01-22,0.7
2020-01-23,0.4
2020-01-24,1.6
2020-01-25,0.3
2020-01-26,1.6
2020-01-27,2.0
2020-01-28,0.6
2020-01-29,0.8
2020-01-30,1.1
2020-01-31,0.4
2020-02-01,0.4
2020-02-02,0.3
2020-02-03,0.0
2020-02-04,1.1
2020-02-05,1.4
2020-02-06,0.2
2020-02-07,0.1
2020-02-08,1.8
2020-02-09,1.2
2020-02-10,0.8
2020-02-11,0.0
2020-02-12,0.7
2020-02-13,1.0
2020-02-14,1.7
2020-02-15,0.0
2020-02-16,1.2
2020-02-17,1.3
2020-02-18,1.2
2020-02-19,0.3
2020-02-20,0.0
2020-02-21,1.5
2020-02-22,0.6
2020-02-23,0.0
2020-02-24,0.3
2020-02-25,0.8
2020-02-26,1.6
2020-02-27,2.1
2020-02-28,1.4
2020-02-29,1.1
2020-03-01,1.1
2020-03-02,0.7
2020-03-03,0.5
2020-03-04,0.5
2020-03-05,0.5
2020-03-06,0.3
2020-03-07,0.7
2020-03-08,1.6
2020-03-09,1.2
2020-03-10,0.9
2020-03-11,1.3
2020-03-12,1.3
2020-03-13,3.2
2020-03-14,3.7
2020-03-15,5.0
2020-03-16,3.6
2020-03-17,4.5
2020-03-18,6.1
2020-03-19,4.7
2020-03-20,10.0
2020-03-21,43.9
2020-03-22,42.4
2020-03-23,45.3
2020-03-24,27.6
2020-03-25,28.6
2020-03-26,30.2
2020-03-27,23.4
2020-03-28,29.4
2020-03-29,39.6
2020-03-30,29.2
2020-03-31,22.4
2020-04-01,22.7
2020-04-02,18.5
2020-04-03,16.2
2020-04-04,18.0
2020-04-05,14.2
2020-04-06,11.6
2020-04-07,8.4
2020-04-08,10.4
2020-04-09,9.1
2020-04-10,7.3
2020-04-11,7.8
2020-04-12,7.5
2020-04-13,7.1
2020-04-14,7.2
2020-04-15,5.4
2020-04-16,6.3
2020-04-17,7.5
2020-04-18,5.5
2020-04-19,7.1
2020-04-20,4.8
2020-04-21,5.2
2020-04-22,7.8
2020-04-23,3.0
2020-04-24,6.4
2020-04-25,4.9
2020-04-26,5.4
2020-04-27,3.1
2020-04-28,4.8
2020-04-29,3.5
2020-04-30,3.9
2020-05-01,2.8
2020-05-02,4.4
2020-05-03,11.9
2020-05-04,3.4
2020-05-05,1.0
2020-05-06,4.9
2020-05-07,1.9
2020-05-08,5.3
2020-05-09,4.1
2020-05-10,3.2
2020-05-11,3.5
2020-05-12,2.6
2020-05-13,4.2
2020-05-14,6.5
2020-05-15,4.0
2020-05-16,2.1
2020-05-17,2.9
2020-05-18,100.0
2020-05-19,17.9
2020-05-20,5.6
2020-05-21,4.6
2020-05-22,7.0
2020-05-23,4.4
2020-05-24,2.5
2020-05-25,2.7
2020-05-26,4.4
2020-05-27,4.0
2020-05-28,2.9
2020-05-29,4.0
2020-05-30,2.5
2020-05-31,2.8
2020-06-01,2.8
2020-06-02,2.4
2020-06-03,5.5
2020-06-04,1.5
2020-06-05,3.3
2020-06-06,2.2
2020-06-07,2.8
2020-06-08,3.9
2020-06-09,4.1
2020-06-10,3.8
2020-06-11,2.4
2020-06-12,2.1
2020-06-13,3.2
2020-06-14,1.4
2020-06-15,2.9
2020-06-16,3.0
2020-06-17,3.0
2020-06-18,2.3
2020-06-19,2.5
2020-06-20,2.4
2020-06-21,1.6
2020-06-22,2.8
2020-06-23,2.4
2020-06-24,2.5
2020-06-25,0.3
2020-06-26,8.1
2020-06-27,5.0
2020-06-28,4.5
2020-06-29,3.0
2020-06-30,1.2
2020-07-01,1.9
2020-07-02,1.1
2020-07-03,1.1
2020-07-04,3.5
2020-07-05,2.3
2020-07-06,0.9
2020-07-07,3.5
2020-07-08,2.4
2020-07-09,0.9
2020-07-10,1.8
2020-07-11,0.6
2020-07-12,3.0
2020-07-13,1.4
2020-07-14,3.5
2020-07-15,2.0
2020-07-16,2.3
2020-07-17,2.3
2020-07-18,2.6
2020-07-19,3.0
2020-07-20,2.0
2020-07-21,1.8
2020-07-22,1.5
2020-07-23,2.2
2020-07-24,1.1
2020-07-25,1.0
2020-07-26,2.1
2020-07-27,0.9
2020-07-28,1.8
2020-07-29,2.6
2020-07-30,1.6
2020-07-31,0.8
2020-08-01,1.5
2020-08-02,1.3
2020-08-03,2.3
2020-08-04,2.8
2020-08-05,1.2
2020-08-06,2.8
2020-08-07,1.8
2020-08-08,2.5
2020-08-09,1.6
2020-08-10,2.0
2020-08-11,1.6
2020-08-12,3.6
2020-08-13,0.8
2020-08-14,1.3
2020-08-15,0.5
2020-08-16,0.9
2020-08-17,1.9
2020-08-18,2.9
2020-08-19,3.5
2020-08-20,4.6
2020-08-21,2.0
2020-08-22,0.9
2020-08-23,1.5
2020-08-24,3.9
2020-08-25,3.0
2020-08-26,0.3
2020-08-27,2.1
2020-08-28,2.2
2020-08-29,2.1
2020-08-30,1.7
2020-08-31,2.0
2020-09-01,1.9
2020-09-02,1.6
2020-09-03,2.1
2020-09-04,2.8
2020-09-05,2.4
2020-09-06,1.0
2020-09-07,1.4
2020-09-08,4.2
2020-09-09,1.0
2020-09-10,4.1
2020-09-11,4.0
2020-09-12,3.2
2020-09-13,5.1
2020-09-14,3.8
2020-09-15,4.0
2020-09-16,5.3
2020-09-17,3.7
2020-09-18,5.1
2020-09-19,2.9
2020-09-20,2.6
2020-09-21,3.6
2020-09-22,3.406199395556346
2020-09-23,4.932353670188735
2020-09-24,3.7379720639546914
2020-09-25,4.744349158096339
2020-09-26,4.711171891256504
2020-09-27,3.5167902850224606
2020-09-28,4.943412759135347
2020-09-29,4.047626554459814
2020-09-30,2.432999568254533
2020-10-01,2.3002905008951946
2020-10-02,5.562721740145591
2020-10-03,5.883435319597324
2020-10-04,6.027203475903274
2020-10-05,5.7949626080244325
2020-10-06,6.4253306779812895
2020-10-07,4.777526424936173
2020-10-08,6.115676187476168
2020-10-09,4.213512888658986
2020-10-10,5.606958095932037
2020-10-11,6.558039745340627
2020-10-12,4.799644602829397
2020-10-13,5.363658139106584
2020-10-14,5.695430807504929
2020-10-15,4.346221956018324
2020-10-16,4.843880958615843
2020-10-17,6.071439831689721
2020-10-18,4.589521912843778
2020-10-19,5.009767292815016
2020-10-20,4.478931023377663
2020-10-21,5.0318854707082386
2020-10-22,5.662253540665095
2020-10-23,4.666935535470058
2020-10-24,6.259444343782117
2020-10-25,3.4614948402894035
2020-10-26,5.197771804907411
2020-10-27,6.458507944821124
2020-10-28,6.060380742743108
2020-10-29,3.7269129750080805
2020-10-30,6.50274430060757
2020-10-31,3.616322085541965
2020-11-01,4.445753756537829
2020-11-02,3.2071357945173395
2020-11-03,4.8991764033489
2020-11-04,4.711171891256504
2020-11-05,3.3730221287165114
2020-11-06,2.200758700375691
2020-11-07,3.7379720639546914
2020-11-08,7.122053281617815
2020-11-09,6.126735276422779
2020-11-10,4.191394710765764
2020-11-11,3.2181948834639504
2020-11-12,3.616322085541965
2020-11-13,2.023813277229907
2020-11-14,2.3998223014146984
2020-11-15,5.540603562252368
2020-11-16,6.270503432728728
2020-11-17,3.1186630829444466
2020-11-18,3.1960767055707273
2020-11-19,4.025508376566591
2020-11-20,3.4504357513427917
2020-11-21,4.357281044964936
2020-11-22,3.8706811313140292
2020-11-23,4.025508376566591
2020-11-24,4.96553093702857
2020-11-25,7.343235060550047
2020-11-26,3.8596220423674183
2020-11-27,1.8468678540841226
2020-11-28,3.9480947539403104
2020-11-29,5.949789853276994
2020-11-30,2.3887632124680866
2020-12-01,2.3887632124680866
2020-12-02,5.8613171417041015
2020-12-03,2.2228768782689143
2020-12-04,3.1186630829444466
2020-12-05,4.777526424936173
2020-12-06,2.5325313687740363
2020-12-07,6.370035233248232
2020-12-08,3.6826766192216334
2020-12-09,5.065062737548073
2020-12-10,5.77284443013121
2020-12-11,3.693735708168245
2020-12-12,1.714158786724784
2020-12-13,5.2420081606938576
2020-12-14,2.587826813507094
2020-12-15,4.512108290217498
2020-12-16,6.94510785847203
2020-12-17,3.173958527677504
2020-12-18,8.150548553652685
2020-12-19,5.485308117519311
2020-12-20,5.7949626080244325
2020-12-21,7.343235060550047
2020-12-22,7.38747141633649
2020-12-23,6.746044257433023
2020-12-24,5.739667163291375
2020-12-25,4.3683401339115475
2020-12-26,5.054003648601461
2020-12-27,8.051016753133181
2020-12-28,5.363658139106584
2020-12-29,5.2751854275336925
2020-12-30,4.09186291024626
2020-12-31,4.865999136509066
2021-01-01,6.513803389554181
2021-01-02,3.5831448187021304
2021-01-03,6.148853454316002
2021-01-04,6.4916852116609585
2021-01-05,4.6448173575768354
2021-01-06,6.0382625648498855
2021-01-07,6.723926079539799
2021-01-08,5.12035818228113
2021-01-09,6.80133970216608
2021-01-10,6.458507944821124
2021-01-11,2.9306585708520507
2021-01-12,3.9812720207801453
2021-01-13,6.193089810102448
2021-01-14,5.529544473305757
2021-01-15,2.963835837691885
2021-01-16,1.8689860319773457
2021-01-17,4.31304468917849
2021-01-18,4.025508376566591
2021-01-19,3.1186630829444466
2021-01-20,2.8311267703325473
2021-01-21,4.014449287619978
2021-01-22,5.430012672786253
2021-01-23,4.622699179683613
2021-01-24,3.162899438730893
2021-01-25,2.9859540155851083
2021-01-26,2.7758313255994898
2021-01-27,3.3066675950368425
2021-01-28,4.987649114921792
2021-01-29,3.483613018182626
2021-01-30,1.2164997841272664
2021-01-31,1.6588633419917271
2021-02-01,1.7583951425112303
2021-02-02,2.643122258240152
2021-02-03,2.145463255642633
2021-02-04,2.2228768782689143
2021-02-05,1.31603158464677
2021-02-06,2.090167810909576
2021-02-07,2.4108813903613093
2021-02-08,1.2828543178069356
2021-02-09,1.7805133204044539
2021-02-10,5.8613171417041015
2021-02-11,3.0523085492647777
2021-02-12,4.147158354979317
2021-02-13,3.085485816104612
2021-02-14,2.499354101934202
2021-02-15,1.3713270293798276
2021-02-16,2.2892314119485833
2021-02-17,6.569098834287239
2021-02-18,5.728608074344764
2021-02-19,2.786890414546101
2021-02-20,1.5040360967391657
2021-02-21,0.3981272020780145
2021-02-22,1.0948498057145395
2021-02-23,1.515095185685777
2021-02-24,3.328785772930065
2021-02-25,0.5861317141704102
2021-02-26,1.6035678972586693
2021-02-27,1.139086161500986
2021-02-28,1.968517832496849
2021-03-01,1.3823861183264392
2021-03-02,2.178640522482468
2021-03-03,1.614626986205281
2021-03-04,1.9463996546036262
2021-03-05,2.3002905008951946
2021-03-06,1.6035678972586693
2021-03-07,2.355585945628252
2021-03-08,1.4155633851662737
2021-03-09,2.809008592439324
2021-03-10,2.3887632124680866
2021-03-11,1.8579269430307341
2021-03-12,1.3492088514866047
2021-03-13,1.2386179620204896
2021-03-14,2.2228768782689143
2021-03-15,1.9242814767104028
2021-03-16,1.6920406088315614
2021-03-17,0.7188407815297483
2021-03-18,1.7694542314578425
2021-03-19,4.401517400751382
2021-03-20,1.5814497193654464
2021-03-21,2.3002905008951946
2021-03-22,0.6414271589034678
2021-03-23,0.7630771373161944
2021-03-24,1.4487406520061081
2021-03-25,1.139086161500986
2021-03-26,1.614626986205281
2021-03-27,1.3270906735933816
2021-03-28,1.5814497193654464
2021-03-29,1.1280270725543742
2021-03-30,1.6920406088315614
2021-03-31,1.8358087651375115
2021-04-01,1.8911042098705693
2021-04-02,1.548272452525612
2021-04-03,2.455117746147756
2021-04-04,0.4865999136509066
2021-04-05,2.1233450777494105
2021-04-06,1.31603158464677
2021-04-07,1.7915724093510652
2021-04-08,1.7362769646180074
2021-04-09,0.19906360103900728
2021-04-10,0.6082498920636332
2021-04-11,1.9463996546036262
2021-04-12,2.023813277229907
2021-04-13,0.9842589162484244
2021-04-14,1.1501452504475973
2021-04-15,2.090167810909576
2021-04-16,0.19906360103900728
2021-04-17,0.9289634715153671
2021-04-18,0.9400225604619786
2021-04-19,2.7758313255994898
2021-04-20,2.1233450777494105
2021-04-21,2.145463255642633
2021-04-22,2.1675814335358563
2021-04-23,1.515095185685777
2021-04-24,1.592508808312058
2021-04-25,0.8736680267823093
2021-04-26,2.432999568254533
2021-04-27,2.3887632124680866
2021-04-28,1.2607361399137125
2021-04-29,1.227558873073878
2021-04-30,2.134404166696022
