date,/m/0g9pc
2020-01-01,1.0
2020-01-02,1.2
2020-01-03,1.0
2020-01-04,1.0
2020-01-05,1.0
2020-01-06,1.0
2020-01-07,1.0
2020-01-08,1.0
2020-01-09,1.0
2020-01-10,1.0
2020-01-11,1.0
2020-01-12,1.0
2020-01-13,1.0
2020-01-14,1.0
2020-01-15,1.0
2020-01-16,1.0
2020-01-17,1.0
2020-01-18,1.0
2020-01-19,1.7
2020-01-20,2.9
2020-01-21,6.9
2020-01-22,9.0
2020-01-23,14.6
2020-01-24,12.7
2020-01-25,14.6
2020-01-26,13.5
2020-01-27,12.1
2020-01-28,16.4
2020-01-29,14.9
2020-01-30,22.5
2020-01-31,29.8
2020-02-01,17.5
2020-02-02,13.8
2020-02-03,9.8
2020-02-04,8.1
2020-02-05,6.6
2020-02-06,5.9
2020-02-07,5.9
2020-02-08,5.4
2020-02-09,5.1
2020-02-10,6.6
2020-02-11,7.1
2020-02-12,6.1
2020-02-13,6.1
2020-02-14,5.6
2020-02-15,5.5
2020-02-16,4.9
2020-02-17,5.0
2020-02-18,4.8
2020-02-19,4.1
2020-02-20,3.6
2020-02-21,48.4
2020-02-22,77.9
2020-02-23,100.0
2020-02-24,84.5
2020-02-25,64.0
2020-02-26,47.4
2020-02-27,39.4
2020-02-28,32.1
2020-02-29,31.9
2020-03-01,29.0
2020-03-02,28.8
2020-03-03,29.7
2020-03-04,45.7
2020-03-05,39.9
2020-03-06,43.6
2020-03-07,49.0
2020-03-08,53.0
2020-03-09,58.1
2020-03-10,55.3
2020-03-11,54.5
2020-03-12,48.9
2020-03-13,45.2
2020-03-14,43.3
2020-03-15,49.7
2020-03-16,39.3
2020-03-17,36.3
2020-03-18,33.6
2020-03-19,34.1
2020-03-20,32.4
2020-03-21,34.1
2020-03-22,32.1
2020-03-23,25.6
2020-03-24,25.6
2020-03-25,27.4
2020-03-26,23.7
2020-03-27,22.3
2020-03-28,21.0
2020-03-29,19.8
2020-03-30,17.5
2020-03-31,15.7
2020-04-01,14.6
2020-04-02,15.3
2020-04-03,17.3
2020-04-04,15.6
2020-04-05,16.0
2020-04-06,13.8
2020-04-07,13.4
2020-04-08,12.4
2020-04-09,12.3
2020-04-10,11.9
2020-04-11,11.1
