date,/m/0fd23
2020-02-01,0.0
2020-02-02,15.8110823527348
2020-02-03,20.422648038949117
2020-02-04,7.246746078336784
2020-02-05,22.39903333304097
2020-02-06,30.30457450940837
2020-02-07,0.0
2020-02-08,7.9055411763674
2020-02-09,7.9055411763674
2020-02-10,7.246746078336784
2020-02-11,15.152287254704184
2020-02-12,15.152287254704184
2020-02-13,7.246746078336784
2020-02-14,7.9055411763674
2020-02-15,17.128672548796033
2020-02-16,0.0
2020-02-17,7.246746078336784
2020-02-18,36.23373039168392
2020-02-19,28.328189215316517
2020-02-20,15.152287254704184
2020-02-21,7.9055411763674
2020-02-22,39.527705881837
2020-02-23,7.9055411763674
2020-02-24,34.91614019562269
2020-02-25,20.422648038949117
2020-02-26,12.517106862581718
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,14.493492156673568
2020-03-01,13.83469705864295
2020-03-02,19.105057842887884
2020-03-03,19.7638529409185
2020-03-04,19.7638529409185
2020-03-05,19.7638529409185
2020-03-06,21.081443136979733
2020-03-07,22.39903333304097
2020-03-08,0.0
2020-03-09,19.7638529409185
2020-03-10,13.83469705864295
2020-03-11,21.081443136979733
2020-03-12,19.7638529409185
2020-03-13,7.246746078336784
2020-03-14,7.246746078336784
2020-03-15,6.587950980306167
2020-03-16,5.92915588227555
2020-03-17,23.057828431071584
2020-03-18,18.44626274485727
2020-03-19,12.517106862581718
2020-03-20,30.963369607438985
2020-03-21,21.081443136979733
2020-03-22,13.83469705864295
2020-03-23,26.35180392122467
2020-03-24,0.0
2020-03-25,5.92915588227555
2020-03-26,5.92915588227555
2020-03-27,11.199516666520484
2020-03-28,33.59854999956145
2020-03-29,6.587950980306167
2020-03-30,17.128672548796033
2020-03-31,17.128672548796033
2020-04-01,16.469877450765416
2020-04-02,5.92915588227555
2020-04-03,11.8583117645511
2020-04-04,62.585534312908585
2020-04-05,27.6693941172859
2020-04-06,23.057828431071584
2020-04-07,65.87950980306167
2020-04-08,23.7166235291022
2020-04-09,18.44626274485727
2020-04-10,24.375418627132817
2020-04-11,19.7638529409185
2020-04-12,46.774451960173785
2020-04-13,12.517106862581718
2020-04-14,23.7166235291022
2020-04-15,17.128672548796033
2020-04-16,11.8583117645511
2020-04-17,29.645779411377752
2020-04-18,25.693008823194052
2020-04-19,11.8583117645511
2020-04-20,26.35180392122467
2020-04-21,0.0
2020-04-22,17.128672548796033
2020-04-23,11.8583117645511
2020-04-24,5.92915588227555
2020-04-25,0.0
2020-04-26,6.587950980306167
2020-04-27,0.0
2020-04-28,5.270360784244933
2020-04-29,40.18650097986762
2020-04-30,16.469877450765416
2020-05-01,35.574935293653304
2020-05-02,49.40963235229625
2020-05-03,39.527705881837
2020-05-04,39.527705881837
2020-05-05,15.152287254704184
2020-05-06,11.199516666520484
2020-05-07,17.128672548796033
2020-05-08,36.89252548971454
2020-05-09,0.0
2020-05-10,11.8583117645511
2020-05-11,5.270360784244933
2020-05-12,11.8583117645511
2020-05-13,5.92915588227555
2020-05-14,11.8583117645511
2020-05-15,12.517106862581718
2020-05-16,0.0
2020-05-17,29.645779411377752
2020-05-18,44.13927156805132
2020-05-19,24.375418627132817
2020-05-20,44.79806666608194
2020-05-21,36.89252548971454
2020-05-22,13.83469705864295
2020-05-23,21.081443136979733
2020-05-24,29.645779411377752
2020-05-25,24.375418627132817
2020-05-26,6.587950980306167
2020-05-27,38.21011568577577
2020-05-28,18.44626274485727
2020-05-29,19.105057842887884
2020-05-30,28.986984313347136
2020-05-31,14.493492156673568
2020-06-01,19.105057842887884
2020-06-02,17.787467646826652
2020-06-03,16.469877450765416
2020-06-04,11.199516666520484
2020-06-05,30.30457450940837
2020-06-06,7.246746078336784
2020-06-07,13.83469705864295
2020-06-08,22.39903333304097
2020-06-09,17.128672548796033
2020-06-10,6.587950980306167
2020-06-11,12.517106862581718
2020-06-12,11.8583117645511
2020-06-13,7.246746078336784
2020-06-14,38.21011568577577
2020-06-15,18.44626274485727
2020-06-16,11.8583117645511
2020-06-17,32.28095980350022
2020-06-18,12.517106862581718
2020-06-19,5.92915588227555
2020-06-20,13.83469705864295
2020-06-21,20.422648038949117
2020-06-22,17.787467646826652
2020-06-23,17.787467646826652
2020-06-24,36.23373039168392
2020-06-25,42.82168137199009
2020-06-26,5.92915588227555
2020-06-27,7.246746078336784
2020-06-28,5.92915588227555
2020-06-29,27.6693941172859
2020-06-30,11.8583117645511
2020-07-01,5.92915588227555
2020-07-02,23.057828431071584
2020-07-03,18.44626274485727
2020-07-04,20.422648038949117
2020-07-05,20.422648038949117
2020-07-06,0.0
2020-07-07,5.92915588227555
2020-07-08,11.8583117645511
2020-07-09,5.92915588227555
2020-07-10,29.645779411377752
2020-07-11,13.175901960612334
2020-07-12,6.587950980306167
2020-07-13,23.057828431071584
2020-07-14,23.7166235291022
2020-07-15,21.740238235010352
2020-07-16,17.128672548796033
2020-07-17,5.92915588227555
2020-07-18,0.0
2020-07-19,13.175901960612334
2020-07-20,5.270360784244933
2020-07-21,5.270360784244933
2020-07-22,22.39903333304097
2020-07-23,16.469877450765416
2020-07-24,5.92915588227555
2020-07-25,0.0
2020-07-26,19.105057842887884
2020-07-27,11.199516666520484
2020-07-28,15.8110823527348
2020-07-29,22.39903333304097
2020-07-30,23.057828431071584
2020-07-31,5.92915588227555
2020-08-01,30.30457450940837
2020-08-02,23.7166235291022
2020-08-03,35.574935293653304
2020-08-04,20.422648038949117
2020-08-05,10.540721568489866
2020-08-06,16.469877450765416
2020-08-07,15.8110823527348
2020-08-08,11.8583117645511
