date,/m/02gy9_
2020-02-01,69.95965733666532
2020-02-02,78.25995566474425
2020-02-03,73.37742723646252
2020-02-04,71.21516464679492
2020-02-05,72.95892479975267
2020-02-06,69.88990693054703
2020-02-07,62.21736225753286
2020-02-08,65.48069489449034
2020-02-09,67.01819648721042
2020-02-10,80.64901611172778
2020-02-11,65.88229485183399
2020-02-12,65.88229485183399
2020-02-13,63.83767190815637
2020-02-14,59.0668850395753
2020-02-15,66.10947517890926
2020-02-16,77.49474959108693
2020-02-17,70.40940809038548
2020-02-18,69.69760278534368
2020-02-19,68.98579748030185
2020-02-20,60.80003647232105
2020-02-21,60.91867068982805
2020-02-22,59.31710875348397
2020-02-23,65.69977303640576
2020-02-24,65.25582700408023
2020-02-25,64.63607892638785
2020-02-26,65.29228277335623
2020-02-27,66.65937412120708
2020-02-28,66.80519719831119
2020-02-29,67.56165441078865
2020-03-01,67.80773085340181
2020-03-02,66.42241162091295
2020-03-03,67.67102171861673
2020-03-04,67.87152844963482
2020-03-05,69.86748181749707
2020-03-06,69.45735441314184
2020-03-07,67.88975633427285
2020-03-08,68.07203518065296
2020-03-09,70.84267364563068
2020-03-10,70.8700154725877
2020-03-11,75.9464813442738
2020-03-12,75.42698663209049
2020-03-13,78.5074991359144
2020-03-14,80.04775538782636
2020-03-15,83.31966068034937
2020-03-16,86.30903376098323
2020-03-17,91.6862597291965
2020-03-18,93.9917695473251
2020-03-19,95.1440329218107
2020-03-20,97.20164609053501
2020-03-21,97.61316872427982
2020-03-22,96.87242798353911
2020-03-23,100.0
2020-03-24,92.63365591442545
2020-03-25,94.99045106188576
2020-03-26,97.82153901510277
2020-03-27,94.61793948909404
2020-03-28,94.6179394890941
2020-03-29,97.15101818407766
2020-03-30,92.38287005234385
2020-03-31,96.00559500078018
2020-04-01,93.3405794261157
2020-04-02,90.71515972353063
2020-04-03,89.26426988789153
2020-04-04,92.99512946524924
2020-04-05,90.09334979397102
2020-04-06,84.84251038880093
2020-04-07,83.5988905296817
2020-04-08,81.9789086531412
2020-04-09,75.65120558385928
2020-04-10,80.92429147492756
2020-04-11,76.77613057395385
2020-04-12,83.3147570788785
2020-04-13,84.93183675213947
2020-04-14,73.7528946630747
2020-04-15,74.49379416617663
2020-04-16,74.14772941088808
2020-04-17,73.34652604790206
2020-04-18,78.44509290326765
2020-04-19,88.278043267187
2020-04-20,81.72274302457411
2020-04-21,85.65592317014183
2020-04-22,88.21804937990782
2020-04-23,88.10914158068637
2020-04-24,84.45257704581354
2020-04-25,83.46811736334782
2020-04-26,90.21869804311302
2020-04-27,91.55475046931659
2020-04-28,90.07806094561792
2020-04-29,82.48365768088203
2020-04-30,80.73797570245547
2020-05-01,77.3472305576102
2020-05-02,78.126095001645
2020-05-03,82.31998046952475
2020-05-04,80.46268833374941
2020-05-05,75.37011312275263
2020-05-06,75.01063722550577
2020-05-07,73.41106644782161
2020-05-08,68.76172004124945
2020-05-09,67.93172713453056
2020-05-10,74.25244234723594
2020-05-11,74.82705282111826
2020-05-12,74.0609055226085
2020-05-13,71.76246362707927
2020-05-14,67.75707335588112
2020-05-15,65.94577306470427
2020-05-16,65.08859230563101
2020-05-17,72.23176529790834
2020-05-18,70.80313069945284
2020-05-19,67.71727996678908
2020-05-20,67.2029715113451
2020-05-21,69.20305994918273
2020-05-22,64.44866390670114
2020-05-23,64.08149327926171
2020-05-24,68.67203587622721
2020-05-25,68.61000151680875
2020-05-26,69.10627639215639
2020-05-27,66.4387989371629
2020-05-28,65.32218046763076
2020-05-29,61.64828234102123
2020-05-30,60.49736936983227
2020-05-31,65.10527711053203
2020-06-01,69.19293720308826
2020-06-02,66.07145131422715
2020-06-03,72.38874418454131
2020-06-04,72.76034964750097
2020-06-05,63.69317635128532
2020-06-06,62.414728255199094
2020-06-07,68.84344526548458
2020-06-08,67.3454917873598
2020-06-09,65.34822048319344
2020-06-10,64.84890265715184
2020-06-11,67.15824760259423
2020-06-12,64.16234064634466
2020-06-13,65.39654807337362
2020-06-14,75.92556284689347
2020-06-15,70.00313204760381
2020-06-16,66.98269233996606
2020-06-17,69.05554311971746
2020-06-18,61.83017754458409
2020-06-19,58.513616296981894
2020-06-20,63.23806660126669
2020-06-21,68.25442479008775
2020-06-22,65.84711105267802
2020-06-23,65.20988094571662
2020-06-24,62.66096051787102
2020-06-25,65.77630770746006
2020-06-26,62.236140446563425
2020-06-27,71.15736194402301
2020-06-28,73.3059454062091
2020-06-29,64.20010858197078
2020-06-30,62.15819680293711
2020-07-01,62.15819680293711
2020-07-02,60.11628502390342
2020-07-03,54.29083083077791
2020-07-04,59.395610278362135
2020-07-05,69.05019046982645
2020-07-06,62.535663956183754
2020-07-07,59.382105260010825
2020-07-08,61.762149559009266
2020-07-09,61.5836462365844
2020-07-10,59.62010968991066
2020-07-11,64.38019828790753
2020-07-12,65.37219632568106
2020-07-13,64.08149561564991
2020-07-14,63.0812641544275
2020-07-15,60.147251868175054
2020-07-16,61.21416542681228
2020-07-17,58.81360991987848
2020-07-18,66.28200483033923
2020-07-19,77.15118670895623
2020-07-20,65.4399787388285
2020-07-21,64.03446570589387
2020-07-22,65.92936316045605
2020-07-23,60.702059837525944
2020-07-24,60.37535337984278
2020-07-25,63.38105279052762
2020-07-26,70.43791227648329
2020-07-27,66.84414124196881
2020-07-28,65.21060895355315
2020-07-29,63.6424179566741
2020-07-30,55.60543909766906
2020-07-31,57.957725592987615
2020-08-01,64.88390249587
2020-08-02,70.3725709849466
2020-08-03,64.81856120433338
2020-08-04,62.76855419031371
