date,/m/01cdt5
2020-01-01,16.953316953316953
2020-01-02,4.668304668304668
2020-01-03,9.95085995085995
2020-01-04,42.87469287469287
2020-01-05,7.248157248157248
2020-01-06,31.32678132678133
2020-01-07,0.0
2020-01-08,6.142506142506142
2020-01-09,10.565110565110563
2020-01-10,11.547911547911546
2020-01-11,6.142506142506142
2020-01-12,0.0
2020-01-13,14.74201474201474
2020-01-14,12.8992628992629
2020-01-15,12.03931203931204
2020-01-16,4.791154791154791
2020-01-17,18.55036855036855
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,17.32186732186732
2020-01-21,7.985257985257984
2020-01-22,3.3169533169533167
2020-01-23,8.5995085995086
2020-01-24,32.06388206388206
2020-01-25,15.356265356265355
2020-01-26,26.044226044226043
2020-01-27,4.668304668304668
2020-01-28,28.99262899262899
2020-01-29,7.985257985257984
2020-01-30,14.619164619164618
2020-01-31,4.914004914004914
2020-02-01,18.05896805896806
2020-02-02,0.0
2020-02-03,20.63882063882064
2020-02-04,3.808353808353808
2020-02-05,0.0
2020-02-06,42.13759213759213
2020-02-07,20.88452088452088
2020-02-08,20.27027027027027
2020-02-09,50.368550368550366
2020-02-10,27.64127764127764
2020-02-11,10.933660933660931
2020-02-12,14.127764127764127
2020-02-13,2.825552825552825
2020-02-14,13.267813267813269
2020-02-15,1.4742014742014742
2020-02-16,21.990171990171987
2020-02-17,18.304668304668304
2020-02-18,16.953316953316953
2020-02-19,19.287469287469285
2020-02-20,6.6339066339066335
2020-02-21,18.796068796068795
2020-02-22,0.0
2020-02-23,10.073710073710073
2020-02-24,33.04668304668304
2020-02-25,23.955773955773957
2020-02-26,15.847665847665846
2020-02-27,6.511056511056511
2020-02-28,20.147420147420146
2020-02-29,10.319410319410318
2020-03-01,2.9484029484029484
2020-03-02,12.653562653562652
2020-03-03,56.01965601965602
2020-03-04,26.044226044226043
2020-03-05,12.16216216216216
2020-03-06,33.415233415233416
2020-03-07,35.62653562653563
2020-03-08,11.916461916461914
2020-03-09,17.69041769041769
2020-03-10,40.54054054054054
2020-03-11,64.61916461916462
2020-03-12,70.39312039312038
2020-03-13,26.65847665847666
2020-03-14,64.98771498771498
2020-03-15,100.0
2020-03-16,71.86732186732186
2020-03-17,35.13513513513513
2020-03-18,49.01719901719901
2020-03-19,54.79115479115479
2020-03-20,36.48648648648648
2020-03-21,57.24815724815724
2020-03-22,46.06879606879607
2020-03-23,75.79852579852579
2020-03-24,50.73710073710073
2020-03-25,50.73710073710073
2020-03-26,54.54545454545454
2020-03-27,54.42260442260442
2020-03-28,52.94840294840294
2020-03-29,48.52579852579852
2020-03-30,62.03931203931204
2020-03-31,36.11793611793612
2020-04-01,6.879606879606879
2020-04-02,21.00737100737101
2020-04-03,37.59213759213759
2020-04-04,40.29484029484029
2020-04-05,31.57248157248157
2020-04-06,73.46437346437347
2020-04-07,15.724815724815723
2020-04-08,58.96805896805896
2020-04-09,50.24570024570024
2020-04-10,21.867321867321863
2020-04-11,37.34643734643734
2020-04-12,31.08108108108108
2020-04-13,31.69533169533169
2020-04-14,85.50368550368549
2020-04-15,22.23587223587224
2020-04-16,25.7985257985258
2020-04-17,9.213759213759213
2020-04-18,47.420147420147416
2020-04-19,29.36117936117936
2020-04-20,32.8009828009828
2020-04-21,16.216216216216214
2020-04-22,0.0
2020-04-23,27.27272727272727
2020-04-24,4.2997542997543
2020-04-25,17.69041769041769
2020-04-26,21.00737100737101
2020-04-27,17.567567567567565
2020-04-28,21.13022113022113
2020-04-29,32.30958230958231
2020-04-30,47.91154791154791
2020-05-01,5.036855036855036
2020-05-02,35.5036855036855
2020-05-03,59.21375921375921
2020-05-04,40.54054054054054
2020-05-05,26.167076167076164
2020-05-06,30.95823095823096
2020-05-07,21.25307125307125
2020-05-08,18.427518427518425
2020-05-09,36.48648648648648
2020-05-10,10.810810810810812
2020-05-11,15.724815724815723
2020-05-12,59.82800982800983
2020-05-13,7.248157248157248
2020-05-14,21.990171990171987
2020-05-15,18.18181818181818
2020-05-16,17.1990171990172
2020-05-17,28.86977886977887
2020-05-18,57.002457002457
2020-05-19,11.056511056511056
2020-05-20,30.71253071253071
2020-05-21,26.28992628992629
2020-05-22,14.373464373464373
2020-05-23,22.35872235872236
2020-05-24,10.196560196560196
2020-05-25,24.69287469287469
2020-05-26,6.265356265356265
2020-05-27,4.791154791154791
2020-05-28,0.0
2020-05-29,18.55036855036855
2020-05-30,16.953316953316953
2020-05-31,20.27027027027027
2020-06-01,5.159705159705159
2020-06-02,7.37100737100737
2020-06-03,30.34398034398034
2020-06-04,11.425061425061426
2020-06-05,4.2997542997543
2020-06-06,7.493857493857493
2020-06-07,11.056511056511056
2020-06-08,17.567567567567565
2020-06-09,39.926289926289925
2020-06-10,5.896805896805897
2020-06-11,22.85012285012285
2020-06-12,22.35872235872236
2020-06-13,19.04176904176904
2020-06-14,32.06388206388206
2020-06-15,7.739557739557739
2020-06-16,3.5626535626535625
2020-06-17,26.78132678132678
2020-06-18,8.968058968058967
2020-06-19,30.589680589680587
2020-06-20,8.23095823095823
2020-06-21,8.722358722358722
2020-06-22,34.029484029484024
2020-06-23,15.479115479115478
2020-06-24,3.3169533169533167
2020-06-25,16.46191646191646
2020-06-26,22.35872235872236
2020-06-27,33.90663390663391
2020-06-28,25.42997542997543
2020-06-29,11.547911547911546
2020-06-30,30.71253071253071
2020-07-01,9.213759213759213
2020-07-02,21.867321867321863
2020-07-03,10.196560196560196
2020-07-04,2.9484029484029484
2020-07-05,35.5036855036855
2020-07-06,47.54299754299755
