date,/m/0lbt3
2020-01-01,23.117154811715483
2020-01-02,12.761506276150628
2020-01-03,20.083682008368203
2020-01-04,21.86192468619247
2020-01-05,18.82845188284519
2020-01-06,16.94560669456067
2020-01-07,19.142259414225943
2020-01-08,17.677824267782427
2020-01-09,22.175732217573223
2020-01-10,27.405857740585777
2020-01-11,12.97071129707113
2020-01-12,23.01255230125523
2020-01-13,16.736401673640167
2020-01-14,20.711297071129707
2020-01-15,19.03765690376569
2020-01-16,16.108786610878663
2020-01-17,15.585774058577408
2020-01-18,23.95397489539749
2020-01-19,23.74476987447699
2020-01-20,17.573221757322177
2020-01-21,15.89958158995816
2020-01-22,17.468619246861927
2020-01-23,23.74476987447699
2020-01-24,16.00418410041841
2020-01-25,20.292887029288703
2020-01-26,20.81589958158996
2020-01-27,14.85355648535565
2020-01-28,19.03765690376569
2020-01-29,14.539748953974897
2020-01-30,17.468619246861927
2020-01-31,19.456066945606697
2020-02-01,14.121338912133892
2020-02-02,17.15481171548117
2020-02-03,22.071129707112974
2020-02-04,19.456066945606697
2020-02-05,19.8744769874477
2020-02-06,20.083682008368203
2020-02-07,31.38075313807532
2020-02-08,17.468619246861927
2020-02-09,21.96652719665272
2020-02-10,12.133891213389122
2020-02-11,21.025104602510464
2020-02-12,16.84100418410042
2020-02-13,12.656903765690377
2020-02-14,20.606694560669457
2020-02-15,20.39748953974896
2020-02-16,18.82845188284519
2020-02-17,15.376569037656903
2020-02-18,27.61506276150628
2020-02-19,19.6652719665272
2020-02-20,24.267782426778243
2020-02-21,23.326359832635983
2020-02-22,20.606694560669457
2020-02-23,23.01255230125523
2020-02-24,19.6652719665272
2020-02-25,22.384937238493727
2020-02-26,27.196652719665277
2020-02-27,20.606694560669457
2020-02-28,16.317991631799163
2020-02-29,10.87866108786611
2020-03-01,16.422594142259417
2020-03-02,34.41422594142259
2020-03-03,14.748953974895398
2020-03-04,23.84937238493724
2020-03-05,12.238493723849372
2020-03-06,14.539748953974897
2020-03-07,20.39748953974896
2020-03-08,16.527196652719667
2020-03-09,15.585774058577408
2020-03-10,14.330543933054392
2020-03-11,19.560669456066947
2020-03-12,15.271966527196652
2020-03-13,17.887029288702934
2020-03-14,25.83682008368201
2020-03-15,37.13389121338913
2020-03-16,22.384937238493727
2020-03-17,97.17573221757324
2020-03-18,100.0
2020-03-19,48.53556485355649
2020-03-20,40.69037656903766
2020-03-21,39.22594142259415
2020-03-22,38.70292887029289
2020-03-23,36.50627615062762
2020-03-24,36.29707112970712
2020-03-25,30.75313807531381
2020-03-26,38.49372384937238
2020-03-27,29.288702928870293
2020-03-28,30.439330543933057
2020-03-29,22.175732217573223
2020-03-30,19.560669456066947
2020-03-31,24.058577405857744
2020-04-01,11.087866108786612
2020-04-02,12.029288702928872
2020-04-03,18.619246861924687
2020-04-04,18.723849372384937
2020-04-05,13.389121338912137
2020-04-06,15.794979079497908
2020-04-07,13.179916317991632
2020-04-08,10.146443514644352
2020-04-09,22.071129707112974
2020-04-10,14.435146443514643
2020-04-11,19.8744769874477
2020-04-12,22.90794979079498
2020-04-13,6.380753138075314
2020-04-14,12.656903765690377
2020-04-15,10.355648535564852
2020-04-16,13.702928870292888
2020-04-17,16.00418410041841
2020-04-18,14.330543933054392
2020-04-19,13.075313807531382
2020-04-20,10.355648535564852
2020-04-21,11.401673640167363
2020-04-22,5.125523012552303
2020-04-23,16.84100418410042
2020-04-24,9.832635983263598
2020-04-25,8.89121338912134
2020-04-26,9.518828451882843
2020-04-27,9.10041841004184
2020-04-28,12.447698744769877
2020-04-29,15.062761506276152
2020-04-30,10.98326359832636
2020-05-01,8.786610878661088
2020-05-02,8.368200836820083
2020-05-03,13.284518828451883
2020-05-04,8.054393305439332
2020-05-05,14.644351464435148
2020-05-06,7.112970711297072
2020-05-07,5.125523012552303
2020-05-08,14.121338912133892
2020-05-09,9.518828451882843
2020-05-10,11.192468619246863
2020-05-11,8.263598326359833
2020-05-12,8.158995815899582
2020-05-13,12.238493723849372
2020-05-14,10.251046025104603
2020-05-15,8.99581589958159
2020-05-16,14.539748953974897
2020-05-17,11.192468619246863
2020-05-18,12.029288702928872
2020-05-19,6.066945606694561
2020-05-20,8.472803347280335
2020-05-21,6.380753138075314
2020-05-22,7.008368200836821
2020-05-23,12.029288702928872
2020-05-24,12.552301255230129
2020-05-25,8.786610878661088
2020-05-26,11.820083682008368
2020-05-27,10.564853556485357
2020-05-28,10.669456066945608
2020-05-29,7.7405857740585775
2020-05-30,11.820083682008368
2020-05-31,5.857740585774059
2020-06-01,8.158995815899582
2020-06-02,8.682008368200838
2020-06-03,10.251046025104603
2020-06-04,7.635983263598327
2020-06-05,11.087866108786612
2020-06-06,12.343096234309623
2020-06-07,9.832635983263598
2020-06-08,8.054393305439332
2020-06-09,7.94979079497908
2020-06-10,7.217573221757322
2020-06-11,6.066945606694561
2020-06-12,8.786610878661088
2020-06-13,9.414225941422597
2020-06-14,7.531380753138076
2020-06-15,7.426778242677825
2020-06-16,11.506276150627617
2020-06-17,13.702928870292888
2020-06-18,6.380753138075314
2020-06-19,8.577405857740585
2020-06-20,10.98326359832636
2020-06-21,10.460251046025103
2020-06-22,8.577405857740585
2020-06-23,7.845188284518829
2020-06-24,8.577405857740585
2020-06-25,11.087866108786612
2020-06-26,9.93723849372385
2020-06-27,17.364016736401677
2020-06-28,11.610878661087868
2020-06-29,4.916317991631799
2020-06-30,13.807531380753138
2020-07-01,5.857740585774059
2020-07-02,10.774058577405858
2020-07-03,8.89121338912134
2020-07-04,11.297071129707112
