date,/m/0hn9s
2020-01-01,4.5
2020-01-02,7.2
2020-01-03,10.2
2020-01-04,8.0
2020-01-05,6.8
2020-01-06,8.0
2020-01-07,5.9
2020-01-08,6.3
2020-01-09,6.8
2020-01-10,5.0
2020-01-11,3.5
2020-01-12,4.6
2020-01-13,5.1
2020-01-14,5.8
2020-01-15,5.0
2020-01-16,4.1
2020-01-17,4.1
2020-01-18,3.8
2020-01-19,5.7
2020-01-20,12.4
2020-01-21,18.3
2020-01-22,20.2
2020-01-23,23.3
2020-01-24,31.2
2020-01-25,37.0
2020-01-26,18.7
2020-01-27,22.9
2020-01-28,16.6
2020-01-29,16.2
2020-01-30,16.4
2020-01-31,12.9
2020-02-01,12.8
2020-02-02,10.1
2020-02-03,10.2
2020-02-04,10.6
2020-02-05,10.1
2020-02-06,7.9
2020-02-07,9.1
2020-02-08,8.4
2020-02-09,8.2
2020-02-10,7.2
2020-02-11,8.7
2020-02-12,10.1
2020-02-13,7.9
2020-02-14,6.2
2020-02-15,6.1
2020-02-16,6.1
2020-02-17,6.7
2020-02-18,5.0
2020-02-19,6.8
2020-02-20,4.6
2020-02-21,4.4
2020-02-22,8.3
2020-02-23,22.3
2020-02-24,19.6
2020-02-25,23.2
2020-02-26,22.2
2020-02-27,26.0
2020-02-28,32.6
2020-02-29,37.6
2020-03-01,33.7
2020-03-02,43.3
2020-03-03,46.0
2020-03-04,38.5
2020-03-05,52.0
2020-03-06,44.8
2020-03-07,29.2
2020-03-08,34.4
2020-03-09,31.4
2020-03-10,34.1
2020-03-11,51.3
2020-03-12,66.8
2020-03-13,79.4
2020-03-14,91.9
2020-03-15,100.0
2020-03-16,70.2
2020-03-17,57.1
2020-03-18,57.4
2020-03-19,56.2
2020-03-20,48.4
2020-03-21,63.8
2020-03-22,62.5
2020-03-23,45.2
2020-03-24,42.6
2020-03-25,45.4
2020-03-26,49.9
2020-03-27,52.5
2020-03-28,47.8
2020-03-29,46.0
2020-03-30,39.1
2020-03-31,32.7
2020-04-01,35.8
2020-04-02,33.5
2020-04-03,32.9
2020-04-04,35.6
2020-04-05,32.9
2020-04-06,22.4
2020-04-07,23.7
2020-04-08,20.3
2020-04-09,20.0
2020-04-10,17.7
2020-04-11,20.0
2020-04-12,21.6
2020-04-13,23.5
2020-04-14,17.7
2020-04-15,24.1
2020-04-16,18.3
2020-04-17,14.4
2020-04-18,13.2
2020-04-19,16.8
2020-04-20,14.1
2020-04-21,12.8
2020-04-22,11.6
2020-04-23,12.3
2020-04-24,10.5
2020-04-25,10.4
2020-04-26,8.8
2020-04-27,10.2
2020-04-28,14.3
2020-04-29,13.6
2020-04-30,13.9
2020-05-01,14.3
2020-05-02,17.3
2020-05-03,20.2
2020-05-04,10.3
2020-05-05,11.4
2020-05-06,10.9
2020-05-07,13.7
2020-05-08,9.4
2020-05-09,13.2
2020-05-10,13.6
2020-05-11,9.8
2020-05-12,11.3
2020-05-13,14.5
2020-05-14,14.4
2020-05-15,10.7
2020-05-16,11.1
2020-05-17,12.1
2020-05-18,7.2
2020-05-19,8.0
2020-05-20,8.8
2020-05-21,9.7
2020-05-22,8.0
2020-05-23,7.6
2020-05-24,10.1
2020-05-25,7.3
2020-05-26,7.6
2020-05-27,7.4
2020-05-28,7.1
2020-05-29,5.8
2020-05-30,6.9
2020-05-31,5.8
2020-06-01,6.6
2020-06-02,5.7
2020-06-03,5.9
2020-06-04,6.1
2020-06-05,4.8
2020-06-06,6.7
2020-06-07,5.6
2020-06-08,4.7
2020-06-09,6.5
2020-06-10,6.5
2020-06-11,6.8
2020-06-12,6.1
2020-06-13,5.7
2020-06-14,5.0
2020-06-15,6.4
2020-06-16,4.2
2020-06-17,4.4
2020-06-18,3.1
2020-06-19,5.5
2020-06-20,5.7
2020-06-21,5.7
2020-06-22,6.4
2020-06-23,5.5
2020-06-24,5.4
2020-06-25,5.3
2020-06-26,4.5
2020-06-27,4.6
2020-06-28,3.8
2020-06-29,3.5
2020-06-30,4.2
2020-07-01,5.0
2020-07-02,3.7
2020-07-03,3.8
2020-07-04,4.3
2020-07-05,4.3
2020-07-06,5.7
2020-07-07,4.1
2020-07-08,5.6
2020-07-09,4.2
2020-07-10,4.3
2020-07-11,3.3
2020-07-12,5.2
2020-07-13,3.9
2020-07-14,5.1
2020-07-15,4.0
2020-07-16,6.8
2020-07-17,6.1
2020-07-18,6.9
2020-07-19,6.9
2020-07-20,5.8
2020-07-21,4.0
2020-07-22,5.4
2020-07-23,2.9
2020-07-24,5.8
2020-07-25,4.5
2020-07-26,4.9
2020-07-27,5.2
2020-07-28,3.5
2020-07-29,3.0
2020-07-30,3.8
2020-07-31,3.3
2020-08-01,4.5
2020-08-02,3.9
2020-08-03,4.0
2020-08-04,3.9
2020-08-05,2.4
2020-08-06,2.1
2020-08-07,3.2
2020-08-08,3.1
2020-08-09,4.3
2020-08-10,1.5
2020-08-11,2.4
2020-08-12,2.7
2020-08-13,3.2
2020-08-14,2.7
2020-08-15,3.4
2020-08-16,3.3
2020-08-17,3.2
2020-08-18,3.2
2020-08-19,3.1
2020-08-20,3.4
2020-08-21,3.9
2020-08-22,2.5
2020-08-23,3.2
2020-08-24,2.7
2020-08-25,2.7
2020-08-26,3.6
2020-08-27,3.0
2020-08-28,2.8
2020-08-29,2.4
2020-08-30,3.1
2020-08-31,3.8
2020-09-01,3.3
2020-09-02,2.8
2020-09-03,3.4
2020-09-04,3.4
2020-09-05,3.4
2020-09-06,2.9
2020-09-07,3.2
2020-09-08,3.8
2020-09-09,4.8
2020-09-10,3.2
2020-09-11,6.0
2020-09-12,4.2
2020-09-13,3.2
2020-09-14,3.8
2020-09-15,2.0
2020-09-16,3.4
2020-09-17,3.6
2020-09-18,4.5
2020-09-19,3.2
2020-09-20,5.3
2020-09-21,3.4
2020-09-22,3.323891925835951
2020-09-23,3.9953852441866484
2020-09-24,4.490611566470288
2020-09-25,3.7855435822020556
2020-09-26,3.0217199325781374
2020-09-27,3.1644122627276614
2020-09-28,4.893507557480706
2020-09-29,2.7111542728409392
2020-09-30,3.7351815833257533
2020-10-01,3.147624929768893
2020-10-02,2.115203952804696
2020-10-03,1.9221496237788709
2020-10-04,2.7866972711553935
2020-10-05,3.7267879168463693
2020-10-06,4.163258573774323
2020-10-07,3.3994349241504045
2020-10-08,3.9114485793928115
2020-10-09,2.408982279583126
2020-10-10,2.946176934263684
2020-10-11,2.8286656035523126
2020-10-12,2.929389601304917
2020-10-13,2.9965389331399863
2020-10-14,3.7267879168463693
2020-10-15,4.431855901114601
2020-10-16,2.7531226052378583
2020-10-17,3.2147742616039627
2020-10-18,2.35022661422744
2020-10-19,3.273529926959649
2020-10-20,4.11289657489802
2020-10-21,2.7699099381966263
2020-10-22,4.54097356534659
2020-10-23,5.430702212161264
2020-10-24,5.204073217217903
2020-10-25,4.83475189212502
2020-10-26,6.244887860661485
2020-10-27,6.8240508477389605
2020-10-28,8.007557821332064
2020-10-29,6.589028186316216
2020-10-30,3.81911824811959
2020-10-31,4.339525569841381
2020-11-01,6.102195530511961
2020-11-02,4.826358225645637
2020-11-03,5.5817882087901705
2020-11-04,4.104502908418637
2020-11-05,4.415068568155834
2020-11-06,3.4246159235885556
2020-11-07,4.305950903923845
2020-11-08,4.591335564222892
2020-11-09,5.262828882573589
2020-11-10,3.5673082537380787
2020-11-11,5.78323620429538
2020-11-12,4.851539225083787
2020-11-13,2.0144799550520918
2020-11-14,4.0205662436248
2020-11-15,3.273529926959649
2020-11-16,4.658484896057962
2020-11-17,4.415068568155834
2020-11-18,3.9450232453103466
2020-11-19,4.398281235197067
2020-11-20,3.2315615945627303
2020-11-21,2.979751600181219
2020-11-22,2.41737594606251
2020-11-23,2.5180999438151144
2020-11-24,2.333439281268673
2020-11-25,3.8778739134752764
2020-11-26,2.35022661422744
2020-11-27,2.627217608047103
2020-11-28,1.9725116226551733
2020-11-29,2.501312610856347
2020-11-30,2.3670139471862077
2020-12-01,3.0469009320162885
2020-12-02,2.937783267784301
2020-12-03,2.6104302750883357
2020-12-04,2.316651948309905
2020-12-05,2.7111542728409392
2020-12-06,3.156018596248277
2020-12-07,3.36586025823287
2020-12-08,3.2147742616039627
2020-12-09,3.3994349241504045
2020-12-10,2.6440049410058704
2020-12-11,3.36586025823287
2020-12-12,2.408982279583126
2020-12-13,2.5264936102944984
2020-12-14,2.7699099381966263
2020-12-15,4.31434457040323
2020-12-16,3.7687562492432876
2020-12-17,3.508552588382393
2020-12-18,3.2651362604802654
2020-12-19,4.54097356534659
2020-12-20,4.305950903923845
2020-12-21,4.859932891563171
2020-12-22,5.388733879764345
2020-12-23,4.465430567032136
2020-12-24,3.7687562492432876
2020-12-25,2.450950611980045
2020-12-26,3.2315615945627303
2020-12-27,4.54097356534659
2020-12-28,2.7447289387584752
2020-12-29,3.2399552610421147
2020-12-30,3.7351815833257533
2020-12-31,3.9953852441866484
2021-01-01,5.069774553547764
2021-01-02,3.978597911227881
2021-01-03,3.7016069174082187
2021-01-04,2.962964267222451
2021-01-05,4.666878562537346
