date,/m/01cdt5
2020-01-01,2.1
2020-01-02,1.5
2020-01-03,1.2
2020-01-04,2.6
2020-01-05,2.5
2020-01-06,1.7
2020-01-07,2.4
2020-01-08,3.7
2020-01-09,2.3
2020-01-10,1.2
2020-01-11,1.6
2020-01-12,2.4
2020-01-13,2.0
2020-01-14,1.1
2020-01-15,1.9
2020-01-16,2.6
2020-01-17,1.9
2020-01-18,3.7
2020-01-19,1.5
2020-01-20,4.7
2020-01-21,3.5
2020-01-22,2.7
2020-01-23,4.3
2020-01-24,1.7
2020-01-25,1.7
2020-01-26,1.6
2020-01-27,3.3
2020-01-28,2.4
2020-01-29,2.6
2020-01-30,3.8
2020-01-31,3.6
2020-02-01,4.4
2020-02-02,3.1
2020-02-03,3.2
2020-02-04,2.6
2020-02-05,2.9
2020-02-06,2.8
2020-02-07,2.3
2020-02-08,2.3
2020-02-09,2.5
2020-02-10,2.7
2020-02-11,2.5
2020-02-12,3.6
2020-02-13,2.9
2020-02-14,2.6
2020-02-15,2.9
2020-02-16,2.2
2020-02-17,2.8
2020-02-18,1.5
2020-02-19,1.4
2020-02-20,1.6
2020-02-21,5.8
2020-02-22,4.5
2020-02-23,6.2
2020-02-24,6.4
2020-02-25,7.0
2020-02-26,9.5
2020-02-27,7.0
2020-02-28,5.4
2020-02-29,5.3
2020-03-01,3.7
2020-03-02,6.7
2020-03-03,5.3
2020-03-04,4.9
2020-03-05,9.9
2020-03-06,7.7
2020-03-07,100.0
2020-03-08,49.2
2020-03-09,56.6
2020-03-10,33.5
2020-03-11,22.8
2020-03-12,25.6
2020-03-13,27.9
2020-03-14,26.0
2020-03-15,24.9
2020-03-16,13.5
2020-03-17,15.8
2020-03-18,21.8
2020-03-19,20.0
2020-03-20,15.1
2020-03-21,30.7
2020-03-22,14.8
2020-03-23,14.1
2020-03-24,7.4
2020-03-25,10.6
2020-03-26,10.8
2020-03-27,12.2
2020-03-28,15.0
2020-03-29,16.0
2020-03-30,11.2
2020-03-31,9.6
2020-04-01,7.4
2020-04-02,5.1
2020-04-03,8.3
2020-04-04,6.2
2020-04-05,6.6
2020-04-06,6.9
2020-04-07,6.0
2020-04-08,7.0
2020-04-09,10.2
2020-04-10,8.7
2020-04-11,4.7
2020-04-12,9.2
2020-04-13,12.3
2020-04-14,6.0
2020-04-15,5.1
2020-04-16,5.7
2020-04-17,9.1
2020-04-18,5.4
2020-04-19,7.5
2020-04-20,5.3
2020-04-21,5.5
2020-04-22,4.0
2020-04-23,6.3
2020-04-24,6.4
2020-04-25,4.2
2020-04-26,6.8
2020-04-27,3.4
2020-04-28,6.8
2020-04-29,2.8
2020-04-30,5.6
2020-05-01,6.5
2020-05-02,4.1
2020-05-03,7.0
2020-05-04,2.6
2020-05-05,7.4
2020-05-06,4.2
2020-05-07,4.6
2020-05-08,5.1
2020-05-09,3.8
2020-05-10,3.7
2020-05-11,5.0
2020-05-12,6.0
2020-05-13,4.2
2020-05-14,4.1
2020-05-15,5.2
2020-05-16,6.3
2020-05-17,3.8
2020-05-18,4.9
2020-05-19,4.9
2020-05-20,4.5
2020-05-21,3.3
2020-05-22,4.1
2020-05-23,4.5
2020-05-24,4.1
2020-05-25,5.9
2020-05-26,4.7
2020-05-27,1.8
2020-05-28,2.9
2020-05-29,4.5
2020-05-30,4.4
2020-05-31,3.8
2020-06-01,3.2
2020-06-02,3.9
2020-06-03,3.6
2020-06-04,3.5
2020-06-05,5.2
2020-06-06,3.9
2020-06-07,3.8
2020-06-08,3.2
2020-06-09,3.3
2020-06-10,5.3
2020-06-11,4.0
2020-06-12,3.2
2020-06-13,4.3
2020-06-14,3.6
2020-06-15,3.8
2020-06-16,2.1
2020-06-17,3.7
2020-06-18,3.6
2020-06-19,2.9
2020-06-20,2.9
2020-06-21,3.3
2020-06-22,2.3
2020-06-23,3.6
2020-06-24,2.3
2020-06-25,2.6
2020-06-26,1.2
2020-06-27,4.0
2020-06-28,2.4
2020-06-29,3.2
2020-06-30,1.7
2020-07-01,2.9
2020-07-02,4.3
2020-07-03,1.4
2020-07-04,4.4
2020-07-05,2.7
2020-07-06,3.0
2020-07-07,1.8
2020-07-08,2.4
2020-07-09,3.3
2020-07-10,2.8
2020-07-11,2.5
2020-07-12,3.9
2020-07-13,2.0
2020-07-14,3.0
2020-07-15,3.4
2020-07-16,1.8
2020-07-17,1.9
2020-07-18,3.6
2020-07-19,2.5
2020-07-20,4.2
2020-07-21,2.4
2020-07-22,1.0
2020-07-23,3.6
2020-07-24,2.2
2020-07-25,4.6
2020-07-26,3.2
2020-07-27,2.5
2020-07-28,4.0
2020-07-29,2.8
2020-07-30,1.4
2020-07-31,3.5
2020-08-01,1.4
2020-08-02,3.7
2020-08-03,3.5
2020-08-04,2.2
2020-08-05,2.5
2020-08-06,3.7
2020-08-07,3.6
2020-08-08,2.2
2020-08-09,4.7
2020-08-10,4.1
2020-08-11,3.2
2020-08-12,4.8
2020-08-13,3.6
2020-08-14,4.7
2020-08-15,3.9
2020-08-16,4.7
2020-08-17,2.1
2020-08-18,3.5
2020-08-19,3.5
2020-08-20,3.1
2020-08-21,2.0
2020-08-22,2.3
2020-08-23,3.8
2020-08-24,4.1
2020-08-25,5.5
2020-08-26,5.1
2020-08-27,2.8
2020-08-28,2.3
2020-08-29,1.9
2020-08-30,3.7
2020-08-31,3.0
2020-09-01,3.4
2020-09-02,2.1
2020-09-03,3.4
2020-09-04,2.9
2020-09-05,2.9
2020-09-06,2.9
2020-09-07,2.9
2020-09-08,2.6
2020-09-09,4.3
2020-09-10,4.5
2020-09-11,5.3
2020-09-12,1.9
