date,/m/0hn9s
2020-01-01,0.0
2020-01-02,0.9
2020-01-03,0.0
2020-01-04,4.3
2020-01-05,4.4
2020-01-06,4.9
2020-01-07,0.0
2020-01-08,3.2
2020-01-09,8.4
2020-01-10,0.0
2020-01-11,1.8
2020-01-12,0.0
2020-01-13,2.0
2020-01-14,7.4
2020-01-15,4.7
2020-01-16,3.3
2020-01-17,5.6
2020-01-18,6.5
2020-01-19,3.0
2020-01-20,1.1
2020-01-21,13.7
2020-01-22,6.0
2020-01-23,7.4
2020-01-24,4.7
2020-01-25,4.5
2020-01-26,12.0
2020-01-27,14.0
2020-01-28,13.3
2020-01-29,12.2
2020-01-30,7.7
2020-01-31,7.8
2020-02-01,4.5
2020-02-02,5.6
2020-02-03,11.6
2020-02-04,10.0
2020-02-05,5.9
2020-02-06,9.0
2020-02-07,1.3
2020-02-08,0.0
2020-02-09,2.8
2020-02-10,0.0
2020-02-11,8.4
2020-02-12,3.8
2020-02-13,10.6
2020-02-14,2.3
2020-02-15,13.5
2020-02-16,1.3
2020-02-17,2.1
2020-02-18,1.6
2020-02-19,6.8
2020-02-20,4.8
2020-02-21,7.4
2020-02-22,6.9
2020-02-23,2.3
2020-02-24,15.0
2020-02-25,20.7
2020-02-26,10.4
2020-02-27,27.1
2020-02-28,18.8
2020-02-29,7.4
2020-03-01,10.0
2020-03-02,13.4
2020-03-03,10.7
2020-03-04,6.6
2020-03-05,18.9
2020-03-06,12.3
2020-03-07,19.2
2020-03-08,13.4
2020-03-09,5.9
2020-03-10,40.5
2020-03-11,100.0
2020-03-12,61.9
2020-03-13,42.1
2020-03-14,33.7
2020-03-15,39.2
2020-03-16,41.0
2020-03-17,42.5
2020-03-18,36.1
2020-03-19,45.7
2020-03-20,27.9
2020-03-21,33.7
2020-03-22,55.9
2020-03-23,35.5
2020-03-24,30.6
2020-03-25,29.2
2020-03-26,30.9
2020-03-27,29.0
2020-03-28,17.9
2020-03-29,19.7
2020-03-30,11.6
2020-03-31,16.2
2020-04-01,22.0
2020-04-02,18.8
2020-04-03,21.2
2020-04-04,11.1
2020-04-05,18.4
2020-04-06,9.0
2020-04-07,19.8
2020-04-08,13.8
2020-04-09,11.1
2020-04-10,10.8
2020-04-11,5.8
2020-04-12,8.4
2020-04-13,5.5
2020-04-14,13.4
2020-04-15,6.4
2020-04-16,10.7
2020-04-17,18.6
2020-04-18,0.8
2020-04-19,3.3
2020-04-20,7.6
2020-04-21,4.5
2020-04-22,1.5
2020-04-23,12.8
2020-04-24,0.0
2020-04-25,18.1
2020-04-26,23.7
2020-04-27,5.1
2020-04-28,3.7
2020-04-29,10.5
2020-04-30,4.8
2020-05-01,8.4
2020-05-02,8.8
2020-05-03,11.2
2020-05-04,6.5
2020-05-05,5.8
2020-05-06,0.6
2020-05-07,5.6
2020-05-08,3.3
2020-05-09,6.8
2020-05-10,2.4
2020-05-11,8.9
2020-05-12,7.7
2020-05-13,0.0
2020-05-14,5.3
2020-05-15,8.0
2020-05-16,1.6
2020-05-17,1.6
2020-05-18,5.6
2020-05-19,3.0
2020-05-20,9.3
2020-05-21,4.2
2020-05-22,0.5
2020-05-23,2.0
2020-05-24,4.0
2020-05-25,7.9
2020-05-26,3.9
2020-05-27,8.5
2020-05-28,0.0
2020-05-29,3.5
2020-05-30,2.6
2020-05-31,1.0
2020-06-01,0.0
2020-06-02,5.9
2020-06-03,2.7
2020-06-04,1.7
2020-06-05,4.7
2020-06-06,4.4
2020-06-07,1.1
2020-06-08,0.5
2020-06-09,1.3
2020-06-10,9.6
2020-06-11,9.2
2020-06-12,5.3
2020-06-13,0.0
2020-06-14,2.8
2020-06-15,1.8
2020-06-16,5.3
2020-06-17,2.3
2020-06-18,6.9
2020-06-19,1.8
2020-06-20,0.0
2020-06-21,1.5
2020-06-22,4.0
2020-06-23,0.0
2020-06-24,4.4
2020-06-25,0.0
2020-06-26,3.6
2020-06-27,2.6
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,4.1
2020-07-02,1.7
2020-07-03,3.3
2020-07-04,1.5
2020-07-05,1.9
2020-07-06,15.0
2020-07-07,7.5
2020-07-08,9.3
2020-07-09,6.1
2020-07-10,9.1
2020-07-11,7.2
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,8.1
2020-07-15,4.7
2020-07-16,2.9
2020-07-17,1.9
2020-07-18,4.7
2020-07-19,8.1
2020-07-20,0.9
2020-07-21,0.0
2020-07-22,6.4
2020-07-23,2.1
2020-07-24,7.6
2020-07-25,2.0
2020-07-26,4.6
2020-07-27,2.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,12.1
2020-07-31,8.4
2020-08-01,3.7
2020-08-02,3.2
2020-08-03,4.3
2020-08-04,2.6
2020-08-05,1.1
2020-08-06,0.0
