date,/m/0hn9s
2020-01-01,8.565310492505352
2020-01-02,7.815845824411133
2020-01-03,1.3918629550321198
2020-01-04,0.0
2020-01-05,2.248394004282655
2020-01-06,6.209850107066381
2020-01-07,1.6059957173447537
2020-01-08,3.319057815845824
2020-01-09,2.7837259100642395
2020-01-10,0.0
2020-01-11,4.710920770877944
2020-01-12,1.070663811563169
2020-01-13,0.0
2020-01-14,5.674518201284796
2020-01-15,9.528907922912207
2020-01-16,10.06423982869379
2020-01-17,1.3918629550321198
2020-01-18,5.460385438972162
2020-01-19,9.635974304068524
2020-01-20,16.91648822269807
2020-01-21,38.650963597430405
2020-01-22,46.46680942184154
2020-01-23,41.32762312633832
2020-01-24,97.64453961456104
2020-01-25,18.094218415417554
2020-01-26,35.01070663811564
2020-01-27,70.55674518201285
2020-01-28,26.659528907922912
2020-01-29,34.903640256959314
2020-01-30,27.19486081370449
2020-01-31,19.70021413276231
2020-02-01,8.99357601713062
2020-02-02,6.959314775160599
2020-02-03,11.02783725910064
2020-02-04,15.310492505353315
2020-02-05,16.059957173447536
2020-02-06,5.032119914346895
2020-02-07,7.922912205567452
2020-02-08,8.672376873661669
2020-02-09,6.531049250535332
2020-02-10,6.531049250535332
2020-02-11,7.815845824411133
2020-02-12,1.7130620985010705
2020-02-13,6.423982869379015
2020-02-14,1.4989293361884368
2020-02-15,1.9271948608137044
2020-02-16,7.708779443254818
2020-02-17,0.0
2020-02-18,1.3918629550321198
2020-02-19,2.569593147751606
2020-02-20,1.6059957173447537
2020-02-21,1.3918629550321198
2020-02-22,6.745182012847965
2020-02-23,1.9271948608137044
2020-02-24,7.1734475374732325
2020-02-25,5.781584582441112
2020-02-26,10.278372591006423
2020-02-27,14.882226980728051
2020-02-28,12.205567451820128
2020-02-29,2.569593147751606
2020-03-01,9.635974304068524
2020-03-02,15.417558886509635
2020-03-03,13.276231263383295
2020-03-04,24.30406852248393
2020-03-05,100.0
2020-03-06,28.800856531049252
2020-03-07,9.74304068522484
2020-03-08,40.25695931477516
2020-03-09,34.47537473233405
2020-03-10,18.308351177730195
2020-03-11,35.33190578158458
2020-03-12,13.49036402569593
2020-03-13,56.531049250535325
2020-03-14,27.837259100642395
2020-03-15,34.047109207708786
2020-03-16,17.023554603854393
2020-03-17,29.22912205567452
2020-03-18,20.66381156316916
2020-03-19,28.800856531049252
2020-03-20,22.05567451820129
2020-03-21,24.625267665952894
2020-03-22,18.41541755888651
2020-03-23,19.807280513918627
2020-03-24,19.05781584582441
2020-03-25,19.91434689507495
2020-03-26,14.775160599571734
2020-03-27,16.488222698072807
2020-03-28,18.20128479657388
2020-03-29,18.094218415417554
2020-03-30,10.599571734475372
2020-03-31,11.134903640256958
2020-04-01,9.528907922912207
2020-04-02,12.740899357601712
2020-04-03,7.708779443254818
2020-04-04,12.098501070663811
2020-04-05,7.066381156316916
2020-04-06,8.672376873661669
2020-04-07,6.745182012847965
2020-04-08,12.955032119914346
2020-04-09,7.066381156316916
2020-04-10,11.241970021413277
2020-04-11,5.032119914346895
2020-04-12,5.567451820128479
2020-04-13,8.244111349036404
2020-04-14,11.02783725910064
2020-04-15,12.419700214132762
2020-04-16,4.282655246252676
2020-04-17,11.77730192719486
2020-04-18,3.533190578158458
2020-04-19,8.672376873661669
2020-04-20,8.99357601713062
2020-04-21,6.102783725910064
2020-04-22,4.0685224839400425
2020-04-23,2.141327623126338
2020-04-24,2.9978586723768736
2020-04-25,9.100642398286938
2020-04-26,7.1734475374732325
2020-04-27,5.888650963597431
2020-04-28,0.9635974304068522
2020-04-29,5.460385438972162
2020-04-30,4.925053533190577
2020-05-01,5.2462526766595285
2020-05-02,2.6766595289079227
2020-05-03,2.9978586723768736
2020-05-04,2.7837259100642395
2020-05-05,0.6423982869379015
2020-05-06,3.211991434689508
2020-05-07,2.141327623126338
2020-05-08,5.2462526766595285
2020-05-09,1.7130620985010705
2020-05-10,3.426124197002141
2020-05-11,5.567451820128479
2020-05-12,2.355460385438972
2020-05-13,7.494646680942184
2020-05-14,0.9635974304068522
2020-05-15,4.6038543897216275
2020-05-16,2.6766595289079227
2020-05-17,4.817987152034262
2020-05-18,2.141327623126338
2020-05-19,1.7130620985010705
2020-05-20,3.747323340471092
2020-05-21,3.211991434689508
2020-05-22,2.141327623126338
2020-05-23,0.4282655246252676
2020-05-24,5.2462526766595285
2020-05-25,0.0
2020-05-26,3.533190578158458
2020-05-27,1.4989293361884368
2020-05-28,0.0
2020-05-29,2.569593147751606
2020-05-30,0.7494646680942184
2020-05-31,2.141327623126338
2020-06-01,0.32119914346895073
2020-06-02,2.355460385438972
2020-06-03,3.533190578158458
2020-06-04,2.141327623126338
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,1.9271948608137044
2020-06-08,1.177730192719486
2020-06-09,2.8907922912205564
2020-06-10,6.423982869379015
2020-06-11,1.4989293361884368
2020-06-12,5.995717344753747
2020-06-13,1.070663811563169
2020-06-14,0.0
2020-06-15,3.533190578158458
2020-06-16,3.1049250535331905
2020-06-17,0.0
2020-06-18,2.0342612419700212
2020-06-19,3.1049250535331905
2020-06-20,0.4282655246252676
2020-06-21,0.0
2020-06-22,0.8565310492505352
2020-06-23,0.5353319057815845
2020-06-24,0.32119914346895073
2020-06-25,2.6766595289079227
2020-06-26,3.854389721627409
2020-06-27,2.248394004282655
2020-06-28,0.0
2020-06-29,2.7837259100642395
2020-06-30,0.0
2020-07-01,0.6423982869379015
2020-07-02,3.1049250535331905
2020-07-03,0.6423982869379015
2020-07-04,4.925053533190577
