date,/m/02f84_
2020-02-01,0.0
2020-02-02,49.692526123523294
2020-02-03,39.88479070440685
2020-02-04,0.0
2020-02-05,44.46173389999453
2020-02-06,21.577017922056168
2020-02-07,23.53856500587945
2020-02-08,25.500112089702743
2020-02-09,23.53856500587945
2020-02-10,43.154035844112336
2020-02-11,0.0
2020-02-12,21.577017922056168
2020-02-13,22.230866949997264
2020-02-14,23.53856500587945
2020-02-15,0.0
2020-02-16,48.3848280676411
2020-02-17,21.577017922056168
2020-02-18,0.0
2020-02-19,43.154035844112336
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,24.846263061761647
2020-02-24,65.3849027941096
2020-02-25,0.0
2020-02-26,62.11565765440412
2020-02-27,43.807884872053435
2020-02-28,22.88471597793836
2020-02-29,49.692526123523294
2020-03-01,0.0
2020-03-02,20.269319866173976
2020-03-03,20.923168894115072
2020-03-04,0.0
2020-03-05,20.923168894115072
2020-03-06,22.230866949997264
2020-03-07,24.846263061761647
2020-03-08,0.0
2020-03-09,40.53863973234795
2020-03-10,20.269319866173976
2020-03-11,20.923168894115072
2020-03-12,20.269319866173976
2020-03-13,21.577017922056168
2020-03-14,46.42328098381781
2020-03-15,22.88471597793836
2020-03-16,39.88479070440685
2020-03-17,20.269319866173976
2020-03-18,41.192488760289045
2020-03-19,20.923168894115072
2020-03-20,39.230941676465754
2020-03-21,0.0
2020-03-22,43.154035844112336
2020-03-23,0.0
2020-03-24,19.615470838232877
2020-03-25,38.57709264852466
2020-03-26,60.154110570580826
2020-03-27,18.961621810291785
2020-03-28,44.46173389999453
2020-03-29,0.0
2020-03-30,18.961621810291785
2020-03-31,18.30777278235069
2020-04-01,18.30777278235069
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,45.11558292793563
2020-04-05,0.0
2020-04-06,19.615470838232877
2020-04-07,40.53863973234795
2020-04-08,20.269319866173976
2020-04-09,0.0
2020-04-10,21.577017922056168
2020-04-11,44.46173389999453
2020-04-12,22.230866949997264
2020-04-13,0.0
2020-04-14,58.192563486757535
2020-04-15,18.961621810291785
2020-04-16,0.0
2020-04-17,39.230941676465754
2020-04-18,0.0
2020-04-19,20.923168894115072
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,18.961621810291785
2020-04-23,36.61554556470138
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,44.46173389999453
2020-05-03,0.0
2020-05-04,18.961621810291785
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,20.923168894115072
2020-05-11,18.30777278235069
2020-05-12,55.57716737499316
2020-05-13,18.961621810291785
2020-05-14,36.61554556470138
2020-05-15,0.0
2020-05-16,22.230866949997264
2020-05-17,22.88471597793836
2020-05-18,0.0
2020-05-19,19.615470838232877
2020-05-20,19.615470838232877
2020-05-21,20.269319866173976
2020-05-22,0.0
2020-05-23,24.19241403382055
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,19.615470838232877
2020-05-27,19.615470838232877
2020-05-28,0.0
2020-05-29,20.923168894115072
2020-05-30,0.0
