date,/m/07mf1
2020-02-01,5.036898159657568
2020-02-02,5.783105294421649
2020-02-03,4.153886383520067
2020-02-04,6.168645647383094
2020-02-05,5.559243153992425
2020-02-06,5.845289222318658
2020-02-07,5.186139586610383
2020-02-08,6.69099064171795
2020-02-09,5.377033371951924
2020-02-10,6.855482127462348
2020-02-11,4.6425174297238145
2020-02-12,6.130383056288448
2020-02-13,5.414700856168749
2020-02-14,4.802604237645324
2020-02-15,3.901409874434266
2020-02-16,5.451218547685034
2020-02-17,5.410077275627035
2020-02-18,6.006625720468038
2020-02-19,5.821489996207037
2020-02-20,5.636354271946036
2020-02-21,4.443257382264028
2020-02-22,3.723285121249024
2020-02-23,7.0968694300050466
2020-02-24,15.541113308844306
2020-02-25,22.97259112743713
2020-02-26,21.672788923424697
2020-02-27,21.277196948290474
2020-02-28,24.724498445888667
2020-02-29,26.561175473297535
2020-03-01,34.020909861542805
2020-03-02,28.143543373834415
2020-03-03,32.74936422718283
2020-03-04,23.142130545351797
2020-03-05,32.240745973438834
2020-03-06,34.72732410285392
2020-03-07,48.99689177733825
2020-03-08,50.35320712065557
2020-03-09,64.22718282000564
2020-03-10,62.78609776773098
2020-03-11,68.88951681265894
2020-03-12,56.42836959593104
2020-03-13,67.9005368748234
2020-03-14,74.51257417349535
2020-03-15,91.49477253461427
2020-03-16,100.00000000000001
2020-03-17,99.40661203729866
2020-03-18,69.33585179665954
2020-03-19,64.2658389182477
2020-03-20,70.43207079739726
2020-03-21,66.66381798236141
2020-03-22,58.784743914559186
2020-03-23,74.54289205016364
2020-03-24,67.691523295553
2020-03-25,54.19432684897007
2020-03-26,60.0179902903891
2020-03-27,64.53989366843211
2020-03-28,51.659320409764135
2020-03-29,53.09810784823237
2020-03-30,52.75553941050184
2020-03-31,52.776829459561775
2020-04-01,54.19352216934973
2020-04-02,40.76093975130576
2020-04-03,43.13480129932215
2020-04-04,43.65589285864284
2020-04-05,33.63935510725659
2020-04-06,37.63439039538172
2020-04-07,31.207594497093467
2020-04-08,32.526984581659676
2020-04-09,35.88294330833886
2020-04-10,36.72193299000864
2020-04-11,34.85034062320681
2020-04-12,28.3320361733107
2020-04-13,24.072550097140994
2020-04-14,28.590186844593735
2020-04-15,30.936839484155033
2020-04-16,27.53622887576059
2020-04-17,25.264721779948687
2020-04-18,28.880590218179872
2020-04-19,28.138873615465773
2020-04-20,29.48323495788507
2020-04-21,30.039522409920632
2020-04-22,33.43566310718588
2020-04-23,31.72804964800167
2020-04-24,30.835698251651625
2020-04-25,25.977340649301357
2020-04-26,33.76062782857677
2020-04-27,37.72663403457698
2020-04-28,32.81870135465172
2020-04-29,38.91643589637705
2020-04-30,42.83903311846195
2020-05-01,30.201005920553857
2020-05-02,28.079447653407513
2020-05-03,32.82175436820523
2020-05-04,42.34796697950941
2020-05-05,34.652118363390315
2020-05-06,44.96871542716075
2020-05-07,34.06767016895613
2020-05-08,29.59937224756489
2020-05-09,40.57124920703175
2020-05-10,33.76233520967773
2020-05-11,39.865662264300774
2020-05-12,39.72454487575455
2020-05-13,41.170998108353096
2020-05-14,36.43429277775955
2020-05-15,38.85181414280601
2020-05-16,27.95666080967249
2020-05-17,28.82675986058246
2020-05-18,30.15082363370634
2020-05-19,31.550548193865854
2020-05-20,23.719656735676125
2020-05-21,28.259303957815085
2020-05-22,23.791555167285093
2020-05-23,24.11801286027569
2020-05-24,27.132764467810155
2020-05-25,31.30317085823282
2020-05-26,19.24416442809498
2020-05-27,25.625388664042923
2020-05-28,19.796868889476293
2020-05-29,19.127662716144137
2020-05-30,24.255884080231553
2020-05-31,23.688494978939588
2020-06-01,20.756984622264426
2020-06-02,18.061886391127587
2020-06-03,23.073823452539948
2020-06-04,19.007534893280862
2020-06-05,20.99339674780274
2020-06-06,19.40075280177452
2020-06-07,15.878960095719913
2020-06-08,16.743961812996485
2020-06-09,14.179849579640925
2020-06-10,17.886999796540522
2020-06-11,15.570030910978275
2020-06-12,16.095210525039057
2020-06-13,15.58352049772423
2020-06-14,16.50092591311791
2020-06-15,12.107386696413752
2020-06-16,11.067694210018113
2020-06-17,20.626157391397392
2020-06-18,13.884925463477268
2020-06-19,13.952002398083444
2020-06-20,18.077457077979766
2020-06-21,15.999130249529788
2020-06-22,14.792299303983357
2020-06-23,15.171589029726526
2020-06-24,17.102518542600812
2020-06-25,20.75749226339856
2020-06-26,13.688911010912339
2020-06-27,17.86109799408714
2020-06-28,12.09098354729635
2020-06-29,11.89482587108404
2020-06-30,15.581238847659677
2020-07-01,14.598195387239505
2020-07-02,11.14115921809524
2020-07-03,11.452456313894963
2020-07-04,11.1083911027479
2020-07-05,15.134902707660578
2020-07-06,9.150874549382449
2020-07-07,15.696755613904196
2020-07-08,21.20731875495567
2020-07-09,15.763550318644205
2020-07-10,14.828424452283965
2020-07-11,16.431497366044393
2020-07-12,13.601706275953058
2020-07-13,11.158444238814988
2020-07-14,9.652396550140573
2020-07-15,15.573902235155892
2020-07-16,15.471217165473542
2020-07-17,13.177917275901136
2020-07-18,16.05309922700684
2020-07-19,15.026248530183373
2020-07-20,17.0199057069201
2020-07-21,15.806148152217167
2020-07-22,16.0861783360163
2020-07-23,15.028286530552945
2020-07-24,17.57967264961162
2020-07-25,11.979068973629158
2020-07-26,13.628135611557322
2020-07-27,14.063738119689301
2020-07-28,18.357534271275853
2020-07-29,14.499340627821272
2020-07-30,17.735244973944468
2020-07-31,19.508769471338915
2020-08-01,16.708467633347684
2020-08-02,16.770696563080822
2020-08-03,15.463889038684913
