date,/m/01cpyy
2020-02-01,5.011333644315472
2020-02-02,4.68164064139998
2020-02-03,4.103892902957594
2020-02-04,3.5920837650983075
2020-02-05,3.526145164515208
2020-02-06,3.554404564765109
2020-02-07,4.091333169513193
2020-02-08,4.656521174511182
2020-02-09,4.389405391527289
2020-02-10,3.899890680580623
2020-02-11,3.740325111819002
2020-02-12,3.640258568697308
2020-02-13,3.8133466432861844
2020-02-14,3.1561528600815443
2020-02-15,3.0877552869662117
2020-02-16,2.8409849492597936
2020-02-17,2.6686766905029122
2020-02-18,2.5468001172358496
2020-02-19,2.2652232065843636
2020-02-20,2.3366680943616065
2020-02-21,2.4039103416813643
2020-02-22,3.8832397827160503
2020-02-23,7.508476298871505
2020-02-24,12.942386831275721
2020-02-25,15.781893004115226
2020-02-26,17.71604938271605
2020-02-27,22.427983539094654
2020-02-28,25.63786008230453
2020-02-29,27.839506172839513
2020-03-01,28.39506172839508
2020-03-02,27.07818930041154
2020-03-03,27.65432098765434
2020-03-04,26.337448559670793
2020-03-05,27.757201646090547
2020-03-06,26.934156378600832
2020-03-07,28.55967078189301
2020-03-08,30.45267489711935
2020-03-09,35.267489711934175
2020-03-10,38.168724279835395
2020-03-11,52.30452674897119
2020-03-12,70.92592592592594
2020-03-13,90.96707818930045
2020-03-14,100.0
2020-03-15,99.73251028806585
2020-03-16,92.05761316872429
2020-03-17,98.53909465020577
2020-03-18,92.88084709449417
2020-03-19,75.2731035694716
2020-03-20,69.6134717221429
2020-03-21,69.99078051196481
2020-03-22,66.5950014035676
2020-03-23,58.419977624092816
2020-03-24,48.98045393305619
2020-03-25,45.27570585036369
2020-03-26,44.17042189199134
2020-03-27,42.88092394055694
2020-03-28,41.61189421057388
2020-03-29,36.65858461934963
2020-03-30,33.424605630037945
2020-03-31,30.190626640726247
2020-04-01,29.67892110444275
2020-04-02,34.46848492405628
2020-04-03,39.749286058501944
2020-04-04,45.234769407461016
2020-04-05,37.293099484341155
2020-04-06,28.9830015750972
2020-04-07,21.512100745358172
2020-04-08,25.869321246440748
2020-04-09,24.38646918745474
2020-04-10,23.53221745782149
2020-04-11,19.067543323700566
2020-04-12,18.22940955123021
2020-04-13,23.806222729590644
2020-04-14,22.30725271344174
2020-04-15,22.495778582928793
2020-04-16,21.207173487923868
2020-04-17,20.608100790524887
2020-04-18,20.967544408964276
2020-04-19,20.128842632605703
2020-04-20,14.404370190793237
2020-04-21,13.392602968519409
2020-04-22,13.707654695861487
2020-04-23,17.78336289382987
2020-04-24,13.054208790936395
2020-04-25,12.79268874838007
2020-04-26,11.441501861839074
2020-04-27,10.15569498593716
2020-04-28,11.768401915034474
2020-04-29,11.583158551557084
2020-04-30,14.330472065537787
2020-05-01,13.08891868541043
2020-05-02,12.20510102498079
2020-05-03,11.321283364551153
2020-05-04,10.563725369897172
2020-05-05,9.869297208131025
2020-05-06,9.74303754235536
2020-05-07,10.484453702862067
2020-05-08,10.137567658675543
2020-05-09,10.838419054072807
2020-05-10,10.689753606564295
2020-05-11,9.69865062317423
2020-05-12,9.422557649229853
2020-05-13,9.514588640544645
2020-05-14,9.591305419223886
2020-05-15,9.152023341322488
2020-05-16,9.138949022263457
2020-05-17,9.68807042274281
2020-05-18,8.870925481553297
2020-05-19,8.3021926024854
2020-05-20,8.066854859422822
2020-05-21,7.6484766495337935
2020-05-22,7.401828555068851
2020-05-23,7.140449067383328
2020-05-24,7.464523911591344
2020-05-25,7.1566528095937265
2020-05-26,6.708349275105968
2020-05-27,6.000785865251795
2020-05-28,6.783966738754506
2020-05-29,5.998847437708334
2020-05-30,5.4745276900932645
2020-05-31,5.406626571456451
2020-06-01,5.1944355757164
2020-06-02,5.164728836312795
2020-06-03,4.8803929020211285
2020-06-04,4.659714266451478
2020-06-05,4.345671592756204
2020-06-06,4.217041079898403
2020-06-07,4.2823652962823715
2020-06-08,4.060988785203368
2020-06-09,4.195266341103749
2020-06-10,4.05010141580604
2020-06-11,3.93034035243543
2020-06-12,3.9847771994220715
2020-06-13,3.9695306246286606
2020-06-14,4.639567485391118
2020-06-15,4.137691194904099
2020-06-16,4.25665446376028
2020-06-17,4.3384417110989055
2020-06-18,4.115385581993564
2020-06-19,4.215760840090968
2020-06-20,4.51868720675319
2020-06-21,4.479545647614739
2020-06-22,4.420467078173737
2020-06-23,4.920897313438688
2020-06-24,4.834017064260745
2020-06-25,4.277983469521911
2020-06-26,4.013867512020965
2020-06-27,4.260607419686322
2020-06-28,4.348820238506593
2020-06-29,3.9863303248434874
2020-06-30,4.194744275436965
2020-07-01,3.973097693059775
2020-07-02,3.926783481816779
2020-07-03,3.5198800544676114
2020-07-04,4.039260851978339
2020-07-05,4.435345953541263
2020-07-06,4.345180188423848
2020-07-07,4.56594337541635
2020-07-08,4.9408903755464735
2020-07-09,4.930377842832543
2020-07-10,4.706110478268732
2020-07-11,4.870806824120282
2020-07-12,5.391293641883535
2020-07-13,5.394569999868293
2020-07-14,5.451585780354707
2020-07-15,4.8244121950041645
2020-07-16,5.4428141218183335
2020-07-17,6.01735775595065
2020-07-18,5.84631041449141
2020-07-19,6.324365804723642
2020-07-20,6.217177794091854
2020-07-21,6.047850393870058
2020-07-22,5.712366110814241
2020-07-23,5.858217291605779
2020-07-24,5.818480973261369
2020-07-25,6.201000739085396
2020-07-26,6.080995118423674
2020-07-27,10.199376138077618
2020-07-28,5.214030850855823
2020-07-29,5.122556625402212
2020-07-30,4.756659723587768
2020-07-31,4.585145550862247
2020-08-01,4.379328543591623
2020-08-02,4.928173896313289
2020-08-03,4.676619776315859
2020-08-04,4.540475899803495
2020-08-05,4.151292251248911
2020-08-06,4.287672846041542
2020-08-07,4.5072123400979756
2020-08-08,4.390789881128655
2020-08-09,4.177903099013325
2020-08-10,3.968342672868549
2020-08-11,4.463428267801083
2020-08-12,4.082768548338797
2020-08-13,4.335935855703036
2020-08-14,5.719441704397755
2020-08-15,4.984899939369115
2020-08-16,5.081174830901997
2020-08-17,4.713903948387675
2020-08-18,4.599378530519444
2020-08-19,4.46791277103363
2020-08-20,4.88268146513641
2020-08-21,4.6112519520838555
2020-08-22,4.428265763509099
2020-08-23,4.272727503220556
2020-08-24,4.620401261512593
2020-08-25,4.547206786082691
2020-08-26,4.512550152808811
2020-08-27,5.5709946041717595
2020-08-28,5.454655218046455
2020-08-29,5.079045199984753
2020-08-30,5.158820779042106
2020-08-31,4.7931827083625755
2020-09-01,4.4574604798295505
2020-09-02,4.661026659080556
2020-09-03,4.71880055259909
2020-09-04,4.701616282560492
2020-09-05,4.646626618436976
2020-09-06,4.90782752302367
2020-09-07,4.571015830267145
2020-09-08,4.62256864038294
2020-09-09,5.131700328080843
2020-09-10,6.410121666997255
2020-09-11,6.681383326082423
2020-09-12,5.496178538694912
2020-09-13,5.191530829260796
2020-09-14,5.575470408273652
2020-09-15,4.527983078575533
2020-09-16,4.331840032775487
2020-09-17,4.498902123838278
2020-09-18,4.207273909330656
2020-09-19,3.9965590223858816
2020-09-20,3.8209632832652356
2020-09-21,3.7472130728345654
2020-09-22,3.378462020681211
2020-09-23,4.151083272812048
2020-09-24,4.5915861366707835
2020-09-25,3.953753611093097
2020-09-26,3.4869475191336092
2020-09-27,3.5276755674253777
2020-09-28,3.518276787050354
2020-09-29,3.4399536172584937
2020-09-30,3.132926791674402
2020-10-01,3.2112499614662617
2020-10-02,2.97191839042552
2020-10-03,2.7377962021122566
2020-10-04,3.1104805018762276
2020-10-05,3.0746454730527693
2020-10-06,3.0316434384646183
2020-10-07,2.8309672770532486
2020-10-08,3.2800996383072656
2020-10-09,3.032469279553519
2020-10-10,3.1201771574404904
2020-10-11,3.249938778354839
2020-10-12,3.2941756945756397
2020-10-13,3.297124822323693
2020-10-14,3.453428592970523
2020-10-15,3.556648064152392
2020-10-16,3.0805729193734894
2020-10-17,3.07063103668209
2020-10-18,3.0764631943965863
2020-10-19,3.309749502976422
2020-10-20,3.3680710801213807
2020-10-21,3.475965997839556
2020-10-22,4.528670465306065
2020-10-23,4.344957497299444
2020-10-24,3.900562124610568
2020-10-25,4.460253622265689
2020-10-26,4.543622848850094
2020-10-27,5.3689781920357085
2020-10-28,5.8150035542622796
2020-10-29,5.098028205636393
2020-10-30,4.176798251878712
2020-10-31,4.1943811848555494
2020-11-01,4.074031941115207
2020-11-02,3.6473109734683193
2020-11-03,3.560813480026384
2020-11-04,3.2897880005749824
2020-11-05,3.480082486147242
2020-11-06,3.384935243361113
2020-11-07,3.7054710492079206
2020-11-08,3.825598697637977
2020-11-09,3.8545003197013465
2020-11-10,3.7973520099927107
2020-11-11,3.4836806775549576
2020-11-12,3.084825616930432
2020-11-13,2.474722516092725
2020-11-14,2.2526152406890674
2020-11-15,2.613571444887154
2020-11-16,2.6193029612136605
2020-11-17,2.5638983033907614
2020-11-18,2.4951201074726774
2020-11-19,2.2735014761810772
2020-11-20,2.1684236768617837
2020-11-21,1.9639995945497035
2020-11-22,2.2223317431125995
2020-11-23,2.2763398052764523
2020-11-24,2.1523212921594577
2020-11-25,2.1743245767447306
2020-11-26,2.2363338333032283
2020-11-27,1.9102851617214514
2020-11-28,1.7902672458017792
2020-11-29,1.710255301855331
2020-11-30,1.8650260384618877
