date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,4.0,4.0,1
2020-02-02,1.0,1.0,1
2020-02-03,3.0,3.0,1
2020-02-04,2.0,2.0,1
2020-02-05,3.0,3.0,1
2020-02-06,3.0,3.0,1
2020-02-07,4.0,4.0,1
2020-02-08,2.0,2.0,1
2020-02-09,2.0,2.0,1
2020-02-10,2.0,2.0,1
2020-02-11,3.0,3.0,1
2020-02-12,6.0,6.0,1
2020-02-13,3.0,3.0,1
2020-02-14,3.0,3.0,1
2020-02-15,5.0,5.0,1
2020-02-16,2.0,2.0,1
2020-02-17,2.0,2.0,1
2020-02-18,3.0,3.0,1
2020-02-19,3.0,3.0,1
2020-02-20,4.0,4.0,1
2020-02-21,4.0,4.0,1
2020-02-22,10.0,10.0,1
2020-02-23,10.0,10.0,1
2020-02-24,12.0,12.0,1
2020-02-25,19.0,19.0,1
2020-02-26,23.0,23.0,1
2020-02-27,17.0,17.0,1
2020-02-28,29.0,29.0,1
2020-02-29,16.0,16.0,1
2020-03-01,21.0,21.0,1
2020-03-02,21.0,21.0,1
2020-03-03,18.0,18.0,1
2020-03-04,16.0,16.0,1
2020-03-05,11.0,11.0,1
2020-03-06,22.0,22.0,1
2020-03-07,22.0,22.0,1
2020-03-08,21.0,21.0,1
2020-03-09,24.0,24.0,1
2020-03-10,40.0,40.0,1
2020-03-11,39.0,39.0,1
2020-03-12,67.0,67.0,1
2020-03-13,74.0,74.0,1
2020-03-14,80.0,80.0,1
2020-03-15,88.0,88.0,1
2020-03-16,78.0,78.0,1
2020-03-17,89.0,89.0,1
2020-03-18,76.0,76.0,1
2020-03-19,66.0,66.0,1
2020-03-20,58.0,58.0,1
2020-03-21,61.0,61.0,1
2020-03-22,84.0,84.0,1
2020-03-23,73.0,73.0,1
2020-03-24,66.0,66.0,1
2020-03-25,69.0,69.0,1
2020-03-26,65.0,65.0,1
2020-03-27,75.0,75.0,1
2020-03-28,68.0,68.0,1
2020-03-29,63.0,63.0,1
2020-03-30,67.0,67.0,1
2020-03-31,66.0,66.0,1
2020-04-01,54.0,54.0,1
2020-04-02,74.0,74.0,1
2020-04-03,67.0,67.0,1
2020-04-04,66.0,66.0,1
2020-04-05,64.0,64.0,1
2020-04-06,58.0,58.0,1
2020-04-07,67.0,67.0,1
2020-04-08,60.0,60.0,1
2020-04-09,47.0,47.0,1
2020-04-10,59.0,59.0,1
2020-04-11,57.0,57.0,1
2020-04-12,48.0,48.0,1
2020-04-13,58.0,58.0,1
2020-04-14,60.0,60.0,1
2020-04-15,51.0,51.0,1
2020-04-16,58.0,58.0,1
2020-04-17,53.0,53.0,1
2020-04-18,50.0,50.0,1
2020-04-19,58.0,58.0,1
2020-04-20,49.0,49.0,1
2020-04-21,65.0,65.0,1
2020-04-22,63.0,63.0,1
2020-04-23,53.0,53.0,1
2020-04-24,50.0,50.0,1
2020-04-25,55.0,55.0,1
2020-04-26,47.0,47.0,1
2020-04-27,48.0,48.0,1
2020-04-28,52.0,52.0,1
2020-04-29,41.0,41.0,1
2020-04-30,50.0,50.0,1
2020-05-01,55.0,55.0,1
2020-05-02,39.0,39.0,1
2020-05-03,42.0,42.0,1
2020-05-04,38.0,38.0,1
2020-05-05,52.0,52.0,1
2020-05-06,57.0,57.0,1
2020-05-07,48.0,48.0,1
2020-05-08,41.0,41.0,1
2020-05-09,43.0,43.0,1
2020-05-10,46.0,46.0,1
2020-05-11,49.0,49.0,1
2020-05-12,36.0,36.0,1
2020-05-13,48.0,48.0,1
2020-05-14,46.0,46.0,1
2020-05-15,47.0,47.0,1
2020-05-16,44.0,44.0,1
2020-05-17,40.0,40.0,1
2020-05-18,49.0,49.0,1
2020-05-19,60.0,60.0,1
2020-05-20,46.0,46.0,1
2020-05-21,42.0,42.0,1
2020-05-22,32.0,32.0,1
2020-05-23,41.0,41.0,1
2020-05-24,38.0,38.0,1
2020-05-25,47.0,47.0,1
2020-05-26,46.0,46.0,1
2020-05-27,38.0,38.0,1
2020-05-28,41.0,41.0,1
2020-05-29,39.0,39.0,1
2020-05-30,30.0,30.0,1
2020-05-31,44.0,44.0,1
2020-06-01,39.0,39.0,1
2020-06-02,43.0,43.0,1
2020-06-03,41.0,41.0,1
2020-06-04,43.0,43.0,1
2020-06-05,46.0,46.0,1
2020-06-06,36.0,36.0,1
2020-06-07,39.0,39.0,1
2020-06-08,42.0,42.0,1
2020-06-09,49.0,49.0,1
2020-06-10,44.0,44.0,1
2020-06-11,44.0,44.0,1
2020-06-12,41.0,41.0,1
2020-06-13,46.0,46.0,1
2020-06-14,40.0,40.0,1
2020-06-15,55.0,55.0,1
2020-06-16,49.0,49.0,1
2020-06-17,39.0,39.0,1
2020-06-18,41.0,41.0,1
2020-06-19,54.0,54.0,1
2020-06-20,54.0,54.0,1
2020-06-21,43.0,43.0,1
2020-06-22,51.0,51.0,1
2020-06-23,48.0,48.0,1
2020-06-24,38.0,38.0,1
2020-06-25,50.0,50.0,1
2020-06-26,40.0,40.0,1
2020-06-27,34.0,34.0,1
2020-06-28,50.0,50.0,1
2020-06-29,49.0,49.0,1
2020-06-30,45.0,45.0,1
2020-07-01,53.0,53.0,1
2020-07-02,43.0,43.0,1
2020-07-03,42.0,42.0,1
2020-07-04,49.0,49.0,1
2020-07-05,47.0,47.0,1
2020-07-06,48.0,48.0,1
2020-07-07,42.0,42.0,1
2020-07-08,41.0,41.0,1
2020-07-09,43.0,43.0,1
2020-07-10,37.0,37.0,1
2020-07-11,41.0,41.0,1
2020-07-12,48.0,48.0,1
2020-07-13,56.0,56.0,1
2020-07-14,55.0,55.0,1
2020-07-15,49.0,49.0,1
2020-07-16,41.0,41.0,1
2020-07-17,54.0,54.0,1
2020-07-18,60.0,60.0,1
2020-07-19,53.0,53.0,1
2020-07-20,59.0,59.0,1
2020-07-21,66.0,66.0,1
2020-07-22,54.0,54.0,1
2020-07-23,55.0,55.0,1
2020-07-24,59.0,59.0,1
2020-07-25,49.0,49.0,1
2020-07-26,63.0,63.0,1
2020-07-27,56.0,56.0,1
2020-07-28,53.0,53.0,1
2020-07-29,54.0,54.0,1
2020-07-30,52.0,52.0,1
2020-07-31,46.0,46.0,1
2020-08-01,60.0,60.0,1
2020-08-02,51.0,51.0,1
2020-08-03,53.0,53.0,1
2020-08-04,57.0,57.0,1
2020-08-05,49.0,49.0,1
2020-08-06,54.0,54.0,1
2020-08-07,49.0,49.0,1
2020-08-08,50.0,50.0,1
2020-08-09,46.0,46.0,1
2020-08-10,55.0,55.0,1
2020-08-11,58.0,58.0,1
2020-08-12,59.0,59.0,1
2020-08-13,52.0,52.0,1
2020-08-14,57.0,57.0,1
2020-08-15,46.0,46.0,1
2020-08-16,52.0,52.0,1
2020-08-17,66.0,66.0,1
2020-08-18,63.0,63.0,1
2020-08-19,61.0,61.0,1
2020-08-20,49.0,49.0,1
2020-08-21,44.0,44.0,1
2020-08-22,51.0,51.0,1
2020-08-23,54.0,54.0,1
2020-08-24,59.0,59.0,1
2020-08-25,60.0,60.0,1
2020-08-26,50.0,50.0,1
2020-08-27,55.0,55.0,1
2020-08-28,56.0,56.0,1
2020-08-29,39.0,39.0,1
2020-08-30,45.0,45.0,1
2020-08-31,48.0,48.0,1
2020-09-01,53.0,53.0,1
2020-09-02,48.0,48.0,1
2020-09-03,37.0,37.0,1
2020-09-04,52.0,52.0,1
2020-09-05,42.0,42.0,1
2020-09-06,44.0,44.0,1
2020-09-07,56.0,56.0,1
2020-09-08,51.0,51.0,1
2020-09-09,47.0,47.0,1
2020-09-10,42.0,42.0,1
2020-09-11,45.0,45.0,1
