date,/m/0405g08_0,/m/0405g08,batch_id
2020-02-01,56.0,56.0,1
2020-02-02,64.0,64.0,1
2020-02-03,64.0,64.0,1
2020-02-04,46.0,46.0,1
2020-02-05,53.0,53.0,1
2020-02-06,62.0,62.0,1
2020-02-07,48.0,48.0,1
2020-02-08,53.0,53.0,1
2020-02-09,61.0,61.0,1
2020-02-10,52.0,52.0,1
2020-02-11,49.0,49.0,1
2020-02-12,46.0,46.0,1
2020-02-13,58.0,58.0,1
2020-02-14,49.0,49.0,1
2020-02-15,46.0,46.0,1
2020-02-16,48.0,48.0,1
2020-02-17,41.0,41.0,1
2020-02-18,36.0,36.0,1
2020-02-19,45.0,45.0,1
2020-02-20,39.0,39.0,1
2020-02-21,44.0,44.0,1
2020-02-22,40.0,40.0,1
2020-02-23,45.0,45.0,1
2020-02-24,45.0,45.0,1
2020-02-25,59.0,59.0,1
2020-02-26,59.0,59.0,1
2020-02-27,66.0,66.0,1
2020-02-28,63.0,63.0,1
2020-02-29,50.0,50.0,1
2020-03-01,71.0,71.0,1
2020-03-02,67.0,67.0,1
2020-03-03,62.0,62.0,1
2020-03-04,67.0,67.0,1
2020-03-05,65.0,65.0,1
2020-03-06,44.0,44.0,1
2020-03-07,54.0,54.0,1
2020-03-08,59.0,59.0,1
2020-03-09,56.0,56.0,1
2020-03-10,60.0,60.0,1
2020-03-11,76.0,76.0,1
2020-03-12,74.0,74.0,1
2020-03-13,95.0,95.0,1
2020-03-14,89.0,89.0,1
2020-03-15,86.0,86.0,1
2020-03-16,100.0,100.0,1
2020-03-17,80.0,80.0,1
2020-03-18,87.0,87.0,1
2020-03-19,75.0,75.0,1
2020-03-20,69.0,69.0,1
2020-03-21,78.0,78.0,1
2020-03-22,78.0,78.0,1
2020-03-23,61.0,61.0,1
2020-03-24,67.0,67.0,1
2020-03-25,70.0,70.0,1
2020-03-26,74.0,74.0,1
2020-03-27,65.0,65.0,1
2020-03-28,69.0,69.0,1
2020-03-29,61.0,61.0,1
2020-03-30,52.0,52.0,1
2020-03-31,58.0,58.0,1
2020-04-01,59.0,59.0,1
2020-04-02,58.0,58.0,1
2020-04-03,56.0,56.0,1
2020-04-04,65.0,65.0,1
2020-04-05,70.0,70.0,1
2020-04-06,53.0,53.0,1
2020-04-07,59.0,59.0,1
2020-04-08,52.0,52.0,1
2020-04-09,50.0,50.0,1
2020-04-10,56.0,56.0,1
2020-04-11,56.0,56.0,1
2020-04-12,55.0,55.0,1
2020-04-13,49.0,49.0,1
2020-04-14,47.0,47.0,1
2020-04-15,47.0,47.0,1
2020-04-16,46.0,46.0,1
2020-04-17,53.0,53.0,1
2020-04-18,50.0,50.0,1
2020-04-19,56.0,56.0,1
2020-04-20,49.0,49.0,1
2020-04-21,50.0,50.0,1
2020-04-22,51.0,51.0,1
2020-04-23,39.0,39.0,1
2020-04-24,46.0,46.0,1
2020-04-25,39.0,39.0,1
2020-04-26,53.0,53.0,1
2020-04-27,36.0,36.0,1
2020-04-28,39.0,39.0,1
2020-04-29,41.0,41.0,1
2020-04-30,41.0,41.0,1
2020-05-01,36.0,36.0,1
2020-05-02,52.0,52.0,1
2020-05-03,43.0,43.0,1
2020-05-04,43.0,43.0,1
2020-05-05,40.0,40.0,1
2020-05-06,44.0,44.0,1
2020-05-07,39.0,39.0,1
2020-05-08,44.0,44.0,1
2020-05-09,54.0,54.0,1
2020-05-10,43.0,43.0,1
2020-05-11,37.0,37.0,1
2020-05-12,42.0,42.0,1
2020-05-13,40.0,40.0,1
2020-05-14,44.0,44.0,1
2020-05-15,47.0,47.0,1
2020-05-16,32.0,32.0,1
2020-05-17,43.0,43.0,1
2020-05-18,43.0,43.0,1
2020-05-19,42.0,42.0,1
2020-05-20,49.0,49.0,1
2020-05-21,42.0,42.0,1
2020-05-22,38.0,38.0,1
2020-05-23,52.0,52.0,1
2020-05-24,41.0,41.0,1
2020-05-25,41.0,41.0,1
2020-05-26,39.0,39.0,1
2020-05-27,39.0,39.0,1
2020-05-28,37.0,37.0,1
2020-05-29,41.0,41.0,1
2020-05-30,48.0,48.0,1
2020-05-31,53.0,53.0,1
2020-06-01,39.0,39.0,1
2020-06-02,47.0,47.0,1
2020-06-03,50.0,50.0,1
2020-06-04,38.0,38.0,1
2020-06-05,32.0,32.0,1
2020-06-06,46.0,46.0,1
2020-06-07,43.0,43.0,1
2020-06-08,42.0,42.0,1
2020-06-09,39.0,39.0,1
2020-06-10,38.0,38.0,1
2020-06-11,34.0,34.0,1
2020-06-12,39.0,39.0,1
2020-06-13,41.0,41.0,1
2020-06-14,39.0,39.0,1
2020-06-15,40.0,40.0,1
2020-06-16,56.0,56.0,1
2020-06-17,40.0,40.0,1
2020-06-18,38.0,38.0,1
2020-06-19,35.0,35.0,1
2020-06-20,50.0,50.0,1
2020-06-21,45.0,45.0,1
2020-06-22,57.0,57.0,1
2020-06-23,36.0,36.0,1
2020-06-24,39.0,39.0,1
2020-06-25,35.0,35.0,1
2020-06-26,35.0,35.0,1
2020-06-27,35.0,35.0,1
2020-06-28,37.0,37.0,1
