date,/m/01cdt5_0,/m/01cdt5,batch_id
2020-02-01,18.0,18.0,1
2020-02-02,38.0,38.0,1
2020-02-03,41.0,41.0,1
2020-02-04,28.0,28.0,1
2020-02-05,32.0,32.0,1
2020-02-06,20.0,20.0,1
2020-02-07,16.0,16.0,1
2020-02-08,9.0,9.0,1
2020-02-09,21.0,21.0,1
2020-02-10,22.0,22.0,1
2020-02-11,32.0,32.0,1
2020-02-12,17.0,17.0,1
2020-02-13,32.0,32.0,1
2020-02-14,21.0,21.0,1
2020-02-15,15.0,15.0,1
2020-02-16,40.0,40.0,1
2020-02-17,28.0,28.0,1
2020-02-18,20.0,20.0,1
2020-02-19,17.0,17.0,1
2020-02-20,13.0,13.0,1
2020-02-21,15.0,15.0,1
2020-02-22,30.0,30.0,1
2020-02-23,26.0,26.0,1
2020-02-24,32.0,32.0,1
2020-02-25,21.0,21.0,1
2020-02-26,28.0,28.0,1
2020-02-27,36.0,36.0,1
2020-02-28,32.0,32.0,1
2020-02-29,24.0,24.0,1
2020-03-01,43.0,43.0,1
2020-03-02,34.0,34.0,1
2020-03-03,29.0,29.0,1
2020-03-04,32.0,32.0,1
2020-03-05,43.0,43.0,1
2020-03-06,30.0,30.0,1
2020-03-07,25.0,25.0,1
2020-03-08,48.0,48.0,1
2020-03-09,39.0,39.0,1
2020-03-10,53.0,53.0,1
2020-03-11,65.0,65.0,1
2020-03-12,65.0,65.0,1
2020-03-13,61.0,61.0,1
2020-03-14,69.0,69.0,1
2020-03-15,58.0,58.0,1
2020-03-16,100.0,100.0,1
2020-03-17,87.0,87.0,1
2020-03-18,77.0,77.0,1
2020-03-19,89.0,89.0,1
2020-03-20,86.0,86.0,1
2020-03-21,71.0,71.0,1
2020-03-22,89.0,89.0,1
2020-03-23,82.0,82.0,1
2020-03-24,87.0,87.0,1
2020-03-25,70.0,70.0,1
2020-03-26,65.0,65.0,1
2020-03-27,80.0,80.0,1
2020-03-28,89.0,89.0,1
2020-03-29,82.0,82.0,1
2020-03-30,68.0,68.0,1
2020-03-31,56.0,56.0,1
2020-04-01,71.0,71.0,1
2020-04-02,54.0,54.0,1
2020-04-03,62.0,62.0,1
2020-04-04,59.0,59.0,1
2020-04-05,56.0,56.0,1
2020-04-06,72.0,72.0,1
2020-04-07,64.0,64.0,1
2020-04-08,56.0,56.0,1
2020-04-09,55.0,55.0,1
2020-04-10,36.0,36.0,1
2020-04-11,56.0,56.0,1
2020-04-12,60.0,60.0,1
2020-04-13,35.0,35.0,1
2020-04-14,59.0,59.0,1
2020-04-15,55.0,55.0,1
2020-04-16,28.0,28.0,1
2020-04-17,35.0,35.0,1
2020-04-18,33.0,33.0,1
2020-04-19,56.0,56.0,1
2020-04-20,39.0,39.0,1
2020-04-21,44.0,44.0,1
2020-04-22,29.0,29.0,1
2020-04-23,32.0,32.0,1
2020-04-24,35.0,35.0,1
2020-04-25,41.0,41.0,1
2020-04-26,49.0,49.0,1
2020-04-27,35.0,35.0,1
2020-04-28,43.0,43.0,1
2020-04-29,56.0,56.0,1
2020-04-30,36.0,36.0,1
2020-05-01,30.0,30.0,1
2020-05-02,29.0,29.0,1
2020-05-03,36.0,36.0,1
2020-05-04,29.0,29.0,1
2020-05-05,37.0,37.0,1
2020-05-06,36.0,36.0,1
