date,/m/07mf1_0,/m/07mf1,batch_id
2020-02-01,9.0,9.0,1
2020-02-02,17.0,17.0,1
2020-02-03,11.0,11.0,1
2020-02-04,12.0,12.0,1
2020-02-05,12.0,12.0,1
2020-02-06,16.0,16.0,1
2020-02-07,4.0,4.0,1
2020-02-08,27.0,27.0,1
2020-02-09,4.0,4.0,1
2020-02-10,4.0,4.0,1
2020-02-11,4.0,4.0,1
2020-02-12,12.0,12.0,1
2020-02-13,19.0,19.0,1
2020-02-14,4.0,4.0,1
2020-02-15,4.0,4.0,1
2020-02-16,12.0,12.0,1
2020-02-17,4.0,4.0,1
2020-02-18,8.0,8.0,1
2020-02-19,0.0,0.0,1
2020-02-20,4.0,4.0,1
2020-02-21,17.0,17.0,1
2020-02-22,0.0,0.0,1
2020-02-23,9.0,9.0,1
2020-02-24,4.0,4.0,1
2020-02-25,4.0,4.0,1
2020-02-26,15.0,15.0,1
2020-02-27,11.0,11.0,1
2020-02-28,8.0,8.0,1
2020-02-29,9.0,9.0,1
2020-03-01,4.0,4.0,1
2020-03-02,40.0,40.0,1
2020-03-03,41.0,41.0,1
2020-03-04,7.0,7.0,1
2020-03-05,30.0,30.0,1
2020-03-06,20.0,20.0,1
2020-03-07,13.0,13.0,1
2020-03-08,25.0,25.0,1
2020-03-09,36.0,36.0,1
2020-03-10,29.0,29.0,1
2020-03-11,36.0,36.0,1
2020-03-12,42.0,42.0,1
2020-03-13,59.0,59.0,1
2020-03-14,48.0,48.0,1
2020-03-15,47.0,47.0,1
2020-03-16,100.0,100.0,1
2020-03-17,72.0,72.0,1
2020-03-18,87.0,87.0,1
2020-03-19,68.0,68.0,1
2020-03-20,42.0,42.0,1
2020-03-21,50.0,50.0,1
2020-03-22,51.0,51.0,1
2020-03-23,47.0,47.0,1
2020-03-24,37.0,37.0,1
2020-03-25,45.0,45.0,1
2020-03-26,63.0,63.0,1
2020-03-27,38.0,38.0,1
2020-03-28,33.0,33.0,1
2020-03-29,23.0,23.0,1
2020-03-30,27.0,27.0,1
2020-03-31,55.0,55.0,1
2020-04-01,42.0,42.0,1
2020-04-02,21.0,21.0,1
2020-04-03,14.0,14.0,1
2020-04-04,34.0,34.0,1
2020-04-05,27.0,27.0,1
2020-04-06,42.0,42.0,1
2020-04-07,7.0,7.0,1
2020-04-08,15.0,15.0,1
2020-04-09,11.0,11.0,1
2020-04-10,15.0,15.0,1
2020-04-11,39.0,39.0,1
2020-04-12,24.0,24.0,1
2020-04-13,22.0,22.0,1
2020-04-14,24.0,24.0,1
2020-04-15,36.0,36.0,1
2020-04-16,30.0,30.0,1
2020-04-17,22.0,22.0,1
2020-04-18,11.0,11.0,1
2020-04-19,12.0,12.0,1
2020-04-20,27.0,27.0,1
2020-04-21,38.0,38.0,1
2020-04-22,25.0,25.0,1
2020-04-23,21.0,21.0,1
2020-04-24,14.0,14.0,1
2020-04-25,24.0,24.0,1
2020-04-26,12.0,12.0,1
2020-04-27,25.0,25.0,1
2020-04-28,29.0,29.0,1
2020-04-29,40.0,40.0,1
2020-04-30,19.0,19.0,1
2020-05-01,7.0,7.0,1
2020-05-02,11.0,11.0,1
2020-05-03,27.0,27.0,1
2020-05-04,20.0,20.0,1
2020-05-05,19.0,19.0,1
2020-05-06,17.0,17.0,1
2020-05-07,14.0,14.0,1
2020-05-08,15.0,15.0,1
2020-05-09,0.0,0.0,1
2020-05-10,35.0,35.0,1
2020-05-11,10.0,10.0,1
2020-05-12,13.0,13.0,1
2020-05-13,14.0,14.0,1
2020-05-14,14.0,14.0,1
2020-05-15,15.0,15.0,1
2020-05-16,12.0,12.0,1
2020-05-17,0.0,0.0,1
2020-05-18,21.0,21.0,1
2020-05-19,14.0,14.0,1
2020-05-20,33.0,33.0,1
2020-05-21,28.0,28.0,1
2020-05-22,25.0,25.0,1
2020-05-23,15.0,15.0,1
2020-05-24,8.0,8.0,1
2020-05-25,10.0,10.0,1
2020-05-26,4.0,4.0,1
2020-05-27,17.0,17.0,1
2020-05-28,17.0,17.0,1
2020-05-29,25.0,25.0,1
2020-05-30,17.0,17.0,1
2020-05-31,21.0,21.0,1
2020-06-01,23.0,23.0,1
2020-06-02,17.0,17.0,1
2020-06-03,13.0,13.0,1
2020-06-04,6.0,6.0,1
2020-06-05,13.0,13.0,1
2020-06-06,11.0,11.0,1
2020-06-07,11.0,11.0,1
2020-06-08,18.0,18.0,1
2020-06-09,32.0,32.0,1
2020-06-10,23.0,23.0,1
2020-06-11,3.0,3.0,1
2020-06-12,17.0,17.0,1
2020-06-13,4.0,4.0,1
2020-06-14,20.0,20.0,1
2020-06-15,10.0,10.0,1
2020-06-16,19.0,19.0,1
2020-06-17,16.0,16.0,1
2020-06-18,24.0,24.0,1
2020-06-19,0.0,0.0,1
2020-06-20,13.0,13.0,1
2020-06-21,8.0,8.0,1
2020-06-22,10.0,10.0,1
2020-06-23,22.0,22.0,1
2020-06-24,11.0,11.0,1
2020-06-25,30.0,30.0,1
2020-06-26,7.0,7.0,1
2020-06-27,0.0,0.0,1
2020-06-28,15.0,15.0,1
