date,/m/0405g08_0,/m/0405g08,batch_id
2020-02-01,63.0,63.0,1
2020-02-02,50.0,50.0,1
2020-02-03,41.0,41.0,1
2020-02-04,56.0,56.0,1
2020-02-05,50.0,50.0,1
2020-02-06,44.0,44.0,1
2020-02-07,44.0,44.0,1
2020-02-08,52.0,52.0,1
2020-02-09,50.0,50.0,1
2020-02-10,45.0,45.0,1
2020-02-11,52.0,52.0,1
2020-02-12,52.0,52.0,1
2020-02-13,48.0,48.0,1
2020-02-14,37.0,37.0,1
2020-02-15,45.0,45.0,1
2020-02-16,48.0,48.0,1
2020-02-17,34.0,34.0,1
2020-02-18,41.0,41.0,1
2020-02-19,48.0,48.0,1
2020-02-20,41.0,41.0,1
2020-02-21,42.0,42.0,1
2020-02-22,42.0,42.0,1
2020-02-23,66.0,66.0,1
2020-02-24,57.0,57.0,1
2020-02-25,66.0,66.0,1
2020-02-26,74.0,74.0,1
2020-02-27,54.0,54.0,1
2020-02-28,47.0,47.0,1
2020-02-29,55.0,55.0,1
2020-03-01,47.0,47.0,1
2020-03-02,45.0,45.0,1
2020-03-03,55.0,55.0,1
2020-03-04,48.0,48.0,1
2020-03-05,39.0,39.0,1
2020-03-06,57.0,57.0,1
2020-03-07,52.0,52.0,1
2020-03-08,59.0,59.0,1
2020-03-09,64.0,64.0,1
2020-03-10,71.0,71.0,1
2020-03-11,77.0,77.0,1
2020-03-12,95.0,95.0,1
2020-03-13,100.0,100.0,1
2020-03-14,83.0,83.0,1
2020-03-15,78.0,78.0,1
2020-03-16,57.0,57.0,1
2020-03-17,78.0,78.0,1
2020-03-18,85.0,85.0,1
2020-03-19,59.0,59.0,1
2020-03-20,68.0,68.0,1
2020-03-21,72.0,72.0,1
2020-03-22,71.0,71.0,1
2020-03-23,57.0,57.0,1
2020-03-24,66.0,66.0,1
2020-03-25,64.0,64.0,1
2020-03-26,60.0,60.0,1
2020-03-27,51.0,51.0,1
2020-03-28,62.0,62.0,1
2020-03-29,54.0,54.0,1
2020-03-30,50.0,50.0,1
2020-03-31,47.0,47.0,1
2020-04-01,45.0,45.0,1
2020-04-02,58.0,58.0,1
2020-04-03,53.0,53.0,1
2020-04-04,65.0,65.0,1
2020-04-05,65.0,65.0,1
2020-04-06,56.0,56.0,1
2020-04-07,60.0,60.0,1
2020-04-08,52.0,52.0,1
2020-04-09,50.0,50.0,1
2020-04-10,61.0,61.0,1
2020-04-11,56.0,56.0,1
2020-04-12,59.0,59.0,1
2020-04-13,57.0,57.0,1
2020-04-14,46.0,46.0,1
2020-04-15,54.0,54.0,1
2020-04-16,44.0,44.0,1
2020-04-17,42.0,42.0,1
2020-04-18,67.0,67.0,1
2020-04-19,64.0,64.0,1
2020-04-20,44.0,44.0,1
2020-04-21,43.0,43.0,1
2020-04-22,49.0,49.0,1
2020-04-23,49.0,49.0,1
2020-04-24,43.0,43.0,1
2020-04-25,58.0,58.0,1
2020-04-26,63.0,63.0,1
2020-04-27,50.0,50.0,1
2020-04-28,38.0,38.0,1
2020-04-29,40.0,40.0,1
2020-04-30,39.0,39.0,1
2020-05-01,57.0,57.0,1
2020-05-02,59.0,59.0,1
2020-05-03,57.0,57.0,1
2020-05-04,48.0,48.0,1
2020-05-05,43.0,43.0,1
2020-05-06,44.0,44.0,1
2020-05-07,48.0,48.0,1
2020-05-08,48.0,48.0,1
2020-05-09,51.0,51.0,1
2020-05-10,49.0,49.0,1
2020-05-11,39.0,39.0,1
2020-05-12,40.0,40.0,1
2020-05-13,33.0,33.0,1
2020-05-14,42.0,42.0,1
2020-05-15,39.0,39.0,1
2020-05-16,54.0,54.0,1
2020-05-17,39.0,39.0,1
2020-05-18,47.0,47.0,1
2020-05-19,35.0,35.0,1
2020-05-20,41.0,41.0,1
2020-05-21,40.0,40.0,1
2020-05-22,43.0,43.0,1
2020-05-23,60.0,60.0,1
2020-05-24,59.0,59.0,1
2020-05-25,48.0,48.0,1
2020-05-26,44.0,44.0,1
2020-05-27,43.0,43.0,1
2020-05-28,34.0,34.0,1
2020-05-29,35.0,35.0,1
2020-05-30,54.0,54.0,1
2020-05-31,52.0,52.0,1
2020-06-01,36.0,36.0,1
2020-06-02,41.0,41.0,1
2020-06-03,32.0,32.0,1
2020-06-04,26.0,26.0,1
2020-06-05,34.0,34.0,1
2020-06-06,51.0,51.0,1
2020-06-07,44.0,44.0,1
2020-06-08,28.0,28.0,1
2020-06-09,36.0,36.0,1
2020-06-10,41.0,41.0,1
2020-06-11,35.0,35.0,1
2020-06-12,39.0,39.0,1
2020-06-13,47.0,47.0,1
2020-06-14,57.0,57.0,1
2020-06-15,37.0,37.0,1
2020-06-16,48.0,48.0,1
2020-06-17,48.0,48.0,1
2020-06-18,45.0,45.0,1
2020-06-19,26.0,26.0,1
2020-06-20,58.0,58.0,1
2020-06-21,55.0,55.0,1
2020-06-22,36.0,36.0,1
2020-06-23,46.0,46.0,1
2020-06-24,43.0,43.0,1
2020-06-25,45.0,45.0,1
2020-06-26,47.0,47.0,1
2020-06-27,55.0,55.0,1
2020-06-28,57.0,57.0,1
2020-06-29,39.0,39.0,1
2020-06-30,40.0,40.0,1
2020-07-01,49.0,49.0,1
2020-07-02,42.0,42.0,1
2020-07-03,41.0,41.0,1
2020-07-04,46.0,46.0,1
2020-07-05,58.0,58.0,1
2020-07-06,42.0,42.0,1
2020-07-07,46.0,46.0,1
2020-07-08,45.0,45.0,1
2020-07-09,39.0,39.0,1
2020-07-10,42.0,42.0,1
2020-07-11,37.0,37.0,1
2020-07-12,60.0,60.0,1
2020-07-13,44.0,44.0,1
2020-07-14,55.0,55.0,1
2020-07-15,40.0,40.0,1
2020-07-16,42.0,42.0,1
2020-07-17,44.0,44.0,1
2020-07-18,60.0,60.0,1
2020-07-19,66.0,66.0,1
2020-07-20,44.0,44.0,1
2020-07-21,42.0,42.0,1
2020-07-22,55.0,55.0,1
2020-07-23,38.0,38.0,1
2020-07-24,46.0,46.0,1
2020-07-25,61.0,61.0,1
2020-07-26,58.0,58.0,1
2020-07-27,37.0,37.0,1
2020-07-28,38.0,38.0,1
2020-07-29,54.0,54.0,1
2020-07-30,35.0,35.0,1
2020-07-31,42.0,42.0,1
2020-08-01,48.0,48.0,1
2020-08-02,52.0,52.0,1
2020-08-03,37.0,37.0,1
2020-08-04,36.0,36.0,1
2020-08-05,43.0,43.0,1
2020-08-06,38.0,38.0,1
2020-08-07,43.0,43.0,1
2020-08-08,45.0,45.0,1
2020-08-09,56.0,56.0,1
2020-08-10,47.0,47.0,1
2020-08-11,47.0,47.0,1
2020-08-12,38.0,38.0,1
2020-08-13,47.0,47.0,1
2020-08-14,41.0,41.0,1
2020-08-15,52.0,52.0,1
2020-08-16,49.0,49.0,1
2020-08-17,42.0,42.0,1
2020-08-18,35.0,35.0,1
2020-08-19,46.0,46.0,1
2020-08-20,44.0,44.0,1
2020-08-21,39.0,39.0,1
2020-08-22,54.0,54.0,1
2020-08-23,59.0,59.0,1
2020-08-24,42.0,42.0,1
2020-08-25,42.0,42.0,1
2020-08-26,35.0,35.0,1
2020-08-27,46.0,46.0,1
2020-08-28,38.0,38.0,1
2020-08-29,49.0,49.0,1
2020-08-30,52.0,52.0,1
2020-08-31,40.0,40.0,1
2020-09-01,38.0,38.0,1
2020-09-02,42.0,42.0,1
2020-09-03,31.0,31.0,1
2020-09-04,38.0,38.0,1
2020-09-05,34.0,34.0,1
2020-09-06,44.0,44.0,1
2020-09-07,36.0,36.0,1
2020-09-08,37.0,37.0,1
2020-09-09,37.0,37.0,1
2020-09-10,40.0,40.0,1
2020-09-11,34.0,34.0,1
2020-09-12,34.0,34.0,1
2020-09-13,48.0,48.0,1
2020-09-14,42.0,42.0,1
2020-09-15,37.0,37.0,1
2020-09-16,38.0,38.0,1
2020-09-17,29.0,29.0,1
2020-09-18,38.0,38.0,1
2020-09-19,41.0,41.0,1
2020-09-20,44.0,44.0,1
2020-09-21,41.0,41.0,1
2020-09-22,34.0,34.0,1
2020-09-23,37.0,37.0,1
2020-09-24,31.0,31.0,1
2020-09-25,38.0,38.0,1
2020-09-26,47.0,47.0,1
2020-09-27,39.0,39.0,1
2020-09-28,37.0,37.0,1
2020-09-29,28.0,28.0,1
2020-09-30,34.0,34.0,1
2020-10-01,39.0,39.0,1
2020-10-02,29.0,29.0,1
2020-10-03,25.0,25.0,1
2020-10-04,49.0,49.0,1
2020-10-05,27.0,27.0,1
2020-10-06,31.0,31.0,1
2020-10-07,32.0,32.0,1
2020-10-08,57.0,57.0,1
2020-10-09,37.0,37.0,1
2020-10-10,57.0,57.0,1
2020-10-11,48.0,48.0,1
2020-10-12,51.0,51.0,1
2020-10-13,37.0,37.0,1
2020-10-14,36.0,36.0,1
2020-10-15,35.0,35.0,1
2020-10-16,34.0,34.0,1
2020-10-17,34.0,34.0,1
2020-10-18,43.0,43.0,1
2020-10-19,45.0,45.0,1
2020-10-20,38.0,38.0,1
2020-10-21,34.0,34.0,1
2020-10-22,33.0,33.0,1
2020-10-23,32.0,32.0,1
2020-10-24,29.0,29.0,1
2020-10-25,48.0,48.0,1
2020-10-26,40.0,40.0,1
2020-10-27,34.0,34.0,1
2020-09-28,65.0,65.0,2
2020-09-29,56.0,56.0,2
2020-09-30,75.0,75.0,2
2020-10-01,48.0,48.0,2
2020-10-02,57.0,57.0,2
2020-10-03,65.0,65.0,2
2020-10-04,74.0,74.0,2
2020-10-05,50.0,50.0,2
2020-10-06,65.0,65.0,2
2020-10-07,54.0,54.0,2
2020-10-08,71.0,71.0,2
2020-10-09,60.0,60.0,2
2020-10-10,93.0,93.0,2
2020-10-11,73.0,73.0,2
2020-10-12,69.0,69.0,2
2020-10-13,53.0,53.0,2
2020-10-14,70.0,70.0,2
2020-10-15,52.0,52.0,2
2020-10-16,61.0,61.0,2
2020-10-17,76.0,76.0,2
2020-10-18,68.0,68.0,2
2020-10-19,77.0,77.0,2
2020-10-20,78.0,78.0,2
2020-10-21,48.0,48.0,2
2020-10-22,61.0,61.0,2
2020-10-23,69.0,69.0,2
2020-10-24,61.0,61.0,2
2020-10-25,83.0,83.0,2
2020-10-26,51.0,51.0,2
2020-10-27,82.0,82.0,2
2020-10-28,47.0,47.0,2
2020-10-29,65.0,65.0,2
2020-10-30,60.0,60.0,2
2020-10-31,67.0,67.0,2
2020-11-01,79.0,79.0,2
2020-11-02,57.0,57.0,2
2020-11-03,50.0,50.0,2
2020-11-04,54.0,54.0,2
2020-11-05,60.0,60.0,2
2020-11-06,41.0,41.0,2
2020-11-07,66.0,66.0,2
2020-11-08,79.0,79.0,2
2020-11-09,46.0,46.0,2
2020-11-10,61.0,61.0,2
2020-11-11,51.0,51.0,2
2020-11-12,57.0,57.0,2
2020-11-13,53.0,53.0,2
2020-11-14,69.0,69.0,2
2020-11-15,64.0,64.0,2
2020-11-16,49.0,49.0,2
2020-11-17,64.0,64.0,2
2020-11-18,60.0,60.0,2
2020-11-19,78.0,78.0,2
2020-11-20,52.0,52.0,2
2020-11-21,70.0,70.0,2
2020-11-22,57.0,57.0,2
2020-11-23,58.0,58.0,2
2020-11-24,74.0,74.0,2
2020-11-25,55.0,55.0,2
2020-11-26,56.0,56.0,2
2020-11-27,46.0,46.0,2
2020-11-28,58.0,58.0,2
2020-11-29,54.0,54.0,2
2020-11-30,74.0,74.0,2
2020-12-01,59.0,59.0,2
2020-12-02,58.0,58.0,2
2020-12-03,49.0,49.0,2
2020-12-04,59.0,59.0,2
2020-12-05,60.0,60.0,2
2020-12-06,84.0,84.0,2
2020-12-07,50.0,50.0,2
2020-12-08,45.0,45.0,2
2020-12-09,39.0,39.0,2
2020-12-10,68.0,68.0,2
2020-12-11,50.0,50.0,2
2020-12-12,49.0,49.0,2
2020-12-13,75.0,75.0,2
2020-12-14,52.0,52.0,2
2020-12-15,58.0,58.0,2
2020-12-16,58.0,58.0,2
2020-12-17,65.0,65.0,2
2020-12-18,52.0,52.0,2
2020-12-19,53.0,53.0,2
2020-12-20,59.0,59.0,2
2020-12-21,51.0,51.0,2
2020-12-22,37.0,37.0,2
2020-12-23,60.0,60.0,2
2020-12-24,65.0,65.0,2
2020-12-25,46.0,46.0,2
2020-12-26,59.0,59.0,2
2020-12-27,96.0,96.0,2
2020-12-28,77.0,77.0,2
2020-12-29,73.0,73.0,2
2020-12-30,52.0,52.0,2
2020-12-31,65.0,65.0,2
2021-01-01,77.0,77.0,2
2021-01-02,63.0,63.0,2
2021-01-03,57.0,57.0,2
2021-01-04,52.0,52.0,2
2021-01-05,52.0,52.0,2
2021-01-06,56.0,56.0,2
2021-01-07,45.0,45.0,2
2021-01-08,56.0,56.0,2
2021-01-09,59.0,59.0,2
2021-01-10,75.0,75.0,2
2021-01-11,54.0,54.0,2
2021-01-12,59.0,59.0,2
2021-01-13,45.0,45.0,2
2021-01-14,68.0,68.0,2
2021-01-15,53.0,53.0,2
2021-01-16,84.0,84.0,2
2021-01-17,60.0,60.0,2
2021-01-18,70.0,70.0,2
2021-01-19,50.0,50.0,2
2021-01-20,64.0,64.0,2
2021-01-21,59.0,59.0,2
2021-01-22,86.0,86.0,2
2021-01-23,67.0,67.0,2
2021-01-24,80.0,80.0,2
2021-01-25,72.0,72.0,2
2021-01-26,71.0,71.0,2
2021-01-27,70.0,70.0,2
2021-01-28,71.0,71.0,2
2021-01-29,53.0,53.0,2
2021-01-30,57.0,57.0,2
2021-01-31,81.0,81.0,2
2021-02-01,53.0,53.0,2
2021-02-02,81.0,81.0,2
2021-02-03,68.0,68.0,2
2021-02-04,60.0,60.0,2
2021-02-05,55.0,55.0,2
2021-02-06,61.0,61.0,2
2021-02-07,76.0,76.0,2
2021-02-08,60.0,60.0,2
2021-02-09,62.0,62.0,2
2021-02-10,75.0,75.0,2
2021-02-11,59.0,59.0,2
2021-02-12,62.0,62.0,2
2021-02-13,67.0,67.0,2
2021-02-14,74.0,74.0,2
2021-02-15,61.0,61.0,2
2021-02-16,70.0,70.0,2
2021-02-17,71.0,71.0,2
2021-02-18,63.0,63.0,2
2021-02-19,56.0,56.0,2
2021-02-20,77.0,77.0,2
2021-02-21,74.0,74.0,2
2021-02-22,51.0,51.0,2
2021-02-23,52.0,52.0,2
2021-02-24,73.0,73.0,2
