date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-11-14,51.0,0.0,50.0,0.0,65.59139784946237,10.0,46.0,44.0,27.0,39.0,25.0,50.0,64.0,20.0,23.0,73.0,27.0,44.15584415584416,24.0,37.0,51.96862509117507
2020-11-15,100.0,62.0,73.0,51.0,96.77419354838709,29.0,89.0,22.0,27.0,13.0,49.0,86.0,25.0,58.0,80.0,48.0,18.0,58.441558441558435,0.0,25.0,72.9416114608438
2020-11-16,23.0,68.0,45.0,45.0,49.46236559139785,26.0,13.0,49.0,61.0,71.0,11.0,45.0,68.0,52.0,51.0,54.0,8.0,92.20779220779221,42.0,45.0,66.3316539846703
2020-11-17,34.0,22.0,22.0,23.0,38.70967741935485,44.0,27.0,29.0,54.0,47.0,34.0,33.0,22.0,35.0,61.0,11.0,24.0,38.96103896103896,21.0,11.0,45.60914821873626
2020-11-18,11.0,34.0,34.0,11.0,29.032258064516128,18.0,54.0,40.0,43.0,37.0,11.0,11.0,23.0,0.0,21.0,33.0,25.0,92.20779220779221,0.0,11.0,38.86308102233836
2020-11-19,23.0,11.0,33.0,22.0,39.784946236559136,35.0,41.0,20.0,43.0,60.0,45.0,34.0,23.0,17.0,31.0,33.0,16.0,66.23376623376622,44.0,45.0,49.244474594700776
2020-11-20,0.0,12.0,23.0,35.0,10.752688172043008,27.0,14.0,21.0,13.0,25.0,0.0,12.0,12.0,9.0,21.0,34.0,8.0,0.0,44.0,23.0,24.820316818337737
2020-11-21,0.0,13.0,25.0,51.0,33.333333333333336,59.0,15.0,33.0,20.0,13.0,25.0,12.0,25.0,19.0,57.0,36.0,18.0,58.441558441558435,36.0,63.0,44.172590230792636
2020-11-22,63.0,76.0,38.0,38.0,44.08602150537634,39.0,91.0,55.0,21.0,27.0,88.0,38.0,13.0,50.0,46.0,0.0,36.0,44.15584415584416,36.0,38.0,63.62918182721982
2020-11-23,12.0,12.0,11.0,23.0,0.0,18.0,41.0,10.0,0.0,12.0,11.0,11.0,12.0,9.0,21.0,33.0,17.0,40.259740259740255,0.0,0.0,21.174524341951503
2020-11-24,22.0,22.0,22.0,33.0,19.354838709677423,17.0,40.0,29.0,59.0,23.0,55.0,33.0,56.0,26.0,0.0,0.0,16.0,25.97402597402597,63.0,22.0,42.118673479244364
2020-11-25,44.0,22.0,11.0,44.0,9.677419354838712,17.0,39.0,19.0,24.0,23.0,53.0,32.0,33.0,25.0,0.0,32.0,16.0,37.662337662337656,62.0,54.0,43.130315856424474
2020-11-26,57.0,56.0,100.0,68.0,48.387096774193544,61.0,54.0,39.0,42.0,24.0,68.0,45.0,68.0,26.0,72.0,44.0,32.0,38.96103896103896,63.0,44.0,75.83932983078594
2020-11-27,23.0,22.0,0.0,34.0,29.032258064516128,17.0,27.0,20.0,36.0,23.0,0.0,22.0,23.0,18.0,10.0,43.0,8.0,12.987012987012987,42.0,44.0,32.782004437707236
2020-11-28,12.0,12.0,12.0,12.0,10.752688172043008,9.0,14.0,11.0,26.0,13.0,24.0,0.0,12.0,19.0,22.0,12.0,26.0,28.57142857142857,12.0,36.0,23.345292382312326
2020-11-29,12.0,49.0,36.0,62.0,32.25806451612903,19.0,30.0,43.0,27.0,0.0,24.0,36.0,50.0,48.0,100.0,12.0,26.0,28.57142857142857,12.0,25.0,48.50877226592284
2020-11-30,67.0,22.0,65.0,56.0,77.4193548387097,17.0,39.0,39.0,41.0,23.0,33.0,43.0,22.0,26.0,60.0,53.0,32.0,63.63636363636363,0.0,0.0,56.250933933094
2020-12-01,67.0,33.0,65.0,44.0,58.064516129032256,26.0,13.0,48.0,35.0,23.0,43.0,54.0,11.0,26.0,60.0,43.0,32.0,38.96103896103896,31.0,33.0,56.6097759831026
2020-12-02,11.0,33.0,11.0,0.0,37.63440860215053,17.0,52.0,38.0,35.0,11.0,43.0,22.0,65.0,25.0,30.0,21.0,55.0,50.64935064935065,41.0,33.0,45.5812083687665
2020-12-03,33.0,22.0,65.0,11.0,29.032258064516128,42.0,39.0,48.0,47.0,57.0,54.0,43.0,22.0,17.0,70.0,32.0,39.0,50.64935064935065,10.0,32.0,55.06865782042552
2020-12-04,22.0,22.0,54.0,33.0,37.63440860215053,8.0,26.0,10.0,17.0,12.0,22.0,33.0,33.0,25.0,30.0,42.0,40.0,0.0,31.0,32.0,38.24171932822559
2020-12-05,24.0,36.0,59.0,48.0,31.182795698924732,0.0,100.0,63.0,39.0,51.0,12.0,36.0,24.0,9.0,22.0,12.0,35.0,14.285714285714285,45.0,72.0,52.88715144003663
2020-12-06,25.0,36.0,36.0,24.0,21.505376344086017,9.0,44.0,43.0,26.0,38.0,12.0,24.0,12.0,29.0,22.0,36.0,18.0,28.57142857142857,23.0,36.0,39.21231402253781
2020-12-07,22.0,54.0,43.0,22.0,37.63440860215053,42.0,65.0,29.0,35.0,35.0,54.0,22.0,0.0,34.0,30.0,53.0,16.0,25.97402597402597,52.0,33.0,50.8755427399041
2020-12-08,65.0,22.0,21.0,44.0,9.677419354838712,34.0,52.0,38.0,53.0,11.0,11.0,22.0,33.0,17.0,30.0,31.0,31.0,50.64935064935065,31.0,44.0,46.956189790934104
2020-12-09,44.0,44.0,32.0,44.0,27.956989247311824,25.0,39.0,66.0,29.0,57.0,54.0,54.0,44.0,42.0,39.0,21.0,23.0,50.64935064935065,20.0,22.0,56.146283011825105
2020-12-10,33.0,44.0,66.0,67.0,9.677419354838712,60.0,53.0,48.0,54.0,58.0,77.0,22.0,100.0,43.0,50.0,43.0,48.0,89.61038961038959,52.0,66.0,78.21770577835623
2020-12-11,47.0,46.0,58.0,35.0,50.53763440860215,36.0,98.0,40.0,31.0,24.0,58.0,34.0,47.0,36.0,32.0,56.0,26.0,40.259740259740255,22.0,34.0,61.43096800136
2020-12-12,50.0,88.0,62.0,89.0,21.505376344086017,29.0,90.0,44.0,20.0,52.0,13.0,49.0,37.0,58.0,46.0,37.0,9.0,42.857142857142854,35.0,12.0,63.8545054747385
2020-12-13,25.0,37.0,12.0,37.0,10.752688172043008,39.0,30.0,33.0,47.0,53.0,12.0,37.0,25.0,19.0,34.0,24.0,0.0,42.857142857142854,48.0,25.0,42.64438832499441
2020-12-14,34.0,44.0,44.0,67.0,29.032258064516128,26.0,52.0,48.0,89.0,71.0,33.0,89.0,78.0,60.0,80.0,43.0,32.0,51.94805194805195,74.0,33.0,77.83448315915712
2020-12-15,35.0,23.0,34.0,58.0,30.10752688172043,27.0,27.0,30.0,31.0,12.0,33.0,34.0,46.0,44.0,31.0,22.0,17.0,53.24675324675325,11.0,11.0,43.99781240351879
2020-12-16,23.0,58.0,11.0,35.0,39.784946236559136,44.0,70.0,30.0,31.0,12.0,11.0,34.0,0.0,27.0,31.0,45.0,42.0,40.259740259740255,33.0,57.0,48.66871807612505
2020-12-17,36.0,48.0,47.0,36.0,20.43010752688172,28.0,58.0,10.0,32.0,38.0,47.0,35.0,36.0,56.0,0.0,46.0,44.0,14.285714285714285,23.0,48.0,50.73888854046702
2020-12-18,64.0,26.0,13.0,64.0,33.333333333333336,59.0,61.0,33.0,27.0,81.0,51.0,51.0,26.0,20.0,23.0,74.0,9.0,45.45454545454545,36.0,50.0,61.14146638738245
2020-12-19,55.0,68.0,41.0,41.0,47.31182795698925,21.0,49.0,48.0,44.0,29.0,68.0,40.0,27.0,42.0,25.0,66.0,40.0,79.22077922077922,0.0,41.0,62.92813459203485
2020-12-20,44.0,100.0,85.0,100.0,24.731182795698924,11.0,86.0,88.0,100.0,61.0,100.0,100.0,72.0,100.0,65.0,70.0,31.0,66.23376623376622,67.0,14.0,100.0
2020-12-21,63.0,63.0,37.0,38.0,44.08602150537634,58.0,76.0,33.0,48.0,80.0,25.0,100.0,50.0,58.0,23.0,61.0,36.0,58.441558441558435,83.0,88.0,81.05097394223318
