date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-01-29,0.0,16.0,25.0,0.0,28.0,30.0,16.0,14.0,0.0,0.0,13.0,12.0,33.0,13.0,28.0,0.0,0.0,13.0,0.0,17.0,18.117977528089888
2020-01-30,45.0,51.0,0.0,15.0,15.0,32.0,17.0,15.0,41.0,43.0,13.0,25.0,0.0,27.0,14.0,26.0,0.0,0.0,26.0,0.0,28.441011235955056
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,20.0,0.0,0.0,19.0,6.882022471910113
2020-02-01,31.0,72.0,27.0,15.0,0.0,50.0,0.0,32.0,57.0,46.0,28.0,26.0,18.0,14.0,30.0,0.0,10.0,14.0,28.0,55.0,38.83426966292134
2020-02-02,30.0,52.0,27.0,15.0,15.0,16.0,17.0,15.0,0.0,15.0,14.0,25.0,17.0,14.0,15.0,27.0,0.0,14.0,0.0,72.0,28.089887640449437
2020-02-03,13.0,15.0,12.0,52.0,39.0,28.0,30.0,13.0,24.0,26.0,47.0,11.0,15.0,25.0,26.0,12.0,0.0,0.0,23.0,16.0,29.985955056179773
2020-02-04,15.0,17.0,39.0,44.0,29.0,0.0,17.0,30.0,27.0,0.0,27.0,37.0,17.0,13.0,43.0,39.0,10.0,0.0,0.0,35.0,30.828651685393258
2020-02-05,30.0,51.0,0.0,15.0,0.0,63.0,17.0,59.0,27.0,44.0,0.0,25.0,17.0,13.0,43.0,13.0,10.0,28.0,13.0,54.0,36.657303370786515
2020-02-06,46.0,36.0,0.0,16.0,30.0,33.0,52.0,31.0,28.0,0.0,28.0,0.0,35.0,14.0,15.0,14.0,0.0,14.0,41.0,37.0,33.00561797752809
2020-02-07,0.0,18.0,0.0,0.0,0.0,17.0,36.0,32.0,14.0,15.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,15.0,0.0,0.0,12.359550561797754
2020-02-08,49.0,19.0,42.0,63.0,48.0,35.0,19.0,16.0,30.0,16.0,0.0,0.0,19.0,0.0,31.0,29.0,0.0,0.0,14.0,0.0,30.196629213483146
2020-02-09,30.0,36.0,13.0,0.0,30.0,32.0,17.0,46.0,27.0,30.0,14.0,12.0,17.0,0.0,15.0,13.0,0.0,14.0,27.0,0.0,26.193820224719097
2020-02-10,0.0,0.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,17.0,5.617977528089887
