date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,12.0,16.0,11.0,13.0,11.0,11.0,3.0,8.0,16.0,7.0,11.650485436893204,0
2020-01-02,32.0,28.0,21.0,21.0,10.0,17.0,6.0,24.0,17.0,14.0,20.496224379719525,0
2020-01-03,18.0,21.0,21.0,24.0,17.0,10.0,29.0,38.0,20.0,24.0,23.948220064724918,0
2020-01-04,30.0,19.0,21.0,18.0,25.0,21.0,43.0,47.0,23.0,28.0,29.665587918015103,0
2020-01-05,49.0,30.0,21.0,31.0,32.0,39.0,26.0,36.0,41.0,32.0,36.353829557713055,0
2020-01-06,67.0,46.0,47.0,32.0,53.0,43.0,41.0,45.0,22.0,30.0,45.954692556634306,0
2020-01-07,38.0,27.0,29.0,28.0,26.0,29.0,33.0,43.0,13.0,16.0,30.42071197411003,0
2020-01-08,65.0,50.0,39.0,58.0,46.0,61.0,51.0,69.0,34.0,61.0,57.605177993527505,0
2020-01-09,46.0,37.0,23.0,46.0,40.0,26.0,21.0,23.0,33.0,33.0,35.38295577130528,0
2020-01-10,37.0,25.0,38.0,27.0,38.0,37.0,35.0,25.0,23.0,34.0,34.41208198489752,0
2020-01-11,37.0,11.0,14.0,27.0,28.0,14.0,13.0,14.0,29.0,32.0,23.624595469255663,0
2020-01-12,52.0,33.0,52.0,27.0,60.0,58.0,46.0,60.0,32.0,52.0,50.916936353829556,0
2020-01-13,48.0,41.0,55.0,40.0,52.0,42.0,40.0,53.0,47.0,45.0,49.94606256742179,0
2020-01-14,60.0,44.0,56.0,54.0,69.0,61.0,55.0,48.0,46.0,41.0,57.605177993527505,0
2020-01-15,57.0,55.0,43.0,23.0,34.0,46.0,34.0,31.0,36.0,37.0,42.71844660194174,0
2020-01-16,43.0,39.0,48.0,47.0,41.0,56.0,56.0,34.0,47.0,54.0,50.16181229773463,0
2020-01-17,44.0,54.0,28.0,27.0,41.0,37.0,42.0,46.0,17.0,34.0,39.91370010787487,0
2020-01-18,12.0,15.0,11.0,13.0,7.0,14.0,3.0,15.0,15.0,4.0,11.758360302049622,0
2020-01-19,45.0,41.0,18.0,31.0,54.0,24.0,33.0,47.0,35.0,39.0,39.59007551240561,0
2020-01-20,29.0,32.0,47.0,26.0,51.0,34.0,38.0,38.0,36.0,14.0,37.2168284789644,0
2020-01-21,50.0,57.0,40.0,40.0,30.0,53.0,31.0,27.0,22.0,33.0,41.3160733549083,0
2020-01-22,39.0,35.0,44.0,38.0,51.0,59.0,37.0,30.0,25.0,46.0,43.581445523193096,0
2020-01-23,47.0,57.0,30.0,32.0,41.0,50.0,44.0,38.0,31.0,47.0,44.983818770226534,0
2020-01-24,40.0,50.0,54.0,42.0,44.0,41.0,26.0,17.0,28.0,38.0,40.99244875943905,0
2020-01-25,23.0,15.0,18.0,28.0,18.0,18.0,17.0,18.0,15.0,7.0,19.093851132686083,0
2020-01-26,36.0,32.0,34.0,18.0,48.0,23.0,31.0,28.0,22.0,37.0,33.333333333333336,0
2020-01-27,38.0,57.0,42.0,45.0,62.0,60.0,45.0,33.0,37.0,55.0,51.13268608414239,0
2020-01-28,42.0,63.0,17.0,45.0,30.0,23.0,46.0,30.0,35.0,20.0,37.86407766990291,0
2020-01-29,61.0,73.0,54.0,40.0,40.0,53.0,40.0,62.0,19.0,40.0,51.99568500539374,0
