date,/m/0cjf0,isPartial
2020-01-23,14,False
2020-01-24,25,False
2020-01-25,18,False
2020-01-26,21,False
2020-01-27,20,False
2020-01-28,21,False
2020-01-29,20,False
2020-01-30,20,False
2020-01-31,18,False
2020-02-01,20,False
2020-02-02,31,False
2020-02-03,19,False
2020-02-04,23,False
2020-02-05,17,False
2020-02-06,21,False
2020-02-07,20,False
2020-02-08,14,False
2020-02-09,19,False
2020-02-10,21,False
2020-02-11,21,False
2020-02-12,22,False
2020-02-13,11,False
2020-02-14,18,False
2020-02-15,24,False
2020-02-16,23,False
2020-02-17,22,False
2020-02-18,22,False
2020-02-19,20,False
2020-02-20,20,False
2020-02-21,18,False
2020-02-22,18,False
2020-02-23,21,False
2020-02-24,15,False
2020-02-25,18,False
2020-02-26,20,False
2020-02-27,17,False
2020-02-28,18,False
2020-02-29,22,False
2020-03-01,25,False
2020-03-02,28,False
2020-03-03,26,False
2020-03-04,30,False
2020-03-05,24,False
2020-03-06,27,False
2020-03-07,24,False
2020-03-08,28,False
2020-03-09,29,False
2020-03-10,41,False
2020-03-11,43,False
2020-03-12,62,False
2020-03-13,78,False
2020-03-14,73,False
2020-03-15,100,False
2020-03-16,96,False
2020-03-17,76,False
