date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,11.0,0.0,3.707865168539326,0.0
2020-01-02,9.0,9.0,9.0,0.0,9.0,0.0,10.0,12.0,0.0,0.0,6.516853932584269,0.0
2020-01-03,18.0,9.0,0.0,9.0,0.0,9.0,10.0,12.0,9.0,17.0,10.449438202247192,0.0
2020-01-04,19.0,19.0,29.0,28.0,31.0,62.0,57.0,51.0,10.0,10.0,35.5056179775281,0.0
2020-01-05,0.0,18.0,0.0,9.0,10.0,30.0,11.0,25.0,0.0,18.0,13.595505617977526,0.0
2020-01-06,25.0,16.0,24.0,32.0,35.0,26.0,39.0,11.0,27.0,0.0,26.404494382022467,0.0
2020-01-07,8.0,0.0,17.0,8.0,0.0,9.0,20.0,0.0,9.0,17.0,9.887640449438203,0.0
2020-01-08,17.0,17.0,25.0,25.0,9.0,27.0,30.0,0.0,18.0,17.0,20.786516853932586,0.0
2020-01-09,34.0,33.0,8.0,8.0,9.0,18.0,20.0,34.0,28.0,17.0,23.483146067415728,0.0
2020-01-10,9.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.1460674157303368,0.0
2020-01-11,10.0,0.0,10.0,10.0,10.0,21.0,12.0,13.0,11.0,0.0,10.89887640449438,0.0
2020-01-12,19.0,18.0,19.0,18.0,20.0,30.0,22.0,12.0,31.0,19.0,23.37078651685393,0.0
2020-01-13,8.0,16.0,39.0,15.0,25.0,25.0,36.0,31.0,17.0,23.0,26.404494382022467,0.0
2020-01-14,8.0,15.0,15.0,15.0,8.0,16.0,27.0,40.0,16.0,30.0,21.348314606741575,0.0
2020-01-15,0.0,8.0,17.0,24.0,9.0,18.0,20.0,33.0,9.0,16.0,17.303370786516854,0.0
2020-01-16,8.0,25.0,42.0,17.0,17.0,45.0,20.0,34.0,36.0,34.0,31.235955056179773,0.0
2020-01-17,0.0,0.0,9.0,8.0,18.0,0.0,10.0,11.0,0.0,0.0,6.2921348314606735,0.0
2020-01-18,10.0,10.0,48.0,29.0,20.0,10.0,23.0,52.0,62.0,48.0,35.056179775280896,0.0
2020-01-19,48.0,19.0,19.0,19.0,20.0,21.0,34.0,25.0,31.0,56.0,32.80898876404494,0.0
2020-01-20,8.0,16.0,0.0,16.0,18.0,27.0,29.0,11.0,27.0,17.0,18.988764044943817,0.0
2020-01-21,17.0,8.0,17.0,16.0,0.0,27.0,30.0,22.0,18.0,16.0,19.213483146067414,0.0
2020-01-22,8.0,16.0,16.0,16.0,18.0,36.0,30.0,22.0,9.0,8.0,20.1123595505618,0.0
2020-01-23,25.0,25.0,17.0,25.0,27.0,27.0,30.0,22.0,9.0,33.0,26.966292134831463,0.0
2020-01-24,17.0,34.0,9.0,0.0,37.0,9.0,10.0,35.0,38.0,9.0,22.24719101123595,0.0
2020-01-25,20.0,29.0,29.0,29.0,32.0,43.0,47.0,66.0,42.0,40.0,42.359550561797754,0.0
2020-01-26,29.0,19.0,29.0,29.0,42.0,0.0,23.0,39.0,21.0,29.0,29.21348314606741,0.0
2020-01-27,16.0,8.0,16.0,16.0,0.0,9.0,9.0,32.0,0.0,24.0,14.606741573033707,0.0
2020-01-28,17.0,8.0,0.0,8.0,18.0,0.0,10.0,11.0,18.0,0.0,10.112359550561797,0.0
2020-01-29,25.0,8.0,33.0,8.0,26.0,9.0,0.0,55.0,9.0,16.0,21.235955056179773,0.0
2020-01-30,9.0,25.0,34.0,16.0,9.0,27.0,20.0,0.0,9.0,33.0,20.44943820224719,0.0
2020-01-31,52.0,26.0,26.0,25.0,28.0,38.0,31.0,35.0,19.0,43.0,36.29213483146067,0.0
2020-02-01,20.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,22.0,10.0,8.202247191011235,0.0
2020-02-02,20.0,30.0,59.0,39.0,42.0,54.0,47.0,66.0,21.0,30.0,45.84269662921348,0.0
2020-02-03,31.0,31.0,23.0,23.0,8.0,43.0,37.0,21.0,8.0,39.0,29.662921348314608,0.0
2020-02-04,17.0,25.0,8.0,25.0,36.0,27.0,20.0,23.0,46.0,17.0,27.41573033707865,0.0
2020-02-05,32.0,0.0,24.0,16.0,8.0,9.0,28.0,11.0,26.0,16.0,19.101123595505623,0.0
2020-02-06,17.0,25.0,8.0,33.0,9.0,9.0,0.0,11.0,9.0,17.0,15.505617977528091,0.0
2020-02-07,0.0,0.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,17.0,5.056179775280898,0.0
2020-02-08,39.0,39.0,19.0,19.0,42.0,32.0,23.0,52.0,21.0,10.0,33.25842696629213,0.0
2020-02-09,38.0,19.0,0.0,37.0,20.0,10.0,23.0,13.0,20.0,29.0,23.483146067415728,0.0
2020-02-10,50.0,16.0,33.0,49.0,52.0,62.0,49.0,22.0,18.0,25.0,42.24719101123596,0.0
2020-02-11,41.0,24.0,33.0,16.0,17.0,54.0,29.0,11.0,27.0,24.0,31.011235955056183,0.0
2020-02-12,17.0,25.0,33.0,16.0,17.0,9.0,10.0,33.0,18.0,25.0,22.808988764044948,0.0
2020-02-13,26.0,25.0,26.0,34.0,27.0,28.0,10.0,34.0,46.0,43.0,33.59550561797754,0.0
2020-02-14,9.0,17.0,35.0,9.0,18.0,9.0,31.0,12.0,9.0,17.0,18.65168539325843,0.0
2020-02-15,28.0,28.0,19.0,9.0,40.0,10.0,44.0,50.0,10.0,0.0,26.741573033707862,0.0
2020-02-16,39.0,48.0,48.0,48.0,31.0,53.0,58.0,39.0,32.0,20.0,46.74157303370786,0.0
2020-02-17,17.0,17.0,17.0,17.0,36.0,37.0,30.0,44.0,27.0,8.0,28.089887640449444,0.0
2020-02-18,17.0,42.0,8.0,33.0,9.0,9.0,29.0,11.0,18.0,17.0,21.685393258426966,0.0
2020-02-19,24.0,32.0,24.0,24.0,26.0,44.0,39.0,43.0,62.0,56.0,42.02247191011236,0.0
2020-02-20,39.0,31.0,39.0,38.0,25.0,34.0,28.0,63.0,25.0,23.0,38.76404494382023,0.0
2020-02-21,8.0,33.0,0.0,16.0,18.0,27.0,40.0,22.0,27.0,25.0,24.269662921348313,0.0
2020-02-22,18.0,18.0,19.0,18.0,20.0,40.0,44.0,12.0,20.0,9.0,24.49438202247191,0.0
2020-02-23,19.0,28.0,9.0,28.0,30.0,30.0,0.0,13.0,31.0,28.0,24.269662921348313,0.0
2020-02-24,31.0,8.0,8.0,31.0,25.0,17.0,38.0,21.0,43.0,23.0,27.528089887640448,0.0
2020-02-25,82.0,32.0,74.0,48.0,78.0,98.0,77.0,87.0,70.0,40.0,77.07865168539325,0.0
2020-02-26,25.0,56.0,8.0,40.0,34.0,35.0,58.0,65.0,26.0,24.0,41.68539325842696,0.0
2020-02-27,23.0,15.0,8.0,0.0,16.0,25.0,9.0,31.0,17.0,23.0,18.764044943820227,0.0
2020-02-28,17.0,32.0,0.0,16.0,9.0,18.0,29.0,44.0,27.0,16.0,23.37078651685393,0.0
2020-02-29,28.0,28.0,47.0,18.0,50.0,30.0,33.0,37.0,41.0,37.0,39.213483146067425,0.0
2020-03-01,30.0,10.0,29.0,19.0,10.0,11.0,12.0,26.0,0.0,10.0,17.640449438202246,0.0
2020-03-02,8.0,8.0,17.0,25.0,18.0,18.0,30.0,11.0,19.0,8.0,18.20224719101123,0.0
2020-03-03,18.0,27.0,36.0,0.0,29.0,20.0,33.0,36.0,10.0,18.0,25.50561797752809,0.0
2020-03-04,40.0,40.0,24.0,39.0,8.0,34.0,28.0,32.0,26.0,48.0,35.842696629213485,0.0
2020-03-05,0.0,23.0,0.0,15.0,25.0,25.0,18.0,0.0,8.0,15.0,14.494382022471909,0.0
2020-03-06,9.0,25.0,17.0,25.0,18.0,28.0,10.0,23.0,28.0,17.0,22.471910112359552,0.0
2020-03-07,38.0,19.0,9.0,19.0,20.0,51.0,57.0,13.0,21.0,38.0,32.02247191011236,0.0
2020-03-08,9.0,27.0,18.0,26.0,0.0,19.0,42.0,36.0,19.0,9.0,23.033707865168537,0.0
2020-03-09,47.0,23.0,31.0,23.0,8.0,34.0,55.0,21.0,25.0,31.0,33.48314606741573,0.0
2020-03-10,69.0,22.0,69.0,45.0,49.0,33.0,73.0,71.0,75.0,38.0,61.12359550561798,0.0
2020-03-11,50.0,80.0,89.0,64.0,78.0,53.0,58.0,64.0,62.0,33.0,70.89887640449439,0.0
2020-03-12,67.0,75.0,100.0,66.0,99.0,100.0,100.0,90.0,100.0,93.0,100.0,0.0
2020-03-13,75.0,49.0,83.0,57.0,98.0,62.0,90.0,88.0,53.0,66.0,81.01123595505615,0.0
