date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.1258955987717503,0
2020-01-02,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.7400204708290685,0
2020-01-03,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0235414534288638,0
2020-01-04,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.637666325486182,0
2020-01-05,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.4329580348004094,0
2020-01-06,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5353121801432958,0
2020-01-07,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.4329580348004094,0
2020-01-08,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.330603889457523,0
2020-01-09,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0235414534288638,0
2020-01-10,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.4329580348004094,0
2020-01-11,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.842374616171955,0
2020-01-12,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.330603889457523,0
2020-01-13,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.9211873080859775,0
2020-01-14,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.2282497441146365,0
2020-01-15,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0470829068577276,0
2020-01-16,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.2282497441146365,0
2020-01-17,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.5353121801432958,0
2020-01-18,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.4329580348004094,0
2020-01-19,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.149437052200614,0
2020-01-20,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.172978505629478,0
2020-01-21,8.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.038894575230296,0
2020-01-22,10.0,5.0,7.0,9.0,8.0,8.0,7.0,9.0,8.0,7.0,7.983623336745138,0
2020-01-23,10.0,12.0,13.0,9.0,13.0,15.0,11.0,13.0,11.0,11.0,12.077789150460593,0
2020-01-24,16.0,15.0,16.0,16.0,16.0,13.0,13.0,14.0,16.0,20.0,15.86489252814739,0
2020-01-25,14.0,16.0,14.0,14.0,17.0,11.0,16.0,14.0,17.0,15.0,15.148413510747185,0
2020-01-26,16.0,14.0,12.0,14.0,15.0,13.0,14.0,13.0,13.0,14.0,14.12487205731832,0
2020-01-27,13.0,19.0,15.0,15.0,15.0,15.0,17.0,15.0,17.0,16.0,16.069600818833162,0
2020-01-28,13.0,16.0,14.0,14.0,14.0,16.0,12.0,15.0,17.0,13.0,14.73899692937564,0
2020-01-29,14.0,12.0,13.0,13.0,13.0,15.0,16.0,22.0,12.0,12.0,14.534288638689867,0
2020-01-30,24.0,23.0,22.0,21.0,21.0,21.0,24.0,29.0,26.0,23.0,23.950870010235413,0
2020-01-31,21.0,18.0,19.0,18.0,22.0,21.0,16.0,21.0,19.0,21.0,20.061412487205732,0
2020-02-01,13.0,18.0,16.0,15.0,18.0,15.0,16.0,13.0,15.0,14.0,15.660184237461618,0
2020-02-02,14.0,13.0,14.0,15.0,12.0,16.0,15.0,16.0,18.0,18.0,15.455475946775843,0
2020-02-03,14.0,9.0,11.0,11.0,13.0,10.0,13.0,10.0,12.0,14.0,11.975435005117706,0
