date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,0.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,1.8046709129511678,0
2020-01-02,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.1677282377919322,0
2020-01-03,4.0,5.0,5.0,4.0,8.0,5.0,2.0,0.0,5.0,2.0,4.246284501061571,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,1.1677282377919322,0
2020-01-06,7.0,7.0,2.0,4.0,3.0,8.0,2.0,2.0,7.0,5.0,4.989384288747346,0
2020-01-07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21231422505307854,0
2020-01-08,2.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,3.0,0.0,1.4861995753715498,0
2020-01-09,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6369426751592356,0
2020-01-10,2.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,1.8046709129511678,0
2020-01-11,0.0,3.0,0.0,5.0,6.0,3.0,3.0,0.0,0.0,5.0,2.653927813163482,0
2020-01-12,5.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.8046709129511678,0
2020-01-13,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,4.0,1.592356687898089,0
2020-01-14,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,1.2738853503184713,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3184713375796178,0
2020-01-16,9.0,7.0,5.0,2.0,3.0,0.0,5.0,2.0,3.0,10.0,4.883227176220806,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,0.0,5.0,3.0,5.0,0.0,3.0,0.0,3.0,3.0,0.0,2.3354564755838645,0
2020-01-19,2.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,2.229299363057325,0
2020-01-20,0.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,3.0,0.0,2.5477707006369426,0
2020-01-21,2.0,0.0,8.0,7.0,3.0,8.0,7.0,2.0,5.0,5.0,4.989384288747346,0
2020-01-22,11.0,10.0,8.0,11.0,14.0,10.0,10.0,12.0,13.0,5.0,11.040339702760084,0
2020-01-23,12.0,18.0,13.0,7.0,14.0,13.0,13.0,23.0,16.0,10.0,14.755838641188959,0
2020-01-24,17.0,23.0,16.0,19.0,29.0,16.0,23.0,16.0,22.0,21.0,21.443736730360932,0
2020-01-25,34.0,21.0,33.0,33.0,24.0,28.0,23.0,18.0,22.0,32.0,28.450106157112526,0
2020-01-26,21.0,15.0,31.0,11.0,17.0,11.0,27.0,23.0,24.0,20.0,21.231422505307854,0
2020-01-27,11.0,16.0,22.0,15.0,16.0,10.0,19.0,26.0,25.0,12.0,18.259023354564754,0
2020-01-28,18.0,19.0,18.0,15.0,22.0,16.0,24.0,10.0,8.0,24.0,18.47133757961783,0
2020-01-29,25.0,29.0,33.0,11.0,28.0,45.0,29.0,25.0,23.0,25.0,28.980891719745223,0
2020-01-30,19.0,12.0,18.0,18.0,17.0,22.0,15.0,20.0,18.0,10.0,17.940552016985134,0
2020-01-31,12.0,15.0,3.0,7.0,3.0,14.0,13.0,13.0,8.0,10.0,10.40339702760085,0
2020-02-01,17.0,16.0,17.0,15.0,22.0,17.0,3.0,8.0,11.0,19.0,15.392781316348195,0
2020-02-02,5.0,8.0,13.0,16.0,15.0,8.0,8.0,8.0,5.0,10.0,10.19108280254777,0
2020-02-03,12.0,9.0,9.0,16.0,15.0,16.0,11.0,13.0,9.0,11.0,12.845010615711253,0
2020-02-04,18.0,7.0,7.0,6.0,13.0,13.0,2.0,5.0,15.0,2.0,9.341825902335458,0
2020-02-05,0.0,5.0,5.0,2.0,8.0,3.0,7.0,2.0,8.0,2.0,4.45859872611465,0
2020-02-06,9.0,7.0,3.0,13.0,3.0,8.0,7.0,10.0,3.0,10.0,7.749469214437367,0
2020-02-07,7.0,5.0,5.0,2.0,9.0,5.0,5.0,8.0,5.0,8.0,6.263269639065817,0
2020-02-08,5.0,3.0,14.0,2.0,3.0,3.0,5.0,5.0,6.0,5.0,5.414012738853502,0
2020-02-09,12.0,8.0,13.0,5.0,11.0,14.0,15.0,8.0,8.0,5.0,10.509554140127388,0
2020-02-10,0.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,5.0,2.0,2.3354564755838645,0
2020-02-11,2.0,7.0,5.0,2.0,16.0,5.0,5.0,7.0,2.0,2.0,5.626326963906582,0
