date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,0.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.894736842105263,0
2020-01-02,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0526315789473684,0
2020-01-03,9.0,3.0,4.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.3684210526315788,0
2020-01-04,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,2.9473684210526314,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-06,0.0,2.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,1.263157894736842,0
2020-01-07,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,6.0,1.6842105263157894,0
2020-01-08,3.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,1.368421052631579,0
2020-01-09,3.0,5.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0,2.526315789473684,0
2020-01-10,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.8421052631578947,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.7368421052631579,0
2020-01-12,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263157894736842,0
2020-01-13,2.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.4736842105263157,0
2020-01-14,0.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,1.5789473684210527,0
2020-01-15,3.0,2.0,6.0,6.0,3.0,5.0,2.0,3.0,0.0,5.0,3.6842105263157894,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,0.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,1.368421052631579,0
2020-01-18,0.0,0.0,0.0,4.0,0.0,7.0,3.0,4.0,0.0,4.0,2.3157894736842106,0
