,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-03-21,60.0,95.0,36.0,73.0,56.0,32.0,46.0,66.0,61.0,51.0,84.0,45.0,100.0,70.0,61.0,80.0,72.0,49.0,63.0,41.0,78.84371029224904
2020-03-22,69.0,64.0,94.0,71.0,66.0,100.0,100.0,53.0,83.0,100.0,71.0,100.0,64.0,40.0,42.0,39.0,59.0,96.0,20.0,94.0,90.53367217280812
2020-03-23,55.0,83.0,37.0,24.0,35.0,57.0,44.0,86.0,94.0,47.0,93.0,71.0,68.0,76.0,60.0,55.0,47.0,67.0,24.0,64.0,75.41296060991105
2020-03-24,30.0,58.0,93.0,27.0,29.0,36.0,39.0,76.0,31.0,35.0,20.0,29.0,29.0,24.0,15.0,34.0,35.0,76.0,18.0,36.0,48.91994917407878
2020-03-25,50.0,46.0,41.0,35.0,38.0,52.0,19.0,27.0,40.0,17.0,30.0,38.0,56.0,47.0,22.0,25.0,25.0,52.0,61.0,35.0,48.030495552731885
2020-03-26,40.0,57.0,41.0,43.0,38.0,9.0,38.0,9.0,31.0,60.0,40.0,48.0,47.0,83.0,37.0,25.0,17.0,32.0,44.0,35.0,49.174078780177894
2020-03-27,88.0,100.0,100.0,52.0,56.0,60.0,85.0,100.0,70.0,42.0,69.0,75.0,64.0,71.0,100.0,75.0,100.0,73.0,52.0,91.0,96.75984752223634
2020-03-28,23.0,13.0,57.0,71.0,22.0,51.0,33.0,53.0,12.0,49.0,35.0,55.0,11.0,82.0,51.0,39.0,29.0,60.0,30.0,27.0,51.01651842439644
2020-03-29,100.0,63.0,57.0,49.0,54.0,59.0,54.0,41.0,34.0,56.0,78.0,43.0,42.0,26.0,49.0,38.0,48.0,12.0,30.0,51.0,62.515883100381195
2020-03-30,78.0,86.0,97.0,100.0,100.0,50.0,92.0,71.0,78.0,57.0,97.0,92.0,81.0,68.0,83.0,65.0,49.0,80.0,50.0,100.0,100.0
2020-03-31,59.0,77.0,60.0,61.0,38.0,61.0,48.0,18.0,81.0,42.0,100.0,85.0,37.0,58.0,22.0,58.0,33.0,82.0,34.0,57.0,70.58449809402795
2020-04-01,59.0,22.0,20.0,51.0,66.0,26.0,66.0,46.0,100.0,8.0,40.0,56.0,83.0,58.0,50.0,100.0,66.0,83.0,43.0,56.0,69.82210927573063
2020-04-02,59.0,67.0,30.0,35.0,47.0,61.0,66.0,55.0,50.0,0.0,70.0,66.0,47.0,47.0,22.0,42.0,59.0,31.0,9.0,23.0,56.289707750952985
2020-04-03,10.0,35.0,53.0,45.0,39.0,64.0,79.0,47.0,52.0,26.0,73.0,49.0,38.0,48.0,37.0,26.0,53.0,33.0,64.0,83.0,60.60991105463786
2020-04-04,82.0,54.0,36.0,31.0,68.0,62.0,46.0,76.0,60.0,50.0,24.0,34.0,33.0,84.0,26.0,59.0,30.0,100.0,52.0,55.0,67.47141041931384
2020-04-05,12.0,39.0,70.0,20.0,11.0,31.0,45.0,32.0,59.0,40.0,35.0,34.0,33.0,27.0,51.0,59.0,50.0,61.0,10.0,40.0,48.22109275730623
2020-04-06,19.0,22.0,29.0,17.0,27.0,43.0,0.0,44.0,39.0,25.0,29.0,19.0,46.0,23.0,28.0,25.0,57.0,30.0,25.0,44.0,37.54764930114358
2020-04-07,20.0,34.0,50.0,26.0,29.0,26.0,28.0,18.0,10.0,8.0,10.0,47.0,38.0,35.0,14.0,25.0,17.0,72.0,35.0,23.0,35.895806861499366
2020-04-08,70.0,34.0,31.0,53.0,67.0,54.0,49.0,65.0,62.0,34.0,30.0,48.0,47.0,24.0,44.0,25.0,35.0,32.0,35.0,23.0,54.76493011435832
2020-04-09,31.0,35.0,22.0,28.0,20.0,28.0,50.0,29.0,43.0,45.0,42.0,20.0,69.0,49.0,39.0,27.0,53.0,33.0,9.0,49.0,45.80686149936467
2020-04-10,32.0,72.0,32.0,27.0,20.0,28.0,30.0,29.0,65.0,37.0,64.0,41.0,30.0,37.0,23.0,35.0,18.0,22.0,19.0,49.0,45.10800508259212
2020-04-11,11.0,12.0,46.0,19.0,42.0,0.0,32.0,20.0,0.0,29.0,34.0,32.0,10.0,13.0,16.0,18.0,19.0,47.0,58.0,26.0,30.749682337992375
2020-04-12,23.0,50.0,45.0,30.0,21.0,70.0,54.0,41.0,47.0,38.0,80.0,76.0,42.0,40.0,25.0,38.0,29.0,94.0,59.0,91.0,63.08767471410419
2020-04-13,31.0,47.0,0.0,9.0,29.0,9.0,40.0,9.0,21.0,18.0,31.0,30.0,19.0,12.0,23.0,17.0,26.0,22.0,9.0,0.0,25.540025412960613
2020-04-14,10.0,34.0,31.0,9.0,19.0,18.0,48.0,19.0,10.0,9.0,21.0,29.0,38.0,0.0,30.0,26.0,18.0,21.0,9.0,48.0,28.398983481575602
2020-04-15,30.0,46.0,20.0,35.0,48.0,27.0,29.0,28.0,10.0,43.0,10.0,39.0,28.0,36.0,15.0,17.0,26.0,63.0,52.0,47.0,41.23252858958069
2020-04-16,10.0,23.0,31.0,9.0,29.0,9.0,29.0,28.0,21.0,35.0,20.0,10.0,19.0,36.0,37.0,34.0,17.0,0.0,53.0,35.0,30.813214739517154
2020-04-17,0.0,11.0,21.0,9.0,10.0,18.0,10.0,9.0,0.0,9.0,10.0,29.0,9.0,12.0,7.0,0.0,9.0,21.0,9.0,12.0,13.659466327827191
2020-04-18,22.0,50.0,78.0,10.0,0.0,39.0,21.0,40.0,23.0,19.0,33.0,32.0,10.0,13.0,16.0,9.0,28.0,35.0,58.0,38.0,36.46759847522236
2020-04-19,42.0,24.0,11.0,28.0,20.0,18.0,31.0,39.0,32.0,0.0,0.0,20.0,39.0,50.0,23.0,18.0,37.0,44.0,46.0,24.0,34.68869123252859
