,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-10-05,51.06382978723404,40.0,79.0,41.0,50.0,43.0,58.0,57.0,69.0,74.0,77.0,56.0,68.0,40.0,47.0,53.0,63.0,44.30379746835443,83.0,76.0,68.02771332191669
2020-10-06,27.659574468085108,60.0,65.0,38.0,55.0,62.0,28.0,40.0,52.0,36.0,32.0,57.0,40.0,30.0,51.0,58.0,54.0,40.50632911392405,74.0,46.0,55.04300045906848
2020-10-07,47.87234042553192,65.0,69.0,65.0,65.0,69.0,63.0,62.0,100.0,58.0,58.0,64.0,87.0,44.0,88.0,100.0,58.0,84.81012658227849,100.0,72.0,82.5897259533505
2020-10-08,69.14893617021276,43.0,49.0,83.0,40.0,76.0,60.0,69.0,74.0,52.0,62.0,49.0,54.0,84.0,66.0,84.0,76.0,64.55696202531645,77.0,75.0,76.01733806085088
2020-10-09,43.61702127659574,41.0,57.0,52.0,48.0,47.0,65.0,51.0,53.0,53.0,51.0,27.0,55.0,33.0,59.0,59.0,62.0,74.68354430379746,63.0,43.0,60.344740062264094
2020-10-10,90.42553191489361,82.0,62.0,52.0,100.0,100.0,62.0,83.0,75.0,70.0,89.0,72.0,97.0,55.0,59.0,89.0,90.0,45.56962025316456,82.0,68.0,88.59991946716721
2020-10-11,69.14893617021276,34.0,60.0,25.0,45.0,72.0,52.0,71.0,72.0,100.0,81.0,100.0,76.0,46.0,67.0,72.0,100.0,64.55696202531645,37.0,86.0,77.35535817525762
2020-10-12,63.829787234042556,74.0,72.0,43.0,84.0,76.0,62.0,69.0,71.0,80.0,37.0,55.0,57.0,77.0,76.0,87.0,64.0,54.43037974683544,72.0,85.0,79.07467148401331
2020-10-13,50.0,41.0,68.0,71.0,63.0,45.0,54.0,60.0,61.0,43.0,61.0,67.0,75.0,28.0,60.0,64.0,51.0,67.0886075949367,44.0,73.0,66.67346129802006
2020-10-14,100.0,67.0,72.0,47.0,71.0,60.0,51.0,84.0,84.0,71.0,69.0,47.0,80.0,73.0,60.0,90.0,89.0,88.60759493670886,84.0,74.0,85.02871136500019
2020-10-15,74.46808510638297,31.0,35.0,72.0,24.0,35.0,41.0,59.0,52.0,63.0,80.0,35.0,47.0,40.0,16.0,58.0,81.0,48.10126582278481,42.0,69.0,58.32425902743288
2020-10-16,77.65957446808511,42.0,83.0,66.0,66.0,81.0,59.0,66.0,71.0,71.0,66.0,60.0,67.0,46.0,37.0,61.0,48.0,78.48101265822785,43.0,88.0,74.29738236957677
2020-10-17,76.59574468085107,32.0,88.0,70.0,61.0,80.0,40.0,87.0,81.0,79.0,70.0,84.0,79.0,69.0,84.0,90.0,68.0,82.27848101265823,44.0,82.0,84.17160073889659
2020-10-18,86.17021276595744,70.0,60.0,46.0,48.0,72.0,82.0,87.0,44.0,57.0,47.0,75.0,48.0,81.0,77.0,89.0,62.0,59.49367088607595,51.0,85.0,77.17838962536564
2020-10-19,88.29787234042553,61.0,85.0,95.0,60.0,72.0,58.0,57.0,37.0,36.0,56.0,62.0,84.0,74.0,85.0,78.0,43.0,88.60759493670886,97.0,71.0,80.74110574399646
2020-10-20,51.06382978723404,33.0,39.0,58.0,35.0,54.0,52.0,70.0,91.0,66.0,92.0,99.0,59.0,51.0,46.0,48.0,65.0,46.835443037974684,49.0,61.0,67.82594253966712
2020-10-21,70.2127659574468,47.0,71.0,64.0,55.0,59.0,75.0,83.0,84.0,89.0,85.0,85.0,83.0,40.0,60.0,64.0,62.0,44.30379746835443,71.0,73.0,79.38046123064822
2020-10-22,67.02127659574468,58.0,58.0,72.0,56.0,67.0,57.0,85.0,53.0,58.0,60.0,68.0,68.0,44.0,40.0,50.0,59.0,58.22784810126582,80.0,75.0,71.74400586604915
2020-10-23,50.0,72.0,79.0,51.0,83.0,87.0,92.0,75.0,89.0,60.0,63.0,98.0,74.0,62.0,67.0,90.0,57.0,73.41772151898734,66.0,83.0,85.5994133950856
