,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-05,88.0,100.0,22.0,36.0,100.0,25.0,57.0,58.0,100.0,28.0,57.31707317073171,69.0,29.0,100.0,48.0,100.0,33.69565217391305,85.0,21.0,75.0,100.0
2020-10-06,30.0,25.0,0.0,47.0,0.0,0.0,0.0,0.0,50.0,0.0,29.26829268292683,47.0,58.0,50.0,24.0,25.0,34.78260869565217,28.0,0.0,0.0,36.3673923297538
2020-10-07,30.0,0.0,43.0,23.0,24.0,0.0,55.0,0.0,0.0,27.0,28.048780487804876,24.0,0.0,49.0,24.0,50.0,33.69565217391305,28.0,0.0,50.0,39.67040458328026
2020-10-08,32.0,27.0,24.0,39.0,54.0,28.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,25.567917726814187
2020-10-09,34.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,40.21739130434783,0.0,0.0,29.0,15.277227859127484
2020-10-10,0.0,0.0,0.0,57.0,90.0,30.0,100.0,35.0,60.0,100.0,34.146341463414636,0.0,35.0,30.0,29.0,60.0,0.0,100.0,0.0,0.0,61.699552758334576
2020-10-11,33.0,28.0,24.0,0.0,28.0,29.0,31.0,32.0,56.0,31.0,0.0,52.0,65.0,28.0,80.0,57.0,0.0,32.0,0.0,28.0,51.460507424762525
2020-10-12,32.0,0.0,23.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,26.0,0.0,36.95652173913044,30.0,0.0,27.0,18.421605318698422
2020-10-13,0.0,0.0,23.0,26.0,0.0,55.0,30.0,31.0,0.0,29.0,30.48780487804878,74.0,31.0,0.0,51.0,27.0,36.95652173913044,30.0,23.0,53.0,44.67846113060215
2020-10-14,0.0,26.0,0.0,48.0,51.0,0.0,58.0,30.0,0.0,29.0,29.26829268292683,48.0,60.0,26.0,25.0,0.0,35.869565217391305,28.0,22.0,26.0,44.004241737735285
