date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,8.0,10.0,12.0,32.0,12.0,13.0,13.0,40.0,30.0,12.0,22.552664188351923,0.0
2020-01-02,6.0,0.0,27.0,8.0,20.0,10.0,20.0,11.0,16.0,9.0,15.737298636926887,0.0
2020-01-03,12.0,8.0,26.0,24.0,19.0,29.0,19.0,21.0,8.0,9.0,21.68525402726146,0.0
2020-01-04,0.0,26.0,40.0,9.0,32.0,32.0,22.0,23.0,35.0,21.0,29.739776951672862,0.0
2020-01-05,54.0,50.0,67.0,27.0,62.0,42.0,53.0,56.0,26.0,40.0,59.10780669144982,0.0
2020-01-06,30.0,22.0,78.0,47.0,28.0,37.0,19.0,30.0,30.0,45.0,45.353159851301115,0.0
2020-01-07,18.0,22.0,43.0,0.0,56.0,28.0,29.0,40.0,23.0,18.0,34.32465923172243,0.0
2020-01-08,23.0,36.0,33.0,23.0,36.0,27.0,19.0,20.0,22.0,61.0,37.17472118959108,0.0
2020-01-09,6.0,22.0,43.0,16.0,9.0,46.0,66.0,30.0,23.0,63.0,40.14869888475836,0.0
2020-01-10,6.0,23.0,27.0,8.0,19.0,10.0,10.0,10.0,24.0,9.0,18.091697645600988,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,0.0,0.0,5.5762081784386615,0.0
2020-01-12,32.0,8.0,19.0,8.0,10.0,30.0,30.0,43.0,8.0,20.0,25.774473358116477,0.0
2020-01-13,33.0,40.0,24.0,43.0,51.0,25.0,17.0,36.0,28.0,32.0,40.768277571251545,0.0
2020-01-14,5.0,13.0,30.0,14.0,33.0,8.0,17.0,36.0,20.0,32.0,25.774473358116477,0.0
2020-01-15,12.0,14.0,50.0,31.0,27.0,27.0,37.0,39.0,15.0,53.0,37.79429987608425,0.0
2020-01-16,12.0,39.0,36.0,33.0,10.0,29.0,39.0,10.0,0.0,47.0,31.598513011152416,0.0
2020-01-17,19.0,8.0,9.0,25.0,49.0,48.0,20.0,21.0,24.0,28.0,31.10285006195787,0.0
2020-01-18,7.0,17.0,20.0,18.0,11.0,32.0,22.0,58.0,26.0,31.0,29.98760842627013,0.0
2020-01-19,40.0,32.0,48.0,43.0,20.0,31.0,52.0,33.0,17.0,49.0,45.229244114002476,0.0
2020-01-20,18.0,30.0,43.0,31.0,28.0,0.0,38.0,40.0,30.0,27.0,35.31598513011152,0.0
2020-01-21,24.0,8.0,35.0,32.0,19.0,38.0,19.0,30.0,31.0,0.0,29.24411400247831,0.0
2020-01-22,42.0,30.0,34.0,39.0,37.0,19.0,19.0,30.0,54.0,18.0,39.9008674101611,0.0
2020-01-23,32.0,46.0,54.0,33.0,38.0,48.0,49.0,41.0,16.0,46.0,49.93804213135068,0.0
2020-01-24,32.0,8.0,18.0,8.0,39.0,20.0,40.0,42.0,32.0,29.0,33.2094175960347,0.0
2020-01-25,14.0,17.0,20.0,36.0,53.0,32.0,43.0,34.0,17.0,31.0,36.802973977695174,0.0
2020-01-26,27.0,25.0,58.0,44.0,10.0,21.0,21.0,45.0,34.0,50.0,41.51177199504337,0.0
2020-01-27,23.0,22.0,8.0,38.0,36.0,64.0,46.0,19.0,22.0,52.0,40.89219330855018,0.0
2020-01-28,12.0,22.0,26.0,16.0,28.0,28.0,19.0,20.0,31.0,27.0,28.376703841387855,0.0
2020-01-29,18.0,0.0,17.0,24.0,28.0,19.0,19.0,10.0,23.0,18.0,21.809169764560103,0.0
2020-01-30,37.0,38.0,26.0,32.0,96.0,38.0,39.0,51.0,39.0,18.0,51.301115241635685,0.0
2020-01-31,13.0,8.0,9.0,17.0,20.0,10.0,20.0,21.0,0.0,10.0,15.861214374225526,0.0
2020-02-01,34.0,34.0,30.0,36.0,42.0,74.0,43.0,80.0,69.0,41.0,59.85130111524163,0.0
2020-02-02,26.0,8.0,19.0,26.0,51.0,31.0,0.0,22.0,58.0,20.0,32.342007434944236,0.0
2020-02-03,11.0,21.0,8.0,22.0,34.0,43.0,35.0,37.0,21.0,16.0,30.73110285006196,0.0
2020-02-04,30.0,22.0,35.0,8.0,0.0,19.0,29.0,30.0,23.0,18.0,26.517967781908304,0.0
2020-02-05,37.0,15.0,35.0,49.0,48.0,19.0,49.0,31.0,31.0,9.0,40.024783147459715,0.0
2020-02-06,44.0,8.0,9.0,58.0,59.0,29.0,10.0,53.0,48.0,56.0,46.34448574969021,0.0
2020-02-07,13.0,32.0,46.0,17.0,40.0,10.0,0.0,22.0,41.0,29.0,30.978934324659228,0.0
2020-02-08,42.0,51.0,40.0,27.0,32.0,43.0,22.0,12.0,35.0,21.0,40.272614622057,0.0
2020-02-09,6.0,31.0,9.0,16.0,19.0,19.0,39.0,52.0,8.0,19.0,27.013630731102854,0.0
2020-02-10,34.0,14.0,33.0,15.0,36.0,45.0,46.0,57.0,15.0,9.0,37.670384138785614,0.0
2020-02-11,18.0,22.0,9.0,23.0,37.0,9.0,38.0,20.0,8.0,18.0,25.030978934324654,0.0
2020-02-12,0.0,29.0,34.0,16.0,28.0,28.0,19.0,30.0,15.0,9.0,25.774473358116477,0.0
2020-02-13,18.0,45.0,26.0,8.0,55.0,74.0,47.0,50.0,23.0,36.0,47.33581164807931,0.0
2020-02-14,32.0,40.0,55.0,42.0,10.0,49.0,40.0,75.0,24.0,10.0,46.716232961586115,0.0
2020-02-15,7.0,9.0,30.0,18.0,11.0,22.0,11.0,12.0,9.0,0.0,15.985130111524162,0.0
2020-02-16,45.0,31.0,37.0,33.0,69.0,49.0,20.0,32.0,40.0,56.0,51.05328376703842,0.0
2020-02-17,47.0,43.0,42.0,85.0,90.0,36.0,56.0,49.0,59.0,35.0,67.16232961586121,0.0
2020-02-18,47.0,22.0,51.0,23.0,73.0,46.0,47.0,59.0,46.0,36.0,55.762081784386616,0.0
2020-02-19,24.0,7.0,35.0,31.0,9.0,19.0,38.0,30.0,30.0,18.0,29.863692688971497,0.0
2020-02-20,18.0,7.0,26.0,16.0,19.0,19.0,19.0,20.0,8.0,36.0,23.296158612143746,0.0
2020-02-21,0.0,8.0,28.0,8.0,10.0,10.0,20.0,22.0,8.0,0.0,14.126394052044608,0.0
2020-02-22,7.0,17.0,20.0,27.0,0.0,11.0,11.0,23.0,17.0,41.0,21.561338289962826,0.0
2020-02-23,20.0,41.0,57.0,51.0,0.0,51.0,31.0,33.0,17.0,20.0,39.77695167286245,0.0
2020-02-24,36.0,44.0,60.0,31.0,37.0,64.0,47.0,10.0,30.0,44.0,49.93804213135068,0.0
2020-02-25,36.0,30.0,60.0,24.0,56.0,28.0,38.0,40.0,23.0,35.0,45.848822800495654,0.0
2020-02-26,35.0,22.0,34.0,31.0,27.0,18.0,28.0,39.0,22.0,26.0,34.944237918215606,0.0
2020-02-27,11.0,21.0,25.0,15.0,18.0,18.0,37.0,10.0,44.0,43.0,29.98760842627013,0.0
2020-02-28,13.0,23.0,9.0,25.0,29.0,49.0,40.0,53.0,16.0,28.0,35.31598513011152,0.0
2020-02-29,40.0,25.0,29.0,44.0,10.0,42.0,42.0,56.0,42.0,50.0,47.08798017348203,0.0
2020-03-01,19.0,24.0,18.0,34.0,40.0,30.0,61.0,43.0,25.0,29.0,40.024783147459715,0.0
2020-03-02,28.0,42.0,49.0,44.0,88.0,61.0,27.0,76.0,50.0,76.0,67.03841387856258,0.0
2020-03-03,18.0,15.0,17.0,15.0,27.0,18.0,9.0,29.0,22.0,17.0,23.172242874845104,0.0
2020-03-04,23.0,29.0,17.0,15.0,18.0,36.0,18.0,39.0,37.0,35.0,33.08550185873606,0.0
