date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,19.0,19.0,29.0,16.0,20.0,24.0,19.0,16.0,16.0,22.0,17.0,21.0,20.0,20.0,22.0,18.0,14.0,16.0,16.0,15.0,19.957872564507635
2020-01-30,22.0,23.0,15.0,23.0,23.0,22.0,28.0,21.0,21.0,21.0,11.0,31.0,31.0,15.0,24.0,20.0,25.0,22.0,16.0,20.0,22.85413375460769
2020-01-31,26.0,20.0,32.0,28.0,27.0,22.0,20.0,22.0,17.0,18.0,18.0,25.0,26.0,22.0,24.0,24.0,25.0,32.0,31.0,23.0,25.38177988414955
2020-02-01,19.0,14.0,15.0,13.0,11.0,22.0,19.0,17.0,15.0,20.0,22.0,11.0,15.0,11.0,16.0,17.0,15.0,11.0,10.0,15.0,16.219062664560294
2020-02-02,7.0,9.0,15.0,8.0,11.0,7.0,11.0,10.0,6.0,11.0,12.0,11.0,16.0,8.0,14.0,10.0,11.0,15.0,14.0,12.0,11.4797261716693
2020-02-03,11.0,12.0,12.0,16.0,13.0,15.0,13.0,10.0,12.0,12.0,8.0,15.0,15.0,14.0,8.0,11.0,11.0,12.0,10.0,11.0,12.690889942074776
2020-02-04,14.0,13.0,13.0,11.0,11.0,6.0,12.0,14.0,7.0,14.0,11.0,14.0,15.0,9.0,13.0,13.0,13.0,8.0,9.0,16.0,12.427593470247498
2020-02-05,14.0,9.0,9.0,9.0,9.0,9.0,13.0,12.0,7.0,7.0,6.0,8.0,8.0,9.0,11.0,8.0,10.0,9.0,12.0,14.0,10.163243812532912
2020-02-06,9.0,9.0,6.0,10.0,9.0,4.0,9.0,7.0,6.0,7.0,9.0,4.0,8.0,7.0,4.0,8.0,7.0,4.0,5.0,5.0,7.214323328067403
2020-02-07,8.0,5.0,6.0,4.0,5.0,8.0,8.0,9.0,7.0,4.0,6.0,4.0,6.0,5.0,6.0,7.0,3.0,6.0,4.0,4.0,6.055818852027383
2020-02-08,11.0,10.0,15.0,12.0,7.0,10.0,6.0,7.0,10.0,13.0,14.0,13.0,10.0,10.0,9.0,7.0,10.0,8.0,12.0,7.0,10.584518167456556
2020-02-09,6.0,4.0,10.0,9.0,7.0,4.0,8.0,5.0,9.0,7.0,6.0,7.0,7.0,7.0,4.0,11.0,11.0,10.0,8.0,9.0,7.84623486045287
2020-02-10,8.0,7.0,4.0,10.0,10.0,9.0,11.0,9.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,5.0,10.0,4.0,6.0,10.0,8.109531332280147
2020-02-11,8.0,5.0,5.0,9.0,12.0,10.0,8.0,9.0,14.0,8.0,11.0,7.0,11.0,11.0,6.0,8.0,14.0,8.0,11.0,12.0,9.847288046340179
