date,/m/0cjf0,isPartial
2020-03-01,27,False
2020-03-02,24,False
2020-03-03,24,False
2020-03-04,25,False
2020-03-05,26,False
2020-03-06,23,False
2020-03-07,24,False
2020-03-08,29,False
2020-03-09,29,False
2020-03-10,36,False
2020-03-11,43,False
2020-03-12,51,False
2020-03-13,63,False
2020-03-14,81,False
2020-03-15,100,False
2020-03-16,85,False
2020-03-17,74,False
2020-03-18,72,False
2020-03-19,70,False
2020-03-20,66,False
2020-03-21,55,False
2020-03-22,62,False
2020-03-23,42,False
2020-03-24,47,False
2020-03-25,41,False
2020-03-26,35,False
2020-03-27,38,False
2020-03-28,47,False
2020-03-29,47,False
2020-03-30,38,False
2020-03-31,36,False
2020-04-01,31,False
2020-04-02,33,False
2020-04-03,27,False
2020-04-04,19,False
2020-04-05,30,False
2020-04-06,24,False
2020-04-07,18,False
2020-04-08,21,False
2020-04-09,27,False
2020-04-10,19,False
2020-04-11,22,False
2020-04-12,19,False
2020-04-13,18,False
