,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,21.0,20.0,23.0,28.0,24.0,24.0,24.0,19.0,20.0,32.0,21.0,25.0,22.0,23.0,21.0,26.0,28.0,28.0,22.0,28.0,24.678001030396704
2020-01-30,24.0,25.0,16.0,18.0,26.0,21.0,17.0,19.0,22.0,15.0,20.0,22.0,15.0,24.0,14.0,14.0,29.0,22.0,15.0,22.0,20.607934054611025
2020-01-31,12.0,20.0,23.0,24.0,12.0,15.0,19.0,17.0,19.0,13.0,14.0,20.0,14.0,20.0,10.0,15.0,22.0,17.0,11.0,18.0,17.259144770736736
2020-02-01,9.0,14.0,20.0,17.0,15.0,18.0,14.0,18.0,14.0,16.0,20.0,13.0,12.0,15.0,9.0,19.0,14.0,15.0,14.0,21.0,15.816589386913963
2020-02-02,12.0,8.0,18.0,10.0,8.0,10.0,13.0,14.0,9.0,13.0,10.0,12.0,10.0,17.0,9.0,9.0,15.0,15.0,12.0,8.0,11.952601751674395
2020-02-03,7.0,14.0,17.0,12.0,14.0,11.0,15.0,11.0,9.0,14.0,13.0,14.0,10.0,9.0,10.0,9.0,16.0,11.0,15.0,21.0,12.982998454404946
2020-02-04,9.0,7.0,11.0,10.0,11.0,13.0,10.0,5.0,13.0,7.0,11.0,12.0,7.0,10.0,15.0,12.0,15.0,10.0,8.0,11.0,10.664605873261205
2020-02-05,12.0,12.0,8.0,10.0,8.0,10.0,11.0,10.0,12.0,11.0,14.0,13.0,13.0,12.0,12.0,11.0,13.0,12.0,10.0,14.0,11.746522411128284
2020-02-06,9.0,12.0,12.0,8.0,11.0,10.0,11.0,7.0,7.0,9.0,12.0,15.0,8.0,8.0,12.0,10.0,9.0,12.0,11.0,9.0,10.407006697578568
2020-02-07,9.0,8.0,12.0,8.0,3.0,6.0,6.0,7.0,14.0,9.0,10.0,8.0,6.0,6.0,9.0,7.0,10.0,4.0,5.0,13.0,8.243173621844411
2020-02-08,6.0,10.0,8.0,10.0,7.0,11.0,13.0,8.0,8.0,8.0,14.0,10.0,7.0,9.0,9.0,10.0,5.0,9.0,8.0,11.0,9.32509015971149
2020-02-09,8.0,14.0,16.0,17.0,10.0,11.0,15.0,6.0,14.0,10.0,20.0,17.0,12.0,13.0,10.0,13.0,15.0,19.0,14.0,14.0,13.807315816589387
2020-02-10,10.0,10.0,7.0,11.0,6.0,7.0,4.0,8.0,4.0,10.0,5.0,5.0,7.0,8.0,8.0,6.0,7.0,7.0,10.0,5.0,7.470376094796497
2020-02-11,4.0,9.0,9.0,10.0,7.0,13.0,10.0,7.0,4.0,7.0,13.0,10.0,6.0,7.0,8.0,11.0,12.0,4.0,5.0,8.0,8.449252962390519
2020-02-12,5.0,9.0,2.0,9.0,9.0,6.0,8.0,7.0,8.0,5.0,11.0,8.0,7.0,10.0,6.0,7.0,11.0,6.0,5.0,8.0,7.573415765069552
2020-02-13,9.0,10.0,6.0,11.0,17.0,8.0,15.0,10.0,11.0,12.0,8.0,15.0,11.0,13.0,13.0,14.0,6.0,5.0,8.0,10.0,10.922205048943844
2020-02-14,8.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,4.0,5.0,7.0,10.0,9.0,8.0,3.0,3.0,3.0,7.0,3.0,6.0,6.388459556929418
2020-02-15,2.0,8.0,6.0,9.0,5.0,4.0,5.0,4.0,7.0,7.0,4.0,8.0,5.0,4.0,4.0,6.0,7.0,4.0,8.0,5.0,5.770221535291087
2020-02-16,9.0,12.0,10.0,6.0,7.0,6.0,6.0,7.0,11.0,6.0,12.0,2.0,8.0,13.0,4.0,9.0,6.0,7.0,10.0,6.0,8.088614116434828
2020-02-17,8.0,5.0,7.0,9.0,6.0,6.0,8.0,5.0,4.0,11.0,6.0,8.0,8.0,9.0,4.0,4.0,8.0,7.0,7.0,7.0,7.058217413704276
2020-02-18,5.0,10.0,13.0,9.0,15.0,11.0,12.0,10.0,9.0,11.0,13.0,9.0,8.0,8.0,8.0,14.0,9.0,10.0,8.0,7.0,10.252447192168985
2020-02-19,8.0,14.0,6.0,11.0,7.0,12.0,8.0,14.0,6.0,11.0,11.0,4.0,9.0,9.0,8.0,11.0,7.0,6.0,6.0,9.0,9.119010819165378
2020-02-20,6.0,4.0,0.0,6.0,6.0,2.0,3.0,4.0,3.0,6.0,5.0,2.0,4.0,6.0,3.0,5.0,3.0,5.0,6.0,7.0,4.430705821741371
2020-02-21,3.0,4.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,6.0,1.0,5.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0,5.0,3.3487892838742916
2020-02-22,5.0,7.0,10.0,6.0,5.0,7.0,5.0,6.0,5.0,8.0,8.0,4.0,10.0,3.0,9.0,7.0,3.0,6.0,6.0,2.0,6.285419886656363
2020-02-23,11.0,13.0,18.0,15.0,11.0,11.0,8.0,6.0,15.0,15.0,18.0,11.0,7.0,11.0,13.0,13.0,11.0,9.0,10.0,12.0,12.26172076249356
2020-02-24,17.0,26.0,26.0,31.0,20.0,26.0,19.0,22.0,26.0,23.0,26.0,23.0,24.0,19.0,19.0,24.0,23.0,21.0,25.0,30.0,24.214322514167954
2020-02-25,24.0,27.0,24.0,25.0,26.0,26.0,29.0,28.0,18.0,26.0,24.0,33.0,23.0,23.0,31.0,26.0,29.0,26.0,28.0,21.0,26.63575476558475
2020-02-26,20.0,26.0,25.0,24.0,29.0,27.0,22.0,22.0,25.0,27.0,31.0,31.0,28.0,32.0,21.0,30.0,26.0,24.0,29.0,23.0,26.89335394126739
2020-02-27,26.0,39.0,36.0,29.0,27.0,36.0,42.0,32.0,26.0,30.0,37.0,35.0,33.0,37.0,31.0,38.0,35.0,34.0,36.0,43.0,35.1365275631118
2020-02-28,29.0,36.0,29.0,35.0,27.0,24.0,39.0,27.0,24.0,22.0,28.0,24.0,30.0,24.0,21.0,31.0,31.0,26.0,34.0,43.0,30.0875837197321
2020-02-29,35.0,44.0,42.0,43.0,36.0,43.0,41.0,41.0,39.0,40.0,31.0,39.0,32.0,26.0,43.0,42.0,44.0,21.0,39.0,41.0,39.258114374034
2020-03-01,26.0,36.0,36.0,30.0,31.0,31.0,28.0,29.0,32.0,28.0,39.0,35.0,32.0,31.0,27.0,31.0,33.0,29.0,31.0,32.0,32.30293663060278
2020-03-02,22.0,42.0,41.0,35.0,34.0,36.0,36.0,26.0,26.0,44.0,35.0,41.0,29.0,36.0,31.0,34.0,40.0,33.0,31.0,43.0,35.806285419886656
2020-03-03,25.0,28.0,34.0,29.0,32.0,30.0,31.0,30.0,30.0,25.0,29.0,27.0,31.0,29.0,27.0,35.0,39.0,30.0,27.0,27.0,30.6543019062339
2020-03-04,29.0,27.0,26.0,29.0,21.0,30.0,26.0,28.0,20.0,25.0,32.0,31.0,27.0,27.0,21.0,27.0,26.0,20.0,22.0,30.0,26.996393611540444
2020-03-05,21.0,33.0,26.0,36.0,25.0,29.0,27.0,21.0,24.0,27.0,34.0,28.0,29.0,36.0,22.0,28.0,21.0,30.0,27.0,37.0,28.902627511591962
2020-03-06,30.0,32.0,38.0,40.0,31.0,34.0,41.0,35.0,35.0,33.0,33.0,49.0,43.0,33.0,32.0,35.0,34.0,33.0,37.0,43.0,37.14580113343637
2020-03-07,29.0,36.0,28.0,24.0,35.0,28.0,33.0,21.0,30.0,28.0,20.0,34.0,21.0,32.0,26.0,31.0,30.0,29.0,27.0,35.0,29.726944873776404
2020-03-08,25.0,33.0,32.0,34.0,39.0,24.0,35.0,33.0,27.0,40.0,32.0,40.0,30.0,40.0,25.0,30.0,32.0,38.0,32.0,32.0,33.6424523441525
2020-03-09,22.0,31.0,25.0,34.0,33.0,25.0,21.0,27.0,26.0,31.0,31.0,27.0,33.0,28.0,20.0,29.0,31.0,24.0,31.0,35.0,29.057187017001546
2020-03-10,38.0,41.0,48.0,38.0,28.0,40.0,39.0,40.0,46.0,48.0,46.0,46.0,41.0,42.0,38.0,47.0,42.0,36.0,43.0,41.0,42.65842349304482
2020-03-11,31.0,35.0,37.0,45.0,41.0,43.0,40.0,42.0,29.0,40.0,38.0,37.0,36.0,38.0,36.0,39.0,43.0,42.0,35.0,40.0,39.515713549716644
2020-03-12,70.0,59.0,68.0,79.0,52.0,61.0,65.0,64.0,56.0,67.0,74.0,77.0,53.0,69.0,56.0,69.0,66.0,57.0,57.0,74.0,66.61514683153015
2020-03-13,69.0,94.0,85.0,90.0,78.0,73.0,68.0,76.0,69.0,90.0,90.0,99.0,98.0,78.0,71.0,85.0,81.0,64.0,92.0,97.0,84.8531684698609
2020-03-14,71.0,100.0,100.0,100.0,100.0,100.0,82.0,76.0,82.0,93.0,93.0,98.0,87.0,96.0,79.0,85.0,89.0,84.0,95.0,85.0,92.47810407006698
2020-03-15,100.0,90.0,88.0,99.0,99.0,90.0,100.0,90.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,94.0,100.0,100.0
