date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,16.0,15.0,17.0,16.0,16.0,14.0,14.0,16.0,18.0,18.0,19.0,19.0,16.0,21.0,18.0,15.0,16.0,20.0,14.0,15.0,16.83518705763397
2020-01-30,17.0,18.0,14.0,17.0,15.0,20.0,18.0,18.0,19.0,16.0,17.0,17.0,16.0,18.0,20.0,15.0,15.0,19.0,14.0,21.0,17.391304347826086
2020-01-31,17.0,19.0,15.0,15.0,18.0,18.0,20.0,17.0,20.0,21.0,19.0,17.0,20.0,17.0,22.0,12.0,19.0,15.0,17.0,18.0,17.99797775530839
2020-02-01,12.0,14.0,13.0,14.0,13.0,14.0,11.0,10.0,12.0,12.0,14.0,11.0,13.0,12.0,11.0,13.0,11.0,11.0,11.0,16.0,12.537917087967644
2020-02-02,18.0,15.0,16.0,12.0,13.0,18.0,12.0,13.0,13.0,13.0,16.0,17.0,10.0,15.0,13.0,14.0,13.0,15.0,13.0,14.0,14.307381193124368
2020-02-03,11.0,13.0,12.0,13.0,15.0,11.0,9.0,12.0,15.0,14.0,14.0,13.0,11.0,13.0,11.0,12.0,12.0,12.0,12.0,11.0,12.43680485338726
2020-02-04,24.0,24.0,20.0,19.0,21.0,20.0,19.0,18.0,24.0,20.0,20.0,23.0,18.0,18.0,20.0,24.0,20.0,19.0,17.0,19.0,20.576339737108192
2020-02-05,11.0,13.0,11.0,11.0,11.0,11.0,14.0,11.0,9.0,17.0,13.0,13.0,11.0,14.0,12.0,9.0,10.0,12.0,9.0,11.0,11.779575328614762
2020-02-06,10.0,13.0,7.0,11.0,11.0,7.0,9.0,11.0,11.0,10.0,10.0,7.0,11.0,12.0,12.0,10.0,10.0,11.0,9.0,10.0,10.212335692618806
2020-02-07,8.0,7.0,9.0,11.0,8.0,11.0,10.0,11.0,8.0,10.0,10.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,10.0,10.0,9.10010111223458
2020-02-08,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,6.0,9.0,10.0,8.0,9.0,9.0,8.0,11.0,6.0,8.0,7.0,11.0,8.897876643073813
2020-02-09,7.0,5.0,10.0,9.0,7.0,9.0,8.0,9.0,10.0,10.0,11.0,9.0,7.0,8.0,8.0,10.0,10.0,9.0,9.0,10.0,8.84732052578362
2020-02-10,7.0,10.0,7.0,9.0,9.0,5.0,7.0,8.0,8.0,11.0,6.0,7.0,9.0,8.0,9.0,7.0,7.0,9.0,7.0,8.0,7.9878665318503534
2020-02-11,10.0,12.0,12.0,10.0,10.0,10.0,11.0,11.0,12.0,10.0,10.0,11.0,9.0,10.0,10.0,7.0,11.0,8.0,11.0,11.0,10.414560161779574
2020-02-12,8.0,8.0,8.0,9.0,9.0,7.0,7.0,9.0,10.0,8.0,8.0,5.0,9.0,7.0,7.0,8.0,6.0,9.0,5.0,9.0,7.886754297269969
2020-02-13,9.0,10.0,9.0,8.0,11.0,8.0,10.0,11.0,12.0,10.0,8.0,9.0,9.0,11.0,11.0,9.0,9.0,9.0,8.0,11.0,9.706774519716886
2020-02-14,4.0,7.0,6.0,6.0,7.0,5.0,7.0,8.0,7.0,9.0,6.0,4.0,6.0,7.0,7.0,5.0,6.0,7.0,5.0,6.0,6.319514661274014
2020-02-15,8.0,7.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,8.442871587462083
2020-02-16,6.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,4.0,7.0,7.330637007077856
