date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-11-14,35.0,16.0,90.0,93.0,40.0,34.0,51.0,16.0,13.0,33.0,45.0,67.74193548387096,37.0,0.0,0.0,16.0,15.0,0.0,20.0,34.0,51.708086383639014
2020-11-15,17.0,16.0,73.0,74.0,40.0,34.0,68.0,16.0,38.0,17.0,45.0,68.81720430107526,19.0,44.0,45.0,33.0,15.0,0.0,20.0,17.0,55.18361186715166
2020-11-16,51.0,32.0,71.0,54.0,19.0,32.0,50.0,15.0,0.0,16.0,29.0,44.08602150537634,18.0,0.0,57.0,16.0,29.0,0.0,38.46153846153846,50.0,49.01171205192777
2020-11-17,0.0,16.0,18.0,0.0,20.0,50.0,33.0,31.0,37.0,16.0,44.0,44.08602150537634,54.0,14.0,29.0,32.0,59.0,56.0,40.0,0.0,46.76739670507636
2020-11-18,51.0,32.0,35.0,36.0,39.0,17.0,17.0,31.0,37.0,65.0,43.0,44.08602150537634,18.0,14.0,72.0,32.0,30.0,56.0,58.46153846153846,33.0,59.97246294857773
2020-11-19,34.0,32.0,18.0,0.0,39.0,0.0,16.0,16.0,37.0,16.0,0.0,22.580645161290327,72.0,28.0,57.0,32.0,15.0,56.0,20.0,33.0,42.863683768727896
2020-11-20,35.0,50.0,54.0,92.0,20.0,51.0,17.0,65.0,25.0,33.0,15.0,68.81720430107526,37.0,0.0,29.0,66.0,15.0,38.0,81.53846153846153,34.0,65.16171658490994
2020-11-21,18.0,17.0,18.0,19.0,41.0,34.0,17.0,33.0,26.0,34.0,31.0,23.655913978494624,19.0,0.0,15.0,17.0,31.0,59.0,0.0,34.0,38.374922629494904
2020-11-22,18.0,51.0,57.0,0.0,0.0,71.0,0.0,33.0,0.0,34.0,61.0,23.655913978494624,19.0,30.0,45.0,17.0,31.0,0.0,20.0,35.0,43.02732768634633
2020-11-23,70.0,50.0,72.0,36.0,41.0,67.0,50.0,64.0,75.0,100.0,45.0,45.161290322580655,37.0,88.0,59.0,82.0,76.0,77.0,100.0,34.0,100.0
2020-11-24,51.0,32.0,0.0,0.0,58.0,32.0,33.0,46.0,24.0,32.0,14.0,44.08602150537634,18.0,41.0,14.0,48.0,57.0,74.0,20.0,65.0,55.441372234799346
2020-11-25,66.0,0.0,0.0,35.0,57.0,48.0,16.0,45.0,24.0,77.0,71.0,43.01075268817203,35.0,55.0,28.0,47.0,71.0,73.0,56.92307692307693,65.0,71.9887790754934
2020-11-26,0.0,49.0,36.0,37.0,20.0,100.0,100.0,16.0,12.0,17.0,0.0,90.32258064516131,0.0,28.0,44.0,16.0,0.0,19.0,20.0,17.0,48.993971459822454
2020-11-27,33.0,16.0,35.0,36.0,0.0,48.0,66.0,0.0,25.0,32.0,43.0,44.08602150537634,0.0,14.0,0.0,32.0,29.0,19.0,20.0,0.0,38.803110082330704
2020-11-28,0.0,16.0,71.0,18.0,0.0,0.0,49.0,16.0,0.0,16.0,14.0,0.0,0.0,0.0,14.0,16.0,0.0,19.0,0.0,17.0,20.97524991733015
2020-11-29,18.0,33.0,37.0,18.0,20.0,34.0,34.0,32.0,38.0,34.0,45.0,0.0,38.0,44.0,15.0,33.0,30.0,19.0,41.53846153846154,17.0,45.77796735861499
2020-11-30,34.0,32.0,35.0,18.0,19.0,32.0,32.0,47.0,36.0,32.0,29.0,87.09677419354837,0.0,28.0,43.0,63.0,58.0,19.0,58.46153846153846,16.0,56.661429278629704
2020-12-01,17.0,32.0,18.0,54.0,58.0,33.0,16.0,16.0,24.0,0.0,43.0,22.580645161290327,18.0,42.0,0.0,16.0,72.0,0.0,20.0,33.0,42.15399486175057
2020-12-02,34.0,48.0,34.0,18.0,38.0,48.0,65.0,62.0,12.0,49.0,29.0,21.505376344086017,90.0,14.0,57.0,16.0,72.0,74.0,58.46153846153846,33.0,68.83721506619784
2020-12-03,17.0,32.0,0.0,36.0,58.0,33.0,0.0,16.0,12.0,16.0,29.0,66.66666666666667,18.0,0.0,57.0,16.0,0.0,0.0,58.46153846153846,49.0,40.54123154929504
2020-12-04,33.0,0.0,0.0,68.0,38.0,31.0,47.0,30.0,35.0,16.0,42.0,20.43010752688172,52.0,13.0,28.0,62.0,14.0,54.0,36.92307692307692,32.0,51.440868715052844
2020-12-05,33.0,47.0,18.0,35.0,76.0,32.0,33.0,61.0,12.0,96.0,28.0,21.505376344086017,53.0,55.0,14.0,32.0,57.0,73.0,38.46153846153846,82.0,70.72971881813744
2020-12-06,34.0,49.0,0.0,0.0,78.0,16.0,17.0,31.0,37.0,33.0,43.0,44.08602150537634,55.0,28.0,15.0,0.0,15.0,37.0,80.0,33.0,50.867821500945425
2020-12-07,33.0,0.0,69.0,52.0,38.0,47.0,64.0,15.0,12.0,16.0,0.0,87.09677419354837,17.0,14.0,14.0,16.0,28.0,18.0,0.0,16.0,43.85063465011574
2020-12-08,83.0,79.0,52.0,18.0,77.0,49.0,16.0,91.0,48.0,32.0,100.0,44.08602150537634,18.0,69.0,100.0,79.0,86.0,55.0,96.92307692307692,49.0,97.93778661328837
2020-12-09,51.0,47.0,35.0,18.0,58.0,0.0,32.0,0.0,0.0,49.0,14.0,0.0,72.0,14.0,43.0,16.0,43.0,55.0,56.92307692307693,49.0,51.48580720020193
2020-12-10,17.0,64.0,35.0,72.0,19.0,16.0,33.0,77.0,12.0,16.0,29.0,44.08602150537634,53.0,28.0,29.0,79.0,14.0,37.0,76.92307692307692,65.0,64.34584501636114
2020-12-11,17.0,16.0,36.0,0.0,79.0,33.0,17.0,31.0,37.0,33.0,30.0,22.580645161290327,18.0,29.0,29.0,16.0,0.0,19.0,40.0,17.0,40.971180016788345
2020-12-12,34.0,49.0,18.0,19.0,60.0,17.0,17.0,32.0,62.0,33.0,0.0,0.0,93.0,28.0,30.0,49.0,59.0,38.0,60.0,0.0,55.04031745224227
2020-12-13,53.0,34.0,19.0,57.0,20.0,34.0,17.0,33.0,26.0,34.0,15.0,47.31182795698925,38.0,0.0,0.0,17.0,15.0,58.0,20.0,0.0,42.36936043208778
2020-12-14,17.0,16.0,18.0,37.0,0.0,33.0,33.0,16.0,0.0,16.0,29.0,21.505376344086017,18.0,14.0,29.0,0.0,29.0,0.0,0.0,17.0,27.08688389760809
2020-12-15,18.0,33.0,37.0,74.0,20.0,17.0,68.0,16.0,25.0,0.0,15.0,92.47311827956987,37.0,14.0,0.0,16.0,45.0,19.0,81.53846153846153,17.0,50.86195145208704
2020-12-16,0.0,34.0,0.0,37.0,0.0,51.0,51.0,32.0,26.0,0.0,15.0,46.23655913978494,37.0,29.0,15.0,34.0,30.0,20.0,0.0,0.0,36.055079320665776
2020-12-17,37.0,17.0,37.0,19.0,21.0,0.0,17.0,51.0,27.0,35.0,32.0,23.655913978494624,19.0,31.0,63.0,17.0,16.0,20.0,21.538461538461537,36.0,42.596661768437016
2020-12-18,19.0,54.0,20.0,41.0,22.0,93.0,56.0,52.0,41.0,36.0,33.0,100.0,61.0,16.0,33.0,36.0,99.0,42.0,87.69230769230771,19.0,75.75474153196534
2020-12-19,76.0,18.0,100.0,20.0,22.0,73.0,73.0,52.0,41.0,36.0,16.0,74.19354838709677,100.0,47.0,81.0,18.0,33.0,63.0,21.538461538461537,18.0,77.49266733063445
2020-12-20,20.0,56.0,41.0,42.0,23.0,0.0,57.0,0.0,29.0,0.0,17.0,51.612903225806456,0.0,33.0,34.0,37.0,35.0,22.0,0.0,0.0,39.238928598682385
