,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,28.0,81.0,78.0,31.0,0.0,0.0,37.0,0.0,34.0,0.0,27.0,0.0,33.0,36.0,27.0,22.0,0.0,33.0,51.0,39.81552651806303
2020-01-31,29.0,56.0,41.0,0.0,32.0,28.0,0.0,0.0,0.0,34.0,33.0,57.0,38.0,35.0,36.0,0.0,23.0,0.0,35.0,54.0,40.81475787855496
2020-02-01,0.0,0.0,41.0,0.0,32.0,0.0,37.0,37.0,39.0,0.0,32.0,0.0,37.0,66.0,0.0,0.0,0.0,34.0,33.0,0.0,29.823212913143735
2020-02-02,26.0,0.0,39.0,0.0,29.0,53.0,36.0,0.0,74.0,0.0,0.0,76.0,0.0,0.0,68.0,52.0,85.0,32.0,31.0,0.0,46.19523443504996
2020-02-03,0.0,0.0,72.0,34.0,54.0,0.0,32.0,0.0,0.0,59.0,0.0,24.0,32.0,0.0,0.0,0.0,20.0,29.0,29.0,90.0,36.51037663335896
2020-02-04,27.0,27.0,40.0,38.0,31.0,0.0,71.0,71.0,0.0,0.0,31.0,53.0,36.0,0.0,34.0,27.0,0.0,0.0,65.0,50.0,46.19523443504996
2020-02-05,28.0,27.0,0.0,0.0,0.0,0.0,0.0,71.0,37.0,33.0,0.0,27.0,0.0,32.0,35.0,27.0,0.0,33.0,32.0,0.0,29.362029208301312
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,30.0,58.0,87.0,41.0,33.0,28.0,77.0,38.0,40.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,40.73789392774789
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.996156802459646
2020-02-09,0.0,0.0,0.0,35.0,29.0,0.0,34.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,32.0,25.0,41.0,31.0,0.0,94.0,29.74634896233667
2020-02-10,0.0,25.0,74.0,36.0,58.0,0.0,34.0,0.0,36.0,62.0,30.0,25.0,0.0,31.0,33.0,0.0,43.0,0.0,31.0,0.0,39.81552651806303
2020-02-11,28.0,27.0,39.0,39.0,31.0,27.0,0.0,35.0,38.0,33.0,30.0,0.0,73.0,66.0,0.0,0.0,0.0,0.0,33.0,51.0,42.27517294388932
2020-02-12,55.0,26.0,39.0,38.0,30.0,53.0,71.0,35.0,37.0,0.0,30.0,26.0,36.0,32.0,34.0,26.0,22.0,32.0,32.0,49.0,54.03535741737126
2020-02-13,28.0,27.0,0.0,37.0,0.0,0.0,36.0,0.0,38.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,20.06149116064566
2020-02-14,0.0,55.0,41.0,39.0,0.0,0.0,36.0,36.0,0.0,68.0,32.0,27.0,0.0,0.0,0.0,0.0,23.0,34.0,34.0,0.0,32.66717909300538
2020-02-15,0.0,0.0,0.0,0.0,0.0,29.0,38.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686395080707149
2020-02-16,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,35.0,0.0,23.0,0.0,0.0,0.0,12.759415833973868
2020-02-17,0.0,0.0,0.0,39.0,32.0,0.0,0.0,36.0,0.0,0.0,32.0,0.0,36.0,0.0,36.0,27.0,0.0,33.0,0.0,52.0,24.827056110684087
2020-02-18,27.0,54.0,0.0,0.0,31.0,54.0,0.0,0.0,0.0,33.0,0.0,27.0,0.0,0.0,35.0,27.0,44.0,33.0,66.0,51.0,37.04842428900846
2020-02-19,86.0,27.0,0.0,39.0,62.0,27.0,0.0,72.0,78.0,100.0,0.0,55.0,37.0,0.0,70.0,55.0,22.0,100.0,34.0,52.0,70.40737893927748
2020-02-20,28.0,0.0,41.0,40.0,0.0,0.0,0.0,0.0,78.0,34.0,0.0,0.0,75.0,0.0,0.0,28.0,23.0,0.0,0.0,0.0,26.67179093005381
2020-02-21,0.0,0.0,0.0,42.0,32.0,0.0,0.0,0.0,41.0,36.0,33.0,29.0,39.0,71.0,75.0,0.0,0.0,36.0,35.0,0.0,36.049192928516526
2020-02-22,0.0,29.0,42.0,82.0,33.0,0.0,39.0,77.0,41.0,35.0,34.0,0.0,39.0,36.0,37.0,28.0,47.0,36.0,70.0,0.0,54.1890853189854
2020-02-23,0.0,0.0,81.0,0.0,31.0,28.0,74.0,0.0,39.0,0.0,0.0,54.0,38.0,0.0,0.0,28.0,23.0,67.0,100.0,0.0,43.27440430438125
2020-02-24,27.0,27.0,0.0,39.0,0.0,0.0,35.0,0.0,38.0,0.0,31.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,33.0,0.0,20.13835511145273
2020-02-25,28.0,0.0,40.0,0.0,0.0,0.0,36.0,35.0,0.0,34.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06456571867794
2020-02-26,52.0,52.0,38.0,0.0,58.0,25.0,0.0,0.0,36.0,62.0,29.0,49.0,34.0,31.0,33.0,25.0,62.0,31.0,31.0,48.0,53.497309761721745
