,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-10-17,59.0,53.0,40.0,37.0,61.0,84.0,20.0,42.0,0.0,20.0,92.0,55.0,23.0,16.0,59.0,71.0,83.0,39.0,49.0,44.0,72.34530175706647
2020-10-18,30.0,54.0,41.0,56.0,0.0,57.0,40.0,0.0,48.0,41.0,63.0,56.0,24.0,100.0,61.0,48.0,56.0,60.0,100.0,45.0,74.8663101604278
2020-10-19,27.0,48.0,18.0,0.0,18.0,76.0,18.0,38.0,64.0,36.0,28.0,51.0,42.0,44.0,80.0,21.0,25.0,35.0,22.0,20.0,54.31627196333078
2020-10-20,0.0,24.0,0.0,0.0,0.0,25.0,17.0,0.0,21.0,18.0,0.0,0.0,21.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,12.146676852559205
2020-10-21,26.0,48.0,91.0,100.0,91.0,100.0,35.0,57.0,43.0,72.0,84.0,100.0,21.0,59.0,53.0,64.0,99.0,0.0,66.0,100.0,100.0
2020-10-22,50.0,23.0,0.0,0.0,18.0,48.0,34.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,48.0,51.0,63.0,39.0,38.65546218487395
2020-10-23,0.0,70.0,35.0,32.0,36.0,73.0,34.0,19.0,21.0,18.0,27.0,49.0,81.0,29.0,26.0,63.0,0.0,34.0,0.0,39.0,52.40641711229946
2020-10-24,29.0,53.0,100.0,37.0,100.0,83.0,78.0,21.0,47.0,100.0,92.0,28.0,45.0,32.0,59.0,70.0,81.0,19.0,48.0,88.0,92.43697478991596
2020-10-25,82.0,100.0,76.0,70.0,39.0,26.0,74.0,100.0,68.0,19.0,59.0,53.0,43.0,78.0,84.0,45.0,78.0,18.0,46.0,64.0,93.353705118411
2020-10-26,75.0,46.0,34.0,79.0,34.0,47.0,16.0,18.0,40.0,34.0,52.0,47.0,39.0,28.0,25.0,20.0,0.0,33.0,42.0,38.0,57.06646294881589
2020-10-27,51.0,23.0,18.0,16.0,18.0,49.0,17.0,55.0,21.0,53.0,81.0,24.0,81.0,43.0,26.0,41.0,24.0,17.0,65.0,20.0,56.76088617265088
2020-10-28,51.0,0.0,0.0,32.0,18.0,72.0,0.0,54.0,41.0,18.0,0.0,0.0,20.0,43.0,26.0,41.0,24.0,0.0,43.0,58.0,41.329258976317796
2020-10-29,25.0,46.0,17.0,16.0,68.0,23.0,50.0,53.0,100.0,68.0,26.0,47.0,0.0,14.0,100.0,100.0,23.0,17.0,82.0,0.0,66.84491978609626
2020-10-30,70.0,43.0,48.0,29.0,49.0,22.0,16.0,17.0,38.0,32.0,25.0,67.0,0.0,13.0,47.0,38.0,87.0,63.0,39.0,36.0,59.51107715813598
2020-10-31,25.0,0.0,17.0,47.0,17.0,47.0,17.0,53.0,0.0,34.0,0.0,71.0,58.0,55.0,25.0,60.0,70.0,0.0,21.0,19.0,48.58670741023682
2020-11-01,100.0,45.0,0.0,16.0,17.0,24.0,50.0,18.0,40.0,0.0,53.0,0.0,39.0,56.0,26.0,20.0,70.0,100.0,62.0,19.0,57.67761650114591
2020-11-02,96.0,87.0,33.0,15.0,17.0,45.0,16.0,52.0,58.0,16.0,76.0,45.0,57.0,27.0,72.0,57.0,22.0,32.0,60.0,37.0,70.28265851795263
2020-11-03,48.0,22.0,16.0,45.0,49.0,0.0,32.0,0.0,19.0,49.0,0.0,45.0,37.0,39.0,24.0,39.0,22.0,48.0,0.0,36.0,43.544690603514134
2020-11-04,21.0,19.0,73.0,27.0,73.0,81.0,100.0,15.0,68.0,44.0,45.0,41.0,100.0,24.0,22.0,51.0,100.0,28.0,88.0,16.0,79.14438502673796
2020-11-05,66.0,41.0,15.0,56.0,15.0,21.0,29.0,32.0,54.0,62.0,47.0,63.0,17.0,37.0,45.0,18.0,0.0,30.0,55.0,34.0,56.30252100840336
2020-11-06,23.0,21.0,16.0,29.0,0.0,66.0,0.0,17.0,19.0,16.0,24.0,44.0,18.0,13.0,71.0,38.0,44.0,46.0,19.0,0.0,40.0305576776165
2020-11-07,46.0,21.0,48.0,44.0,32.0,67.0,0.0,17.0,56.0,32.0,74.0,45.0,36.0,26.0,70.0,38.0,44.0,0.0,19.0,0.0,54.621848739495796
2020-11-08,47.0,43.0,48.0,15.0,49.0,45.0,0.0,51.0,0.0,16.0,100.0,67.0,19.0,40.0,24.0,77.0,22.0,32.0,40.0,36.0,58.89992360580595
2020-11-09,47.0,64.0,0.0,15.0,16.0,0.0,0.0,17.0,19.0,0.0,0.0,22.0,0.0,0.0,24.0,19.0,0.0,31.0,0.0,0.0,20.932009167303285
2020-11-10,24.0,22.0,33.0,15.0,0.0,0.0,32.0,17.0,19.0,17.0,25.0,23.0,0.0,0.0,24.0,0.0,22.0,0.0,20.0,36.0,25.13368983957219
2020-11-11,69.0,42.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,36.0,13.0,24.0,19.0,0.0,15.0,59.0,0.0,23.605805958747133
2020-11-12,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,24.0,0.0,0.0,16.0,20.0,0.0,9.62566844919786
2020-11-13,24.0,44.0,17.0,0.0,33.0,23.0,0.0,17.0,39.0,33.0,25.0,23.0,38.0,40.0,73.0,19.0,23.0,0.0,40.0,37.0,41.86401833460657
2020-11-14,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6806722689075633
2020-11-15,25.0,45.0,34.0,31.0,34.0,23.0,17.0,18.0,0.0,17.0,0.0,47.0,38.0,0.0,25.0,60.0,23.0,33.0,41.0,19.0,40.48892284186402
2020-11-16,0.0,44.0,0.0,15.0,0.0,0.0,16.0,17.0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,19.0,0.0,16.0,20.0,0.0,14.438502673796789
2020-11-17,0.0,22.0,0.0,15.0,0.0,23.0,16.0,17.0,19.0,33.0,0.0,23.0,38.0,14.0,25.0,39.0,23.0,0.0,20.0,0.0,24.98090145148969
2020-11-18,24.0,0.0,16.0,60.0,33.0,45.0,32.0,0.0,19.0,16.0,0.0,45.0,56.0,40.0,48.0,19.0,22.0,0.0,20.0,54.0,41.94041252864782
2020-11-19,0.0,22.0,0.0,15.0,17.0,23.0,32.0,17.0,0.0,0.0,0.0,45.0,0.0,40.0,72.0,0.0,66.0,0.0,40.0,36.0,32.467532467532465
2020-11-20,24.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,7.715813598166539
2020-11-21,25.0,23.0,17.0,16.0,34.0,47.0,33.0,36.0,59.0,34.0,52.0,0.0,39.0,0.0,25.0,20.0,47.0,16.0,21.0,19.0,43.00993124522536
2020-11-22,50.0,22.0,0.0,16.0,17.0,0.0,0.0,18.0,20.0,0.0,0.0,23.0,0.0,14.0,51.0,20.0,0.0,17.0,21.0,0.0,22.07792207792208
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.2223071046600458
2020-11-24,0.0,21.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,25.0,0.0,18.0,0.0,24.0,19.0,0.0,16.0,0.0,18.0,12.452253628724216
2020-11-25,0.0,21.0,63.0,44.0,64.0,0.0,46.0,66.0,74.0,64.0,73.0,44.0,18.0,26.0,69.0,18.0,22.0,15.0,58.0,35.0,62.64323911382735
2020-11-26,24.0,22.0,0.0,0.0,0.0,23.0,0.0,17.0,0.0,0.0,0.0,23.0,19.0,0.0,24.0,0.0,23.0,0.0,0.0,0.0,13.368983957219251
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0,20.0,18.0,7.028265851795262
2020-11-29,0.0,43.0,0.0,15.0,0.0,0.0,0.0,0.0,19.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,22.0,16.0,20.0,18.0,15.431627196333078
2020-11-30,0.0,0.0,32.0,0.0,0.0,0.0,16.0,17.0,0.0,32.0,24.0,22.0,0.0,0.0,23.0,19.0,22.0,0.0,19.0,0.0,17.26508785332315
2020-12-01,0.0,0.0,16.0,30.0,16.0,0.0,0.0,17.0,38.0,16.0,25.0,23.0,0.0,0.0,0.0,0.0,22.0,0.0,39.0,36.0,21.237585943468297
2020-12-02,0.0,22.0,32.0,45.0,16.0,22.0,0.0,34.0,38.0,0.0,25.0,22.0,36.0,26.0,0.0,76.0,44.0,0.0,19.0,18.0,36.28724216959511
2020-12-03,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.9029793735676086
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-05,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.0,14.0,0.0,0.0,0.0,17.0,21.0,19.0,9.854851031321619
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.2223071046600458
2020-12-08,0.0,44.0,50.0,0.0,33.0,23.0,16.0,52.0,39.0,0.0,25.0,45.0,19.0,13.0,0.0,39.0,0.0,0.0,0.0,37.0,33.231474407944994
2020-12-09,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,13.0,0.0,19.0,0.0,0.0,20.0,0.0,7.944996180290298
2020-12-10,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.875477463712757
2020-12-11,25.0,23.0,0.0,16.0,35.0,24.0,33.0,36.0,0.0,52.0,26.0,47.0,19.0,14.0,25.0,20.0,23.0,17.0,62.0,19.0,39.419404125286476
2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81283422459893
2020-12-14,0.0,0.0,17.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,23.0,19.0,14.0,0.0,20.0,0.0,0.0,0.0,19.0,10.92436974789916
2020-12-15,25.0,0.0,17.0,0.0,17.0,24.0,0.0,18.0,20.0,17.0,26.0,24.0,19.0,0.0,25.0,20.0,23.0,17.0,0.0,0.0,22.307104660045834
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.9029793735676086
2020-12-17,26.0,24.0,18.0,16.0,18.0,49.0,0.0,19.0,21.0,18.0,55.0,0.0,20.0,29.0,0.0,41.0,49.0,0.0,22.0,20.0,33.99541634835752
2020-12-18,0.0,0.0,19.0,0.0,19.0,26.0,18.0,0.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.931245225362872
2020-12-19,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,5.653170359052711
2020-12-20,0.0,24.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,27.0,22.0,25.0,36.0,0.0,0.0,15.126050420168067
2020-12-21,26.0,24.0,18.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,22.0,20.0,18.029029793735674
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
