date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21,batch_id
2020-01-01,50.0,40.0,53.0,45.0,50.0,45.0,49.0,44.0,52.0,51.0,50.421052631578945,0
2020-01-02,57.0,42.0,48.0,54.0,42.0,48.0,56.0,59.0,51.0,44.0,52.73684210526316,0
2020-01-03,65.0,51.0,50.0,52.0,55.0,50.0,45.0,48.0,53.0,53.0,54.94736842105263,0
2020-01-04,67.0,56.0,51.0,57.0,56.0,57.0,56.0,60.0,54.0,62.0,60.63157894736842,0
2020-01-05,57.0,43.0,59.0,54.0,55.0,52.0,55.0,53.0,53.0,61.0,57.05263157894737,0
2020-01-06,63.0,45.0,58.0,48.0,48.0,42.0,47.0,48.0,55.0,48.0,52.8421052631579,0
2020-01-07,58.0,39.0,54.0,42.0,44.0,39.0,36.0,52.0,54.0,59.0,50.21052631578947,0
2020-01-08,48.0,40.0,53.0,45.0,49.0,46.0,45.0,43.0,45.0,47.0,48.526315789473685,0
2020-01-09,41.0,39.0,40.0,45.0,49.0,48.0,42.0,41.0,42.0,44.0,45.36842105263158,0
2020-01-10,43.0,37.0,43.0,45.0,36.0,36.0,33.0,38.0,36.0,53.0,42.10526315789474,0
2020-01-11,34.0,38.0,41.0,31.0,36.0,38.0,36.0,32.0,38.0,33.0,37.578947368421055,0
2020-01-12,56.0,55.0,45.0,38.0,54.0,51.0,43.0,47.0,41.0,54.0,50.94736842105263,0
2020-01-13,38.0,36.0,42.0,40.0,34.0,41.0,36.0,36.0,36.0,37.0,39.578947368421055,0
2020-01-14,53.0,41.0,56.0,44.0,42.0,37.0,49.0,42.0,43.0,49.0,48.0,0
2020-01-15,48.0,42.0,39.0,44.0,49.0,41.0,36.0,41.0,55.0,52.0,47.05263157894737,0
2020-01-16,47.0,36.0,49.0,39.0,40.0,33.0,42.0,39.0,51.0,39.0,43.68421052631579,0
2020-01-17,50.0,45.0,40.0,34.0,45.0,37.0,42.0,42.0,48.0,54.0,46.0,0
2020-01-18,55.0,53.0,50.0,50.0,45.0,50.0,50.0,56.0,44.0,51.0,53.05263157894737,0
2020-01-19,46.0,41.0,44.0,42.0,50.0,45.0,42.0,54.0,55.0,55.0,49.89473684210526,0
2020-01-20,53.0,51.0,57.0,44.0,51.0,50.0,52.0,54.0,51.0,54.0,54.421052631578945,0
2020-01-21,53.0,48.0,40.0,36.0,47.0,40.0,52.0,39.0,48.0,51.0,47.78947368421053,0
2020-01-22,63.0,44.0,60.0,51.0,60.0,52.0,49.0,53.0,53.0,62.0,57.578947368421055,0
2020-01-23,52.0,40.0,46.0,51.0,46.0,47.0,51.0,43.0,47.0,49.0,49.68421052631579,0
2020-01-24,54.0,40.0,49.0,46.0,46.0,45.0,40.0,45.0,48.0,63.0,50.10526315789474,0
2020-01-25,63.0,55.0,55.0,48.0,63.0,49.0,51.0,70.0,54.0,64.0,60.21052631578947,0
2020-01-26,58.0,57.0,55.0,49.0,45.0,57.0,48.0,51.0,54.0,53.0,55.473684210526315,0
2020-01-27,62.0,64.0,56.0,57.0,53.0,52.0,51.0,53.0,43.0,61.0,58.10526315789474,0
2020-01-28,52.0,52.0,49.0,42.0,48.0,38.0,37.0,44.0,60.0,50.0,49.68421052631579,0
2020-01-29,58.0,47.0,51.0,47.0,47.0,48.0,47.0,58.0,48.0,61.0,53.89473684210526,0
2020-01-30,67.0,57.0,61.0,62.0,51.0,51.0,47.0,56.0,56.0,65.0,60.31578947368421,0
2020-01-31,67.0,59.0,63.0,63.0,57.0,53.0,58.0,57.0,61.0,61.0,63.05263157894737,0
2020-02-01,75.0,67.0,71.0,64.0,62.0,67.0,56.0,61.0,62.0,75.0,69.47368421052632,0
2020-02-02,77.0,66.0,69.0,64.0,65.0,49.0,63.0,71.0,64.0,69.0,69.15789473684211,0
2020-02-03,63.0,55.0,51.0,46.0,47.0,53.0,38.0,47.0,57.0,56.0,54.0,0
2020-02-04,55.0,37.0,52.0,48.0,51.0,45.0,42.0,43.0,48.0,59.0,50.526315789473685,0
2020-02-05,34.0,32.0,45.0,37.0,46.0,42.0,36.0,42.0,41.0,44.0,42.0,0
2020-02-06,38.0,33.0,40.0,43.0,38.0,39.0,37.0,36.0,38.0,49.0,41.1578947368421,0
2020-02-07,54.0,49.0,38.0,41.0,42.0,34.0,36.0,41.0,48.0,44.0,44.94736842105263,0
2020-02-08,53.0,51.0,50.0,44.0,52.0,49.0,43.0,46.0,49.0,48.0,51.05263157894737,0
2020-02-09,57.0,50.0,46.0,56.0,48.0,40.0,48.0,41.0,57.0,55.0,52.421052631578945,0
2020-02-10,55.0,49.0,45.0,41.0,48.0,42.0,46.0,50.0,54.0,47.0,50.21052631578947,0
2020-02-11,60.0,46.0,51.0,55.0,46.0,42.0,45.0,53.0,54.0,53.0,53.1578947368421,0
2020-02-12,55.0,49.0,49.0,52.0,45.0,43.0,48.0,43.0,50.0,48.0,50.73684210526316,0
2020-02-13,51.0,56.0,41.0,40.0,55.0,45.0,36.0,44.0,51.0,49.0,49.26315789473684,0
2020-02-14,37.0,39.0,37.0,36.0,36.0,38.0,41.0,31.0,37.0,47.0,39.89473684210526,0
2020-02-15,66.0,38.0,53.0,48.0,54.0,48.0,47.0,51.0,58.0,63.0,55.36842105263158,0
