date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41025641025641024,0.0
2020-01-03,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.717948717948718,0.0
2020-01-04,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.9230769230769231,0.0
2020-01-05,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.9230769230769231,0.0
2020-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20512820512820512,0.0
2020-01-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41025641025641024,0.0
2020-01-08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.41025641025641024,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,1.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.256410256410257,0.0
2020-01-11,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.641025641025641,0.0
2020-01-12,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.717948717948718,0.0
2020-01-13,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.435897435897436,0.0
2020-01-14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.0
2020-01-15,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5128205128205128,0.0
2020-01-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.717948717948718,0.0
2020-01-17,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.717948717948718,0.0
2020-01-18,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0256410256410255,0.0
2020-01-19,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.717948717948718,0.0
2020-01-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3076923076923077,0.0
2020-01-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0256410256410255,0.0
2020-01-22,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,4.205128205128204,0.0
2020-01-23,4.0,5.0,3.0,3.0,3.0,4.0,6.0,6.0,3.0,4.0,4.205128205128204,0.0
2020-01-24,4.0,7.0,7.0,8.0,10.0,14.0,8.0,7.0,10.0,8.0,8.512820512820515,0.0
2020-01-25,4.0,7.0,7.0,1.0,4.0,3.0,3.0,4.0,4.0,8.0,4.615384615384615,0.0
2020-01-26,7.0,8.0,6.0,7.0,4.0,3.0,7.0,8.0,8.0,5.0,6.461538461538462,0.0
2020-01-27,6.0,7.0,5.0,10.0,8.0,11.0,7.0,7.0,10.0,8.0,8.102564102564102,0.0
2020-01-28,21.0,16.0,16.0,19.0,17.0,20.0,18.0,20.0,20.0,19.0,19.07692307692308,0.0
