,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,0.0,0.0,46.0,45.0,50.0,0.0,100.0,0.0,44.0,100.0,54.0,94.54545454545455,93.0,45.0,100.0,50.0,0.0,100.0,100.0,91.0,97.59948959247147
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,53.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,39.0,0.0,0.0,22.019299784671823
2020-10-10,0.0,59.0,52.0,0.0,0.0,0.0,55.0,52.0,100.0,0.0,0.0,50.90909090909091,72.0,51.0,0.0,56.0,52.0,0.0,37.0,51.0,60.347715128798136
2020-10-11,0.0,54.0,47.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,55.0,49.09090909090909,0.0,47.0,0.0,51.0,49.0,0.0,0.0,0.0,34.92304011484169
2020-10-12,100.0,53.0,50.0,48.0,53.0,0.0,0.0,100.0,94.0,53.0,59.0,0.0,100.0,0.0,0.0,0.0,100.0,34.0,0.0,48.0,78.25185421484966
2020-10-13,48.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,52.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,20.35250019937794
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.90909090909091,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,7.624212457133742
2020-10-17,0.0,0.0,0.0,0.0,58.0,0.0,57.0,0.0,0.0,57.0,0.0,52.72727272727273,0.0,0.0,59.0,0.0,0.0,0.0,37.0,0.0,28.13621500917139
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,99.0,54.0,0.0,0.0,0.0,48.0,53.0,50.0,0.0,54.0,0.0,49.09090909090909,0.0,50.0,54.0,0.0,0.0,0.0,36.0,49.0,52.29284631948321
2020-10-20,0.0,52.0,47.0,0.0,52.0,0.0,0.0,0.0,0.0,52.0,57.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,47.0,31.230560650769597
2020-10-21,95.0,100.0,46.0,47.0,0.0,46.0,0.0,0.0,45.0,0.0,55.0,0.0,32.0,0.0,0.0,0.0,0.0,34.0,34.0,46.0,50.88125049844485
2020-10-22,48.0,52.0,48.0,0.0,0.0,47.0,0.0,0.0,45.0,52.0,56.0,49.09090909090909,0.0,48.0,52.0,0.0,0.0,0.0,34.0,48.0,50.801499322115
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,51.0,47.0,0.0,51.0,0.0,0.0,0.0,47.0,0.0,50.0,50.0,0.0,0.0,0.0,25.96698301299944
2020-10-24,0.0,0.0,51.0,51.0,0.0,100.0,55.0,51.0,0.0,54.0,0.0,0.0,34.0,51.0,56.0,0.0,0.0,37.0,37.0,100.0,59.39070101283993
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,0.0,0.0,45.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,44.0,15.615280325384798
2020-10-27,48.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,44.0,50.0,55.0,47.27272727272727,31.0,0.0,51.0,0.0,0.0,33.0,0.0,46.0,39.58848393013796
2020-10-28,48.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,45.0,51.0,55.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,47.0,34.388707233431695
2020-10-29,45.0,50.0,0.0,0.0,50.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,46.0,32.0,0.0,0.0,26.23016189488795
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.596778052476273
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,44.0,48.0,0.0,0.0,0.0,85.0,94.0,45.0,42.0,0.0,0.0,43.63636363636363,0.0,0.0,49.0,0.0,0.0,31.0,0.0,0.0,42.25217321955498
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
