date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,15.0,11.0,14.0,15.0,17.0,16.0,16.0,11.0,16.0,10.0,14.857744994731295,0
2020-01-02,19.0,16.0,13.0,19.0,16.0,10.0,15.0,18.0,14.0,17.0,16.54373024236038,0
2020-01-03,20.0,13.0,15.0,14.0,17.0,17.0,19.0,14.0,14.0,17.0,16.859852476290833,0
2020-01-04,25.0,18.0,17.0,18.0,24.0,20.0,20.0,18.0,16.0,24.0,21.07481559536354,0
2020-01-05,21.0,15.0,16.0,15.0,17.0,15.0,14.0,9.0,9.0,11.0,14.963119072708112,0
2020-01-06,23.0,17.0,18.0,24.0,22.0,18.0,15.0,19.0,17.0,21.0,20.44257112750263,0
2020-01-07,14.0,11.0,11.0,3.0,11.0,11.0,8.0,11.0,14.0,17.0,11.696522655426765,0
2020-01-08,19.0,8.0,21.0,24.0,14.0,23.0,20.0,19.0,12.0,19.0,18.861959957850367,0
2020-01-09,14.0,11.0,12.0,18.0,14.0,16.0,12.0,18.0,12.0,12.0,14.64699683877766,0
2020-01-10,14.0,14.0,16.0,11.0,17.0,17.0,15.0,10.0,14.0,28.0,16.43835616438356,0
2020-01-11,14.0,13.0,8.0,14.0,11.0,13.0,12.0,13.0,12.0,13.0,12.961011591148576,0
2020-01-12,10.0,9.0,12.0,10.0,15.0,9.0,18.0,14.0,11.0,10.0,12.434141201264488,0
2020-01-13,18.0,14.0,13.0,13.0,16.0,12.0,17.0,17.0,13.0,14.0,15.4899894625922,0
2020-01-14,12.0,11.0,12.0,22.0,12.0,17.0,9.0,12.0,10.0,14.0,13.804004214963118,0
2020-01-15,11.0,17.0,17.0,17.0,21.0,20.0,20.0,19.0,6.0,15.0,17.175974710221286,0
2020-01-16,19.0,16.0,13.0,15.0,24.0,14.0,18.0,22.0,13.0,16.0,17.91359325605901,0
2020-01-17,12.0,13.0,14.0,7.0,11.0,9.0,12.0,9.0,12.0,14.0,11.9072708113804,0
2020-01-18,13.0,14.0,11.0,19.0,16.0,10.0,10.0,9.0,15.0,15.0,13.909378292939936,0
2020-01-19,13.0,16.0,12.0,21.0,17.0,17.0,16.0,19.0,12.0,14.0,16.54373024236038,0
2020-01-20,17.0,18.0,15.0,23.0,30.0,16.0,17.0,21.0,14.0,23.0,20.44257112750263,0
2020-01-21,15.0,14.0,17.0,24.0,20.0,17.0,17.0,24.0,14.0,19.0,19.072708113804005,0
2020-01-22,19.0,20.0,22.0,18.0,22.0,21.0,20.0,18.0,14.0,14.0,19.810326659641728,0
2020-01-23,14.0,18.0,17.0,9.0,15.0,12.0,13.0,19.0,17.0,12.0,15.384615384615383,0
2020-01-24,22.0,27.0,27.0,19.0,23.0,20.0,20.0,18.0,15.0,21.0,22.33930453108535,0
2020-01-25,21.0,19.0,15.0,16.0,17.0,23.0,17.0,16.0,14.0,13.0,18.01896733403583,0
2020-01-26,24.0,24.0,20.0,19.0,24.0,26.0,20.0,28.0,19.0,26.0,24.23603793466807,0
2020-01-27,15.0,17.0,18.0,25.0,20.0,24.0,25.0,22.0,18.0,23.0,21.812434141201262,0
2020-01-28,19.0,20.0,22.0,23.0,20.0,20.0,27.0,24.0,22.0,15.0,22.33930453108535,0
2020-01-29,21.0,19.0,16.0,21.0,21.0,24.0,15.0,17.0,14.0,17.0,19.494204425711274,0
2020-01-30,26.0,16.0,20.0,29.0,18.0,23.0,20.0,20.0,17.0,23.0,22.33930453108535,0
2020-01-31,19.0,25.0,16.0,21.0,20.0,19.0,19.0,15.0,18.0,24.0,20.65331928345627,0
2020-02-01,20.0,16.0,19.0,20.0,23.0,25.0,20.0,17.0,21.0,16.0,20.758693361433085,0
2020-02-02,21.0,26.0,19.0,23.0,25.0,17.0,20.0,31.0,23.0,24.0,24.130663856691253,0
2020-02-03,33.0,29.0,25.0,24.0,22.0,23.0,26.0,25.0,20.0,16.0,25.6059009483667,0
2020-02-04,21.0,19.0,25.0,32.0,17.0,21.0,20.0,25.0,13.0,14.0,21.812434141201262,0
2020-02-05,17.0,24.0,19.0,22.0,20.0,21.0,23.0,20.0,17.0,16.0,20.96944151738672,0
