date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,22.0,12.0,11.0,12.0,19.0,15.0,19.0,11.0,20.0,11.0,15.541922290388548,0
2020-01-02,25.0,4.0,4.0,23.0,10.0,22.0,11.0,12.0,11.0,12.0,13.701431492842536,0
2020-01-03,0.0,9.0,8.0,5.0,11.0,11.0,0.0,4.0,11.0,12.0,7.259713701431493,0
2020-01-04,14.0,5.0,9.0,16.0,25.0,19.0,20.0,0.0,13.0,23.0,14.723926380368098,0
2020-01-05,10.0,20.0,9.0,15.0,4.0,6.0,12.0,14.0,17.0,14.0,12.372188139059306,0
2020-01-06,12.0,22.0,24.0,13.0,21.0,22.0,7.0,12.0,19.0,16.0,17.177914110429448,0
2020-01-07,17.0,18.0,8.0,14.0,7.0,17.0,18.0,13.0,23.0,25.0,16.359918200409,0
2020-01-08,21.0,9.0,16.0,5.0,14.0,17.0,11.0,21.0,0.0,16.0,13.292433537832311,0
2020-01-09,12.0,13.0,12.0,27.0,14.0,16.0,14.0,12.0,11.0,16.0,15.030674846625768,0
2020-01-10,8.0,14.0,12.0,14.0,7.0,28.0,14.0,17.0,23.0,12.0,15.23517382413088,0
2020-01-11,20.0,22.0,10.0,22.0,13.0,34.0,17.0,15.0,19.0,20.0,19.631901840490798,0
2020-01-12,10.0,10.0,5.0,5.0,12.0,13.0,12.0,14.0,13.0,24.0,12.065439672801636,0
2020-01-13,0.0,24.0,18.0,16.0,9.0,15.0,12.0,7.0,7.0,11.0,12.167689161554193,0
2020-01-14,7.0,18.0,16.0,15.0,12.0,14.0,15.0,7.0,10.0,3.0,11.96319018404908,0
2020-01-15,20.0,9.0,4.0,9.0,10.0,21.0,17.0,12.0,7.0,4.0,11.554192229038856,0
2020-01-16,12.0,22.0,15.0,18.0,10.0,22.0,0.0,12.0,11.0,20.0,14.519427402862986,0
2020-01-17,12.0,9.0,4.0,9.0,7.0,5.0,10.0,4.0,11.0,8.0,8.077709611451944,0
2020-01-18,9.0,15.0,9.0,15.0,4.0,6.0,4.0,0.0,9.0,0.0,7.259713701431493,0
2020-01-19,15.0,10.0,9.0,16.0,12.0,13.0,8.0,10.0,4.0,5.0,10.429447852760735,0
2020-01-20,8.0,22.0,12.0,18.0,14.0,16.0,17.0,16.0,15.0,0.0,14.110429447852761,0
2020-01-21,8.0,4.0,4.0,4.0,7.0,22.0,3.0,12.0,7.0,0.0,7.259713701431493,0
2020-01-22,12.0,4.0,8.0,17.0,7.0,11.0,10.0,12.0,7.0,0.0,8.99795501022495,0
2020-01-23,20.0,9.0,12.0,9.0,14.0,27.0,7.0,20.0,11.0,12.0,14.41717791411043,0
2020-01-24,13.0,5.0,4.0,5.0,4.0,17.0,11.0,13.0,19.0,8.0,10.122699386503069,0
2020-01-25,15.0,21.0,14.0,38.0,25.0,20.0,13.0,15.0,0.0,5.0,16.973415132924337,0
2020-01-26,0.0,5.0,9.0,15.0,8.0,6.0,20.0,9.0,13.0,9.0,9.611451942740286,0
2020-01-27,15.0,12.0,7.0,13.0,13.0,10.0,3.0,15.0,17.0,15.0,12.269938650306749,0
2020-01-28,12.0,17.0,15.0,21.0,17.0,21.0,13.0,19.0,14.0,12.0,16.462167689161557,0
2020-01-29,0.0,22.0,0.0,13.0,17.0,11.0,10.0,4.0,11.0,19.0,10.940695296523518,0
2020-01-30,4.0,0.0,4.0,4.0,7.0,5.0,0.0,0.0,4.0,0.0,2.8629856850715747,0
2020-01-31,8.0,9.0,15.0,9.0,7.0,16.0,7.0,4.0,7.0,4.0,8.793456032719837,0
2020-02-01,9.0,25.0,22.0,20.0,20.0,25.0,16.0,23.0,0.0,9.0,17.280163599182004,0
2020-02-02,0.0,11.0,19.0,5.0,12.0,19.0,4.0,10.0,9.0,19.0,11.042944785276074,0
2020-02-03,15.0,8.0,4.0,16.0,9.0,10.0,6.0,11.0,3.0,7.0,9.100204498977506,0
2020-02-04,4.0,9.0,7.0,17.0,10.0,11.0,14.0,8.0,7.0,11.0,10.020449897750513,0
2020-02-05,4.0,9.0,4.0,13.0,3.0,11.0,11.0,4.0,11.0,0.0,7.157464212678937,0
