,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-12-13,27.0,10.0,49.0,20.0,11.0,11.0,0.0,0.0,0.0,66.0,17.0,32.0,41.0,32.0,11.0,23.0,19.0,28.0,10.0,25.0,30.725462304409675
2020-12-14,25.0,19.0,24.0,19.0,0.0,10.0,8.0,24.0,0.0,9.0,8.0,10.0,39.0,0.0,41.0,22.0,9.0,27.0,9.0,12.0,22.40398293029872
2020-12-15,17.0,49.0,40.0,39.0,41.0,52.0,48.0,36.0,41.0,36.0,33.0,60.0,50.0,31.0,42.0,56.0,46.0,27.0,37.0,49.0,59.03271692745377
2020-12-16,44.0,60.0,57.0,40.0,42.0,32.0,49.0,50.0,41.0,28.0,34.0,72.0,40.0,53.0,32.0,89.0,38.0,28.0,75.0,62.0,68.70554765291608
2020-12-17,27.0,41.0,25.0,31.0,44.0,76.0,59.0,51.0,51.0,47.0,44.0,74.0,51.0,66.0,22.0,11.0,49.0,29.0,38.0,51.0,63.086770981507826
2020-12-18,38.0,22.0,26.0,54.0,34.0,34.0,27.0,40.0,9.0,40.0,9.0,11.0,22.0,34.0,46.0,36.0,41.0,20.0,10.0,27.0,41.25177809388336
2020-12-19,29.0,11.0,26.0,44.0,23.0,48.0,18.0,27.0,27.0,50.0,19.0,34.0,54.0,47.0,83.0,25.0,21.0,10.0,42.0,55.0,49.28876244665719
2020-12-20,28.0,21.0,0.0,10.0,11.0,45.0,9.0,26.0,17.0,29.0,9.0,11.0,21.0,22.0,11.0,0.0,10.0,20.0,10.0,20.0,23.470839260312946
2020-12-21,18.0,52.0,42.0,41.0,44.0,11.0,42.0,90.0,59.0,67.0,44.0,42.0,62.0,55.0,66.0,23.0,30.0,29.0,29.0,64.0,64.7226173541963
2020-12-22,19.0,11.0,43.0,43.0,34.0,46.0,9.0,93.0,52.0,59.0,18.0,55.0,42.0,57.0,34.0,60.0,31.0,50.0,0.0,79.0,59.38833570412518
