,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,33.0,38.0,30.0,65.0,70.0,61.0,39.0,58.0,62.0,17.0,64.0,59.0,57.0,50.0,50.0,64.0,45.0,79.0,71.0,41.0,74.89331436699858
2020-10-06,17.0,29.0,16.0,48.0,30.0,10.0,39.0,71.0,39.0,53.0,58.0,58.0,29.0,51.0,61.0,86.0,9.0,26.0,72.0,78.0,62.58890469416785
2020-10-07,8.0,29.0,47.0,10.0,10.0,10.0,16.0,24.0,8.0,18.0,17.0,20.0,29.0,20.0,0.0,22.0,9.0,18.0,27.0,54.0,28.165007112375534
2020-10-08,54.0,62.0,33.0,72.0,55.0,44.0,68.0,25.0,67.0,10.0,44.0,74.0,41.0,66.0,77.0,35.0,40.0,67.0,48.0,51.0,73.47083926031294
2020-10-09,48.0,55.0,27.0,22.0,23.0,24.0,0.0,55.0,36.0,20.0,19.0,56.0,66.0,23.0,59.0,25.0,32.0,21.0,62.0,48.0,51.28022759601706
2020-10-10,40.0,80.0,28.0,90.0,48.0,48.0,37.0,57.0,19.0,21.0,29.0,35.0,35.0,48.0,48.0,26.0,76.0,52.0,53.0,35.0,64.3669985775249
2020-10-11,48.0,22.0,62.0,43.0,35.0,12.0,27.0,55.0,27.0,72.0,28.0,57.0,88.0,23.0,12.0,63.0,31.0,21.0,21.0,89.0,59.45945945945946
2020-10-12,36.0,42.0,25.0,32.0,100.0,34.0,69.0,26.0,26.0,10.0,45.0,33.0,31.0,78.0,45.0,71.0,50.0,29.0,30.0,19.0,59.103840682788054
2020-10-13,27.0,21.0,8.0,73.0,55.0,67.0,51.0,52.0,35.0,38.0,45.0,64.0,31.0,0.0,45.0,59.0,50.0,58.0,39.0,46.0,61.45092460881935
2020-10-14,17.0,50.0,24.0,30.0,42.0,32.0,50.0,49.0,41.0,18.0,26.0,51.0,40.0,53.0,21.0,56.0,48.0,37.0,47.0,31.0,54.2674253200569
2020-10-15,18.0,32.0,43.0,31.0,33.0,56.0,35.0,65.0,43.0,88.0,45.0,32.0,84.0,67.0,34.0,71.0,50.0,29.0,68.0,72.0,70.83926031294453
2020-10-16,37.0,75.0,26.0,43.0,34.0,23.0,35.0,79.0,70.0,50.0,64.0,44.0,44.0,34.0,57.0,37.0,41.0,30.0,61.0,34.0,65.29160739687056
2020-10-17,20.0,69.0,0.0,46.0,61.0,25.0,19.0,28.0,57.0,11.0,39.0,70.0,35.0,37.0,25.0,39.0,22.0,32.0,11.0,51.0,49.57325746799431
2020-10-18,21.0,36.0,29.0,35.0,12.0,50.0,19.0,44.0,19.0,65.0,30.0,60.0,35.0,25.0,25.0,80.0,33.0,22.0,44.0,44.0,51.778093883357045
2020-10-19,28.0,21.0,42.0,21.0,11.0,45.0,26.0,52.0,26.0,29.0,27.0,65.0,21.0,22.0,33.0,47.0,10.0,29.0,30.0,33.0,43.95448079658606
2020-10-20,100.0,84.0,34.0,82.0,87.0,56.0,51.0,88.0,26.0,29.0,44.0,21.0,21.0,55.0,56.0,81.0,88.0,87.0,58.0,64.0,86.20199146514936
2020-10-21,46.0,42.0,42.0,52.0,88.0,78.0,17.0,65.0,34.0,66.0,27.0,75.0,62.0,33.0,67.0,24.0,20.0,19.0,19.0,32.0,64.58036984352773
2020-10-22,18.0,61.0,48.0,49.0,11.0,32.0,33.0,62.0,25.0,84.0,43.0,10.0,100.0,43.0,32.0,46.0,29.0,19.0,19.0,69.0,59.246088193456615
2020-10-23,90.0,41.0,8.0,10.0,75.0,76.0,100.0,76.0,91.0,28.0,52.0,31.0,41.0,54.0,55.0,35.0,48.0,66.0,19.0,82.0,76.67140825035563
2020-10-24,10.0,0.0,37.0,23.0,48.0,25.0,19.0,14.0,19.0,53.0,20.0,35.0,46.0,24.0,37.0,26.0,0.0,22.0,22.0,43.0,37.1977240398293
2020-10-25,38.0,100.0,70.0,43.0,70.0,35.0,54.0,95.0,18.0,100.0,47.0,68.0,87.0,70.0,58.0,37.0,63.0,41.0,62.0,68.0,87.05547652916074
2020-10-26,51.0,49.0,24.0,79.0,93.0,31.0,72.0,97.0,41.0,27.0,58.0,40.0,70.0,62.0,63.0,77.0,47.0,46.0,74.0,73.0,83.49928876244667
2020-10-27,63.0,60.0,65.0,100.0,53.0,65.0,33.0,100.0,100.0,65.0,87.0,42.0,61.0,43.0,54.0,80.0,86.0,66.0,86.0,75.0,98.43527738264581
2020-10-28,53.0,40.0,16.0,40.0,21.0,85.0,49.0,49.0,16.0,18.0,43.0,72.0,40.0,43.0,32.0,80.0,58.0,56.0,28.0,44.0,62.8022759601707
2020-10-29,17.0,50.0,40.0,29.0,21.0,72.0,48.0,60.0,56.0,36.0,58.0,70.0,59.0,83.0,31.0,33.0,46.0,36.0,18.0,49.0,64.86486486486487
2020-10-30,56.0,84.0,30.0,64.0,88.0,99.0,30.0,68.0,45.0,17.0,32.0,38.0,55.0,58.0,69.0,84.0,35.0,34.0,69.0,63.0,79.51635846372689
2020-10-31,26.0,0.0,16.0,19.0,84.0,31.0,24.0,48.0,40.0,36.0,25.0,40.0,49.0,52.0,32.0,44.0,37.0,28.0,28.0,37.0,49.502133712660026
2020-11-01,78.0,80.0,48.0,69.0,73.0,85.0,41.0,86.0,24.0,9.0,76.0,72.0,30.0,42.0,64.0,67.0,66.0,74.0,46.0,61.0,84.70839260312945
2020-11-02,58.0,47.0,100.0,38.0,50.0,81.0,70.0,83.0,46.0,53.0,65.0,19.0,48.0,50.0,100.0,74.0,54.0,53.0,62.0,59.0,86.0597439544808
2020-11-03,57.0,47.0,68.0,65.0,69.0,100.0,31.0,93.0,61.0,86.0,24.0,48.0,66.0,10.0,60.0,74.0,62.0,43.0,61.0,58.0,84.1394025604552
2020-11-04,44.0,17.0,14.0,58.0,62.0,54.0,42.0,84.0,55.0,54.0,43.0,60.0,34.0,72.0,72.0,66.0,64.0,63.0,70.0,62.0,77.524893314367
2020-11-05,53.0,35.0,64.0,26.0,46.0,66.0,64.0,43.0,58.0,65.0,45.0,81.0,88.0,37.0,47.0,60.0,50.0,49.0,66.0,59.0,78.37837837837839
2020-11-06,40.0,55.0,52.0,18.0,39.0,68.0,60.0,56.0,15.0,76.0,31.0,56.0,55.0,29.0,49.0,63.0,61.0,43.0,43.0,40.0,67.4964438122333
2020-11-07,41.0,46.0,30.0,36.0,29.0,49.0,38.0,46.0,8.0,42.0,39.0,38.0,37.0,48.0,69.0,62.0,61.0,51.0,43.0,45.0,61.02418207681366
2020-11-08,65.0,57.0,44.0,65.0,59.0,80.0,38.0,92.0,84.0,52.0,80.0,86.0,37.0,30.0,80.0,75.0,80.0,61.0,88.0,63.0,93.59886201991466
2020-11-09,41.0,57.0,38.0,46.0,39.0,40.0,54.0,70.0,23.0,17.0,24.0,48.0,37.0,90.0,40.0,95.0,63.0,61.0,53.0,81.0,72.33285917496444
2020-11-10,42.0,19.0,15.0,47.0,61.0,51.0,15.0,47.0,31.0,44.0,33.0,59.0,67.0,40.0,41.0,54.0,36.0,44.0,45.0,100.0,63.371266002844955
2020-11-11,32.0,27.0,22.0,37.0,39.0,68.0,38.0,34.0,30.0,42.0,23.0,38.0,46.0,0.0,39.0,31.0,9.0,34.0,17.0,74.0,48.364153627311524
2020-11-12,41.0,56.0,46.0,65.0,60.0,51.0,15.0,82.0,46.0,52.0,48.0,39.0,66.0,30.0,61.0,53.0,63.0,70.0,35.0,58.0,73.75533428165008
2020-11-13,8.0,29.0,15.0,19.0,30.0,20.0,8.0,0.0,23.0,44.0,16.0,29.0,38.0,30.0,20.0,32.0,18.0,9.0,9.0,41.0,31.152204836415365
2020-11-14,17.0,39.0,16.0,77.0,41.0,62.0,32.0,24.0,24.0,18.0,50.0,40.0,39.0,10.0,21.0,44.0,28.0,18.0,27.0,36.0,47.15504978662874
2020-11-15,77.0,59.0,32.0,97.0,92.0,72.0,56.0,72.0,32.0,45.0,100.0,60.0,39.0,83.0,72.0,100.0,28.0,100.0,100.0,90.0,100.0
2020-11-16,68.0,57.0,46.0,94.0,60.0,82.0,39.0,94.0,63.0,35.0,65.0,59.0,57.0,61.0,81.0,54.0,100.0,71.0,98.0,82.0,97.15504978662874
2020-11-17,51.0,88.0,31.0,75.0,51.0,92.0,55.0,59.0,55.0,36.0,24.0,39.0,0.0,31.0,62.0,32.0,46.0,36.0,53.0,24.0,66.85633001422475
2020-11-18,82.0,85.0,38.0,74.0,79.0,70.0,54.0,58.0,92.0,43.0,57.0,57.0,47.0,100.0,90.0,43.0,72.0,44.0,62.0,76.0,94.09672830725464
2020-11-19,16.0,28.0,46.0,19.0,30.0,30.0,23.0,58.0,23.0,35.0,24.0,38.0,19.0,20.0,50.0,11.0,36.0,52.0,35.0,76.0,47.581792318634434
2020-11-20,59.0,77.0,23.0,47.0,40.0,61.0,47.0,59.0,62.0,53.0,41.0,29.0,10.0,62.0,31.0,43.0,73.0,36.0,27.0,54.0,66.42958748221906
2020-11-21,34.0,40.0,16.0,39.0,62.0,84.0,24.0,49.0,48.0,36.0,17.0,41.0,30.0,72.0,21.0,99.0,37.0,36.0,37.0,73.0,63.65576102418208
2020-11-22,26.0,60.0,16.0,39.0,21.0,42.0,32.0,85.0,32.0,45.0,58.0,100.0,30.0,73.0,53.0,78.0,56.0,45.0,37.0,79.0,71.62162162162163
2020-11-23,68.0,58.0,46.0,38.0,81.0,52.0,56.0,59.0,95.0,54.0,41.0,60.0,68.0,41.0,41.0,32.0,36.0,81.0,63.0,78.0,81.65007112375534
2020-11-24,25.0,38.0,23.0,9.0,20.0,0.0,15.0,11.0,23.0,43.0,24.0,29.0,75.0,30.0,10.0,11.0,0.0,0.0,17.0,59.0,32.859174964438125
2020-11-25,16.0,37.0,37.0,45.0,10.0,68.0,23.0,45.0,30.0,67.0,23.0,19.0,72.0,19.0,58.0,41.0,18.0,42.0,17.0,63.0,53.34281650071124
2020-11-26,50.0,29.0,23.0,48.0,30.0,40.0,40.0,24.0,39.0,36.0,8.0,49.0,38.0,41.0,61.0,33.0,18.0,9.0,27.0,48.0,49.14651493598861
2020-11-27,50.0,85.0,0.0,38.0,40.0,20.0,39.0,58.0,62.0,17.0,24.0,48.0,9.0,90.0,40.0,32.0,18.0,35.0,35.0,41.0,55.547652916073964
2020-11-28,8.0,10.0,23.0,9.0,10.0,21.0,23.0,12.0,23.0,53.0,16.0,29.0,57.0,10.0,10.0,22.0,27.0,27.0,9.0,24.0,30.08534850640114
2020-11-29,24.0,28.0,46.0,46.0,79.0,10.0,38.0,35.0,23.0,43.0,24.0,38.0,47.0,30.0,50.0,32.0,26.0,52.0,35.0,41.0,53.12944523470839
2020-11-30,56.0,37.0,7.0,54.0,39.0,59.0,38.0,45.0,75.0,34.0,23.0,47.0,28.0,29.0,69.0,52.0,35.0,43.0,34.0,51.0,60.810810810810814
2020-12-01,16.0,9.0,37.0,28.0,39.0,30.0,15.0,23.0,8.0,51.0,24.0,10.0,65.0,20.0,30.0,21.0,45.0,26.0,26.0,64.0,41.749644381223334
2020-12-02,41.0,47.0,45.0,37.0,49.0,59.0,30.0,92.0,38.0,43.0,47.0,56.0,74.0,29.0,40.0,21.0,35.0,26.0,35.0,51.0,63.65576102418208
2020-12-03,42.0,29.0,23.0,38.0,41.0,82.0,47.0,72.0,55.0,26.0,49.0,39.0,29.0,41.0,51.0,44.0,73.0,35.0,27.0,54.0,63.798008534850645
2020-12-04,8.0,0.0,22.0,9.0,10.0,20.0,8.0,11.0,8.0,9.0,16.0,9.0,28.0,10.0,10.0,20.0,0.0,8.0,9.0,17.0,16.500711237553343
2020-12-05,26.0,50.0,24.0,20.0,52.0,21.0,33.0,73.0,24.0,9.0,17.0,61.0,30.0,42.0,63.0,44.0,56.0,46.0,27.0,55.0,54.97866287339972
2020-12-06,0.0,29.0,32.0,29.0,31.0,42.0,24.0,12.0,16.0,27.0,17.0,20.0,10.0,10.0,31.0,0.0,28.0,18.0,9.0,30.0,29.516358463726885
2020-12-07,42.0,68.0,38.0,48.0,20.0,41.0,24.0,24.0,39.0,27.0,25.0,20.0,29.0,41.0,10.0,65.0,46.0,44.0,45.0,48.0,52.916073968705554
2020-12-08,50.0,76.0,23.0,85.0,91.0,81.0,47.0,71.0,31.0,35.0,24.0,77.0,19.0,40.0,92.0,54.0,55.0,53.0,27.0,65.0,77.9516358463727
2020-12-09,75.0,48.0,31.0,28.0,30.0,51.0,39.0,58.0,31.0,26.0,74.0,39.0,19.0,80.0,40.0,43.0,27.0,44.0,72.0,30.0,62.944523470839265
2020-12-10,52.0,40.0,48.0,39.0,21.0,10.0,8.0,49.0,40.0,36.0,42.0,40.0,59.0,21.0,10.0,22.0,47.0,46.0,28.0,61.0,51.13798008534852
2020-12-11,17.0,20.0,56.0,29.0,31.0,11.0,24.0,36.0,24.0,28.0,25.0,20.0,20.0,31.0,42.0,11.0,28.0,18.0,28.0,56.0,39.473684210526315
2020-12-12,0.0,0.0,32.0,30.0,0.0,21.0,0.0,12.0,16.0,36.0,8.0,10.0,10.0,10.0,0.0,22.0,0.0,18.0,9.0,37.0,19.27453769559033
