date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-12-29,34.0,0.0,25.0,0.0,0.0,45.0,34.0,35.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,95.45454545454545,0.0,52.0,35.0,23.86774769197392
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,39.0,0.0,0.0,56.0,100.0,38.0,0.0,100.0,60.0,100.0,0.0,0.0,0.0,0.0,60.0,0.0,55.0,0.0,39.0,40.48302200280706
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,32.0,9.44812414594106
2021-01-05,0.0,32.0,24.0,0.0,0.0,0.0,0.0,33.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,48.0,0.0,33.0,16.831426458663213
2021-01-06,0.0,0.0,0.0,47.0,48.0,0.0,0.0,32.0,85.0,0.0,0.0,24.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,17.895122554563862
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10,35.0,0.0,0.0,53.0,51.0,92.0,0.0,0.0,94.0,54.0,0.0,26.0,100.0,56.0,52.325581395348834,54.0,100.0,0.0,52.0,0.0,51.26549542363307
2021-01-11,0.0,0.0,0.0,48.0,0.0,0.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,47.0,0.0,0.0,13.327486378049311
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-13,32.0,0.0,0.0,0.0,49.0,42.0,32.0,32.0,0.0,49.0,41.0,24.0,89.77272727272727,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.707825527912593
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-17,0.0,0.0,25.0,0.0,0.0,0.0,0.0,34.0,0.0,51.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,50.0,50.0,0.0,16.456004307168868
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-20,0.0,0.0,0.0,0.0,45.0,0.0,31.0,0.0,0.0,0.0,0.0,23.0,88.63636363636364,0.0,0.0,49.0,87.5,46.0,0.0,32.0,25.161816471746103
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-23,0.0,34.0,25.0,51.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,94.31818181818181,0.0,100.0,52.0,94.31818181818181,100.0,0.0,0.0,42.27480954403008
2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,32.0,33.0,24.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.674418604651166,51.0,0.0,0.0,49.0,0.0,17.436758299832395
2021-01-26,0.0,33.0,24.0,0.0,0.0,0.0,33.0,33.0,0.0,49.0,0.0,0.0,94.31818181818181,51.0,48.83720930232558,0.0,0.0,0.0,49.0,0.0,25.976421689822985
2021-01-27,0.0,0.0,0.0,48.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,23.0,89.77272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.124429028942425
2021-01-28,31.0,0.0,24.0,0.0,50.0,0.0,32.0,0.0,0.0,0.0,0.0,24.0,89.77272727272727,0.0,47.674418604651166,0.0,89.77272727272727,48.0,49.0,0.0,30.360381454304452
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-30,34.0,0.0,0.0,0.0,51.0,0.0,34.0,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45454545454545,50.0,51.0,0.0,27.559398848335004
2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,32.0,33.0,24.0,98.0,49.0,43.0,0.0,0.0,86.0,97.0,0.0,0.0,90.9090909090909,51.0,48.83720930232558,100.0,0.0,48.0,0.0,0.0,50.102983137751345
2021-02-03,0.0,31.0,23.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,86.36363636363636,46.0,0.0,0.0,18.793860432383664
2021-02-04,100.0,100.0,100.0,100.0,98.0,42.0,100.0,100.0,87.0,100.0,85.0,100.0,93.18181818181819,51.0,48.83720930232558,0.0,93.18181818181819,0.0,100.0,100.0,100.0
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-06,33.0,34.0,0.0,0.0,0.0,43.0,0.0,34.0,0.0,0.0,0.0,25.0,92.04545454545455,0.0,48.83720930232558,53.0,94.31818181818181,49.0,0.0,0.0,31.673168428028866
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,31.0,7.571013388469327
2021-02-09,0.0,0.0,24.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.945309802645415
2021-02-10,32.0,0.0,23.0,47.0,93.0,41.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,46.51162790697674,0.0,0.0,46.0,47.0,31.0,31.50490310854303
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,0.0,35.0,26.0,0.0,51.0,44.0,0.0,34.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,51.0,52.0,0.0,23.02589195831993
2021-02-13,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,52.325581395348834,0.0,98.86363636363636,0.0,0.0,0.0,19.28350986640633
2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
