,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-05,0.0,0.0,23.0,22.0,0.0,23.0,24.0,28.0,0.0,19.0,57.0,29.78723404255319,0.0,22.0,22.0,56.79012345679013,0.0,29.0,85.07462686567165,19.767441860465116,34.38054237682668
2020-10-06,100.0,29.0,46.0,44.0,49.0,45.0,72.0,28.0,72.0,19.0,87.0,28.72340425531915,29.0,91.0,68.0,28.395061728395063,28.75,29.0,43.28358208955224,100.0,77.44644971286006
2020-10-07,0.0,0.0,23.0,0.0,0.0,22.0,0.0,28.0,0.0,0.0,0.0,28.72340425531915,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.313373939356993
2020-10-08,0.0,62.0,0.0,23.0,0.0,24.0,27.0,0.0,0.0,0.0,31.0,31.914893617021278,62.0,50.0,0.0,30.864197530864196,0.0,61.0,46.26865671641791,22.093023255813954,35.18112904083537
2020-10-09,0.0,34.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,22.0,33.0,34.04255319148936,34.0,0.0,0.0,0.0,32.5,0.0,0.0,23.25581395348837,18.354310649012838
2020-10-10,42.0,35.0,43.0,0.0,60.0,0.0,30.0,36.0,87.0,48.0,36.0,71.27659574468085,35.0,28.0,0.0,0.0,0.0,0.0,52.23880597014925,25.58139534883721,46.9760567400151
2020-10-11,0.0,67.0,40.0,100.0,28.0,52.0,84.0,100.0,0.0,22.0,100.0,100.0,100.0,26.0,26.0,100.0,100.0,100.0,100.0,94.18604651162791,100.0
2020-10-12,0.0,32.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,32.0,0.0,25.0,0.0,31.25,0.0,47.76119402985075,22.093023255813954,21.43871032957121
2020-10-13,0.0,64.0,90.0,24.0,55.0,100.0,53.0,95.0,52.0,21.0,32.0,97.87234042553192,65.0,100.0,100.0,30.864197530864196,31.25,64.0,94.02985074626865,44.18604651162791,90.5925235985319
2020-10-14,36.0,32.0,75.0,0.0,27.0,0.0,79.0,93.0,0.0,21.0,93.0,63.829787234042556,32.0,25.0,0.0,61.72839506172839,0.0,62.0,94.02985074626865,44.18604651162791,62.63312567649162
2020-10-15,38.0,33.0,26.0,0.0,55.0,0.0,27.0,96.0,27.0,43.0,64.0,0.0,0.0,26.0,0.0,32.098765432098766,31.25,0.0,0.0,22.093023255813954,38.86254565178474
2020-10-16,39.0,0.0,40.0,0.0,0.0,0.0,28.0,33.0,0.0,22.0,0.0,32.97872340425532,0.0,26.0,26.0,0.0,0.0,33.0,49.25373134328358,23.25581395348837,26.32108284126799
2020-10-17,42.0,0.0,44.0,0.0,31.0,57.0,30.0,37.0,0.0,24.0,36.0,36.170212765957444,0.0,29.0,29.0,0.0,36.25,0.0,0.0,25.58139534883721,34.125326298404396
2020-10-18,43.0,0.0,44.0,56.0,62.0,0.0,31.0,0.0,30.0,0.0,0.0,74.46808510638297,37.0,29.0,29.0,0.0,36.25,37.0,53.73134328358209,25.58139534883721,43.90956919470088
2020-10-19,36.0,0.0,100.0,0.0,27.0,75.0,52.0,0.0,0.0,21.0,94.0,95.74468085106383,32.0,74.0,49.0,93.82716049382717,61.25,0.0,46.26865671641791,65.11627906976744,68.86323073132984
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,30.0,25.0,46.0,52.0,47.0,26.0,59.0,100.0,100.0,91.0,91.48936170212765,92.0,48.0,23.0,30.864197530864196,30.0,92.0,0.0,20.930232558139537,74.99210392813868
2020-10-22,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7921333680646003
2020-10-23,39.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.04255319148936,34.0,0.0,0.0,0.0,0.0,34.0,50.74626865671642,23.25581395348837,23.15172239206885
