date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.6,0
2020-01-02,3.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,3.3,0
2020-01-03,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,0
2020-01-04,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.5,0
2020-01-05,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.6,0
2020-01-06,3.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,3.3,0
2020-01-07,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,3.3,0
2020-01-08,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.1,0
2020-01-09,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.7,0
2020-01-10,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.5,0
2020-01-11,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,0
2020-01-12,2.0,4.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,3.6,0
2020-01-13,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.6,0
2020-01-14,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.2,0
2020-01-15,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.8,0
2020-01-16,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,2.6,0
2020-01-17,5.0,7.0,4.0,4.0,4.0,3.0,6.0,7.0,5.0,6.0,5.1,0
2020-01-18,4.0,4.0,5.0,5.0,7.0,5.0,3.0,6.0,5.0,5.0,4.9,0
2020-01-19,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,0
2020-01-20,8.0,8.0,9.0,9.0,10.0,8.0,7.0,10.0,8.0,10.0,8.7,0
2020-01-21,10.0,10.0,13.0,11.0,11.0,12.0,12.0,11.0,13.0,11.0,11.4,0
2020-01-22,14.0,16.0,16.0,16.0,17.0,16.0,19.0,16.0,15.0,16.0,16.1,0
2020-01-23,18.0,20.0,23.0,19.0,20.0,21.0,21.0,21.0,18.0,22.0,20.3,0
2020-01-24,34.0,27.0,29.0,28.0,35.0,30.0,37.0,32.0,31.0,31.0,31.4,0
2020-01-25,24.0,23.0,26.0,29.0,30.0,29.0,27.0,26.0,25.0,25.0,26.4,0
2020-01-26,35.0,44.0,40.0,34.0,41.0,38.0,41.0,38.0,38.0,37.0,38.6,0
2020-01-27,44.0,42.0,38.0,43.0,47.0,40.0,52.0,46.0,43.0,45.0,44.0,0
2020-01-28,33.0,35.0,35.0,38.0,41.0,38.0,40.0,32.0,39.0,35.0,36.6,0
2020-01-29,33.0,31.0,35.0,33.0,32.0,31.0,32.0,35.0,31.0,34.0,32.7,0
2020-01-30,38.0,38.0,32.0,38.0,40.0,34.0,36.0,37.0,40.0,38.0,37.1,0
2020-01-31,51.0,57.0,53.0,63.0,57.0,50.0,54.0,61.0,56.0,65.0,56.7,0
2020-02-01,34.0,38.0,38.0,32.0,39.0,32.0,37.0,35.0,38.0,32.0,35.5,0
2020-02-02,27.0,26.0,25.0,22.0,32.0,27.0,27.0,28.0,29.0,25.0,26.8,0
2020-02-03,28.0,31.0,30.0,29.0,28.0,24.0,29.0,30.0,29.0,27.0,28.5,0
2020-02-04,27.0,28.0,24.0,25.0,29.0,23.0,27.0,28.0,27.0,29.0,26.7,0
2020-02-05,21.0,21.0,20.0,19.0,24.0,21.0,25.0,19.0,21.0,21.0,21.2,0
2020-02-06,16.0,20.0,15.0,17.0,18.0,20.0,19.0,19.0,19.0,19.0,18.2,0
2020-02-07,19.0,18.0,16.0,17.0,18.0,14.0,16.0,16.0,16.0,19.0,16.9,0
2020-02-08,18.0,19.0,19.0,18.0,19.0,19.0,20.0,18.0,19.0,20.0,18.9,0
2020-02-09,16.0,14.0,15.0,13.0,16.0,17.0,15.0,15.0,15.0,14.0,15.0,0
2020-02-10,17.0,21.0,20.0,18.0,16.0,17.0,18.0,21.0,17.0,18.0,18.3,0
2020-02-11,16.0,18.0,19.0,19.0,20.0,16.0,22.0,18.0,16.0,18.0,18.2,0
2020-02-12,15.0,17.0,15.0,18.0,14.0,13.0,15.0,16.0,16.0,14.0,15.3,0
2020-02-13,16.0,10.0,16.0,16.0,21.0,16.0,19.0,17.0,15.0,15.0,16.1,0
2020-02-14,15.0,14.0,18.0,16.0,13.0,13.0,16.0,16.0,17.0,17.0,15.5,0
2020-02-15,14.0,17.0,17.0,15.0,18.0,16.0,16.0,17.0,16.0,17.0,16.3,0
2020-02-16,9.0,9.0,8.0,8.0,9.0,6.0,9.0,8.0,10.0,12.0,8.8,0
2020-02-17,10.0,8.0,10.0,12.0,11.0,11.0,8.0,9.0,11.0,12.0,10.2,0
2020-02-18,15.0,14.0,18.0,16.0,12.0,15.0,15.0,13.0,13.0,13.0,14.4,0
2020-02-19,11.0,13.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,14.0,11.2,0
2020-02-20,12.0,11.0,13.0,11.0,11.0,11.0,13.0,8.0,13.0,15.0,11.8,0
2020-02-21,14.0,10.0,11.0,8.0,12.0,13.0,17.0,12.0,10.0,13.0,12.0,0
2020-02-22,16.0,16.0,15.0,15.0,17.0,15.0,13.0,21.0,15.0,17.0,16.0,0
2020-02-23,21.0,21.0,20.0,21.0,19.0,19.0,23.0,22.0,27.0,25.0,21.8,0
2020-02-24,33.0,35.0,27.0,28.0,29.0,29.0,27.0,27.0,28.0,28.0,29.1,0
2020-02-25,32.0,35.0,35.0,34.0,35.0,34.0,35.0,41.0,35.0,37.0,35.3,0
