date,/m/0cjf0,isPartial
2020-01-20,55,False
2020-01-21,32,False
2020-01-22,43,False
2020-01-23,47,False
2020-01-24,45,False
2020-01-25,58,False
2020-01-26,78,False
2020-01-27,62,False
2020-01-28,71,False
2020-01-29,59,False
2020-01-30,63,False
2020-01-31,55,False
2020-02-01,62,False
2020-02-02,89,False
2020-02-03,68,False
2020-02-04,66,False
2020-02-05,61,False
2020-02-06,62,False
2020-02-07,51,False
2020-02-08,51,False
2020-02-09,38,False
2020-02-10,44,False
2020-02-11,66,False
2020-02-12,48,False
2020-02-13,46,False
2020-02-14,42,False
2020-02-15,45,False
2020-02-16,58,False
2020-02-17,51,False
2020-02-18,57,False
2020-02-19,42,False
2020-02-20,57,False
2020-02-21,52,False
2020-02-22,51,False
2020-02-23,64,False
2020-02-24,46,False
2020-02-25,41,False
2020-02-26,68,False
2020-02-27,40,False
2020-02-28,52,False
2020-02-29,72,False
2020-03-01,74,False
2020-03-02,86,False
2020-03-03,78,False
2020-03-04,70,False
2020-03-05,100,False
2020-03-06,66,False
2020-03-07,68,False
2020-03-08,94,False
2020-03-09,82,False
2020-03-10,96,False
